topic,entity_pair_id,conjunctA,conjunctB,ordering,cell,labelA,labelB,and_row_index,or_row_index,and_statement,or_statement,atomic_union_score_and,atomic_union_score_or,atomic_union_delta_OR_AND,compound_trained_score_and,compound_trained_score_or,compound_trained_delta_OR_AND,and_partition,or_partition
cities,"cities::[""Beijing"",""Kemerovo""]",The city of Beijing is in China.,The city of Kemerovo is in Tajikistan.,AB,TF,1,0,3705,4852,The city of Beijing is in China and the city of Kemerovo is in Tajikistan.,The city of Beijing is in China or the city of Kemerovo is in Tajikistan.,6.198366483746469,3.632972816123615,-2.5653936676228537,-9.275963928093788,18.82485294419055,28.100816872284337,train,train
sp_en_trans,"sp_en_trans::[""guardar"",""vecino""]",The Spanish word 'vecino' means 'neighbor'.,The Spanish word 'guardar' means 'to save'.,AB,TT,1,1,3706,4527,The Spanish word 'vecino' means 'neighbor' and the Spanish word 'guardar' means 'to save'.,The Spanish word 'vecino' means 'neighbor' or the Spanish word 'guardar' means 'to save'.,4.920539948313864,-0.8230102659017788,-5.7435502142156425,3.9357890031016782,15.851581259066231,11.915792255964552,test,test
cities,"cities::[""Khulna"",""Peshawar""]",The city of Peshawar is in Sweden.,The city of Khulna is in Nigeria.,BA,FF,0,0,3710,6391,The city of Khulna is in Nigeria and the city of Peshawar is in Sweden.,The city of Khulna is in Nigeria or the city of Peshawar is in Sweden.,-5.484973811886691,-0.0943303036840994,5.390643508202592,-31.046273515760408,-6.353704187441903,24.692569328318505,train,train
animal_class,"animal_class::[""hippopotamus"",""lobster""]",The lobster is a crustacean.,The hippopotamus is a mammal.,AB,TT,1,1,6395,3711,The lobster is a crustacean and the hippopotamus is a mammal.,The lobster is a crustacean or the hippopotamus is a mammal.,14.49909871424714,3.3342675311039,-11.16483118314324,8.45165563851637,25.40032431557808,16.94866867706171,train,train
inventors,"inventors::[""George Washington Carver"",""Shinya Yamanaka""]",Shinya Yamanaka lived in Sweden.,George Washington Carver lived in the U.S.,AB,FT,0,1,3714,5415,Shinya Yamanaka lived in Sweden and George Washington Carver lived in the U.S.,Shinya Yamanaka lived in Sweden or George Washington Carver lived in the U.S.,12.325629865260256,6.648226416387143,-5.677403448873113,-4.759104758490065,5.630672578462619,10.389777336952683,train,train
sp_en_trans,"sp_en_trans::[""abierto"",""guardar""]",The Spanish word 'abierto' means 'open'.,The Spanish word 'guardar' means 'to pass'.,AB,TF,1,0,3715,3796,The Spanish word 'abierto' means 'open' and the Spanish word 'guardar' means 'to pass'.,The Spanish word 'abierto' means 'open' or the Spanish word 'guardar' means 'to pass'.,0.0262408078895113,-4.364783409332626,-4.391024217222137,-9.132486386897703,6.5932282757601826,15.725714662657886,train,train
sp_en_trans,"sp_en_trans::[""leer"",""prueba""]",The Spanish word 'prueba' means 'test'.,The Spanish word 'leer' means 'to read'.,BA,TT,1,1,6573,3718,The Spanish word 'leer' means 'to read' and the Spanish word 'prueba' means 'test'.,The Spanish word 'leer' means 'to read' or the Spanish word 'prueba' means 'test'.,7.781733807647885,4.409483805003882,-3.3722500026440025,8.798226227649474,24.77692336876979,15.978697141120316,train,train
sp_en_trans,"sp_en_trans::[""hielo"",""palabra""]",The Spanish word 'hielo' means 'life'.,The Spanish word 'palabra' means 'word'.,AB,FT,0,1,3720,6608,The Spanish word 'hielo' means 'life' and the Spanish word 'palabra' means 'word'.,The Spanish word 'hielo' means 'life' or the Spanish word 'palabra' means 'word'.,2.433628091015203,-2.675432284393869,-5.109060375409072,-15.11531970350986,6.688689277201677,21.804008980711536,train,train
inventors,"inventors::[""John Gorrie"",""John Logie Baird""]",John Logie Baird lived in Switzerland.,John Gorrie lived in the U.S.,BA,FT,0,1,3723,5171,John Gorrie lived in the U.S and John Logie Baird lived in Switzerland.,John Gorrie lived in the U.S or John Logie Baird lived in Switzerland.,3.3008478843596105,-0.4205627452392182,-3.7214106295988287,-6.0698166803523455,3.8172570285673193,9.887073708919665,train,train
cities,"cities::[""Ashgabat"",""Dammam""]",The city of Ashgabat is in Turkmenistan.,The city of Dammam is in Saudi Arabia.,AB,TT,1,1,7261,3725,The city of Ashgabat is in Turkmenistan and the city of Dammam is in Saudi Arabia.,The city of Ashgabat is in Turkmenistan or the city of Dammam is in Saudi Arabia.,9.477900820649545,1.7685303441572362,-7.7093704764923086,4.934329761693949,24.841706859383752,19.907377097689803,train,train
sp_en_trans,"sp_en_trans::[""comer"",""imaginar""]",The Spanish word 'imaginar' means 'star'.,The Spanish word 'comer' means 'clock'.,BA,FF,0,0,7653,3733,The Spanish word 'comer' means 'clock' and the Spanish word 'imaginar' means 'star'.,The Spanish word 'comer' means 'clock' or the Spanish word 'imaginar' means 'star'.,2.041258957840915,-5.7232235626650265,-7.764482520505942,-28.385668792534652,-8.777964468280748,19.607704324253902,train,train
animal_class,"animal_class::[""bee"",""porcupine""]",The bee is a insect.,The porcupine is a bird.,BA,TF,1,0,7667,3736,The porcupine is a bird and the bee is a insect.,The porcupine is a bird or the bee is a insect.,2.705998659381155,-0.4249498112113858,-3.130948470592541,-14.321249620014365,5.482640425810432,19.803890045824797,train,train
inventors,"inventors::[""James Murray Spangler"",""Percy Spencer""]",James Murray Spangler lived in the U.S.,Percy Spencer lived in Russia.,AB,TF,1,0,3738,7062,James Murray Spangler lived in the U.S and Percy Spencer lived in Russia.,James Murray Spangler lived in the U.S or Percy Spencer lived in Russia.,3.85993842966702,-0.9644544644559616,-4.8243928941229814,-8.897034614209803,7.856289400672542,16.753324014882345,train,train
element_symb,"element_symb::[""Nickel"",""Ytterbium""]",Ytterbium has the symbol Yb.,Nickel has the symbol Ni.,BA,TT,1,1,4534,3739,Nickel has the symbol Ni and Ytterbium has the symbol Yb.,Nickel has the symbol Ni or Ytterbium has the symbol Yb.,7.391430960050897,1.685502044291555,-5.705928915759342,5.344530952501336,16.135647215432673,10.791116262931336,train,train
inventors,"inventors::[""Herbert Akroyd Stuart"",""Ralph H. Baer""]",Ralph H. Baer lived in the U.S.,Herbert Akroyd Stuart lived in Croatia.,BA,TF,1,0,5098,3740,Herbert Akroyd Stuart lived in Croatia and Ralph H. Baer lived in the U.S.,Herbert Akroyd Stuart lived in Croatia or Ralph H. Baer lived in the U.S.,10.04101370305073,5.629340473304817,-4.411673229745913,-12.511505159338585,3.1943512518743757,15.70585641121296,train,train
cities,"cities::[""Abu Ghurayb"",""Porto Velho""]",The city of Porto Velho is in Uzbekistan.,The city of Abu Ghurayb is in Iraq.,AB,FT,0,1,3741,4273,The city of Porto Velho is in Uzbekistan and the city of Abu Ghurayb is in Iraq.,The city of Porto Velho is in Uzbekistan or the city of Abu Ghurayb is in Iraq.,-0.6195835734583337,5.648997837841186,6.26858141129952,-19.932316983624023,7.4683759925952,27.400692976219222,test,test
element_symb,"element_symb::[""Germanium"",""Magnesium""]",Germanium has the symbol Ra.,Magnesium has the symbol Mg.,BA,FT,0,1,4831,3743,Magnesium has the symbol Mg and Germanium has the symbol Ra.,Magnesium has the symbol Mg or Germanium has the symbol Ra.,-6.453859222286718,-7.534035240879378,-1.0801760185926597,-6.363019862024739,10.55958099654981,16.922600858574548,train,train
animal_class,"animal_class::[""narwhal"",""penguin""]",The penguin is a bird.,The narwhal is a fish.,BA,TF,1,0,6278,3744,The narwhal is a fish and the penguin is a bird.,The narwhal is a fish or the penguin is a bird.,4.9216966630557675,2.209439259465536,-2.7122574035902316,-7.156584031907433,9.670167745113606,16.826751777021038,train,train
cities,"cities::[""Najran"",""Santiago de Queretaro""]",The city of Najran is in Saudi Arabia.,The city of Santiago de Queretaro is in Mexico.,AB,TT,1,1,7867,3745,The city of Najran is in Saudi Arabia and the city of Santiago de Queretaro is in Mexico.,The city of Najran is in Saudi Arabia or the city of Santiago de Queretaro is in Mexico.,16.485777697899014,5.7208433020507705,-10.764934395848243,8.386547552517374,21.15668840236823,12.770140849850854,train,train
sp_en_trans,"sp_en_trans::[""presente"",""veinte""]",The Spanish word 'veinte' means 'shell'.,The Spanish word 'presente' means 'problem'.,BA,FF,0,0,3746,6548,The Spanish word 'presente' means 'problem' and the Spanish word 'veinte' means 'shell'.,The Spanish word 'presente' means 'problem' or the Spanish word 'veinte' means 'shell'.,1.778264124750418,-3.832541828721622,-5.61080595347204,-21.478258954293903,-5.351310114285399,16.126948840008502,train,train
element_symb,"element_symb::[""Boron"",""Osmium""]",Osmium has the symbol Os.,Boron has the symbol B.,AB,TT,1,1,3747,4413,Osmium has the symbol Os and Boron has the symbol B.,Osmium has the symbol Os or Boron has the symbol B.,5.4700276319023695,5.3372284617469905,-0.132799170155379,6.7892886249472175,21.506267065889034,14.716978440941816,test,test
sp_en_trans,"sp_en_trans::[""madre"",""mapa""]",The Spanish word 'madre' means 'mother'.,The Spanish word 'mapa' means 'to swim'.,AB,TF,1,0,3749,3919,The Spanish word 'madre' means 'mother' and the Spanish word 'mapa' means 'to swim'.,The Spanish word 'madre' means 'mother' or the Spanish word 'mapa' means 'to swim'.,-3.4169953168508016,-2.0488258782888735,1.368169438561928,-7.220396147877243,11.926182745825319,19.14657889370256,train,train
element_symb,"element_symb::[""Europium"",""Platinum""]",Platinum has the symbol S.,Europium has the symbol Eu.,BA,FT,0,1,7349,3750,Europium has the symbol Eu and Platinum has the symbol S.,Europium has the symbol Eu or Platinum has the symbol S.,-2.750191230436572,-9.31393018438032,-6.563738953943748,-14.658805009852003,7.51802858344843,22.176833593300433,train,train
element_symb,"element_symb::[""Phosphorus"",""Strontium""]",Phosphorus has the symbol Se.,Strontium has the symbol Sr.,BA,FT,0,1,7873,3755,Strontium has the symbol Sr and Phosphorus has the symbol Se.,Strontium has the symbol Sr or Phosphorus has the symbol Se.,1.2664912636774668,-4.911198553026464,-6.177689816703931,-5.061888746058226,9.896949303288562,14.958838049346788,train,train
element_symb,"element_symb::[""Copper"",""Promethium""]",Promethium has the symbol Pm.,Copper has the symbol Cu.,AB,TT,1,1,5945,3761,Promethium has the symbol Pm and Copper has the symbol Cu.,Promethium has the symbol Pm or Copper has the symbol Cu.,6.9058186535357144,4.17633769659801,-2.7294809569377048,8.718246831332836,21.8314906648644,13.113243833531564,train,train
cities,"cities::[""Brazzaville"",""Pietermaritzburg""]",The city of Brazzaville is in the Dominican Republic.,The city of Pietermaritzburg is in South Africa.,BA,FT,0,1,3899,3762,The city of Pietermaritzburg is in South Africa and the city of Brazzaville is in the Dominican Republic.,The city of Pietermaritzburg is in South Africa or the city of Brazzaville is in the Dominican Republic.,3.475602589872664,2.308850245610155,-1.166752344262509,-14.244425440856862,12.46482138129979,26.70924682215665,train,train
animal_class,"animal_class::[""chimpanzee"",""moose""]",The moose is a reptile.,The chimpanzee is a insect.,AB,FF,0,0,3764,4857,The moose is a reptile and the chimpanzee is a insect.,The moose is a reptile or the chimpanzee is a insect.,-1.3218212175917667,2.78216324869304,4.103984466284807,-27.218748167629148,-13.571712169650315,13.647035997978833,train,train
cities,"cities::[""Nashik"",""Santa Maria Chimalhuacan""]",The city of Nashik is in India.,The city of Santa Maria Chimalhuacan is in Kenya.,AB,TF,1,0,3768,3876,The city of Nashik is in India and the city of Santa Maria Chimalhuacan is in Kenya.,The city of Nashik is in India or the city of Santa Maria Chimalhuacan is in Kenya.,3.3653591801784604,-0.0298278585812443,-3.3951870387597047,-17.51752155903565,6.998889972700609,24.51641153173626,train,train
element_symb,"element_symb::[""Aluminum"",""Zirconium""]",Zirconium has the symbol Zr.,Aluminum has the symbol C.,BA,TF,1,0,6806,3769,Aluminum has the symbol C and Zirconium has the symbol Zr.,Aluminum has the symbol C or Zirconium has the symbol Zr.,0.4965694522363328,4.21427551506227,3.717706062825937,-12.029055080570553,9.43067211911867,21.459727199689222,train,train
animal_class,"animal_class::[""moose"",""otter""]",The otter is a arachnid.,The moose is a mammal.,AB,FT,0,1,3772,7393,The otter is a arachnid and the moose is a mammal.,The otter is a arachnid or the moose is a mammal.,7.495117104703724,3.1265715242390124,-4.368545580464712,-17.57988288712215,6.578821165891507,24.158704053013658,train,train
inventors,"inventors::[""George Devol"",""Robert Moog""]",Robert Moog lived in Scotland/Canada/the U.S.,George Devol lived in Hungary.,AB,FF,0,0,3773,5350,Robert Moog lived in Scotland/Canada/the U.S and George Devol lived in Hungary.,Robert Moog lived in Scotland/Canada/the U.S or George Devol lived in Hungary.,-0.5032665376409629,0.0567418839554196,0.5600084215963824,-22.80856015362392,-5.162099595619842,17.646460558004076,train,train
inventors,"inventors::[""Edouard Benedictus"",""Evangelista Torricelli""]",Edouard Benedictus lived in France.,Evangelista Torricelli lived in Finland.,BA,TF,1,0,5302,3775,Evangelista Torricelli lived in Finland and Edouard Benedictus lived in France.,Evangelista Torricelli lived in Finland or Edouard Benedictus lived in France.,1.0394217643417756,4.19380419718841,3.154382432846634,-22.074828585699418,4.805983654877041,26.88081224057646,train,train
sp_en_trans,"sp_en_trans::[""fuerza"",""madre""]",The Spanish word 'fuerza' means 'force'.,The Spanish word 'madre' means 'neighbor'.,AB,TF,1,0,3777,7108,The Spanish word 'fuerza' means 'force' and the Spanish word 'madre' means 'neighbor'.,The Spanish word 'fuerza' means 'force' or the Spanish word 'madre' means 'neighbor'.,-1.034735746271009,-5.823371265812861,-4.788635519541852,-12.46055134822396,7.60893405775897,20.06948540598293,train,train
inventors,"inventors::[""John Wesley Hyatt"",""Narinder Singh Kapany""]",John Wesley Hyatt lived in the U.S.,Narinder Singh Kapany lived in Canada/the U.S.,BA,TF,1,0,3780,5700,Narinder Singh Kapany lived in Canada/the U.S and John Wesley Hyatt lived in the U.S.,Narinder Singh Kapany lived in Canada/the U.S or John Wesley Hyatt lived in the U.S.,9.323384462918218,6.328547160693083,-2.994837302225135,-6.491064999828393,7.475223819727083,13.966288819555476,train,train
sp_en_trans,"sp_en_trans::[""abierto"",""desarrollar""]",The Spanish word 'abierto' means 'to build'.,The Spanish word 'desarrollar' means 'to develop'.,BA,FT,0,1,3783,5263,The Spanish word 'desarrollar' means 'to develop' and the Spanish word 'abierto' means 'to build'.,The Spanish word 'desarrollar' means 'to develop' or the Spanish word 'abierto' means 'to build'.,-2.887396449321768,-5.205924399771744,-2.318527950449976,-10.171344356976869,9.491007973410433,19.6623523303873,train,train
animal_class,"animal_class::[""bison"",""gazelle""]",The gazelle is a mammal.,The bison is a cnidarian.,BA,TF,1,0,4245,3784,The bison is a cnidarian and the gazelle is a mammal.,The bison is a cnidarian or the gazelle is a mammal.,8.495112775368305,3.0887993955262996,-5.406313379842006,-13.695919066670736,7.396492198996617,21.09241126566735,train,train
animal_class,"animal_class::[""chimpanzee"",""goat""]",The goat is a mammal.,The chimpanzee is a insect.,AB,TF,1,0,5588,3786,The goat is a mammal and the chimpanzee is a insect.,The goat is a mammal or the chimpanzee is a insect.,1.7374954256160384,0.8838672646539134,-0.853628160962125,-12.839126281156071,3.7917337973710565,16.630860078527128,train,train
animal_class,"animal_class::[""gorilla"",""panda""]",The gorilla is a reptile.,The panda is a mammal.,AB,FT,0,1,3788,5486,The gorilla is a reptile and the panda is a mammal.,The gorilla is a reptile or the panda is a mammal.,4.386491763337917,2.189593362358414,-2.196898400979503,-14.628208974940113,9.586718990723938,24.214927965664053,train,train
element_symb,"element_symb::[""Dysprosium"",""Uranium""]",Dysprosium has the symbol Dy.,Uranium has the symbol Hg.,BA,TF,1,0,5169,3789,Uranium has the symbol Hg and Dysprosium has the symbol Dy.,Uranium has the symbol Hg or Dysprosium has the symbol Dy.,-1.8109171117770424,-1.4294714922466891,0.3814456195303533,-14.840440741971571,7.271597251753547,22.112037993725117,train,train
cities,"cities::[""Nagoya"",""Siping""]",The city of Siping is in China.,The city of Nagoya is in the Dominican Republic.,AB,TF,1,0,4948,3791,The city of Siping is in China and the city of Nagoya is in the Dominican Republic.,The city of Siping is in China or the city of Nagoya is in the Dominican Republic.,-1.142520209958315,4.966102255139932,6.108622465098247,-17.33022592635276,9.419922353005488,26.75014827935825,train,train
animal_class,"animal_class::[""alpaca"",""eagle""]",The alpaca is a mammal.,The eagle is a mollusk.,AB,TF,1,0,3793,7511,The alpaca is a mammal and the eagle is a mollusk.,The alpaca is a mammal or the eagle is a mollusk.,2.7814839633957984,3.7333472022464633,0.9518632388506648,-12.559089657391214,12.894386126467761,25.453475783858977,train,train
animal_class,"animal_class::[""hamster"",""peacock""]",The hamster is a bird.,The peacock is a insect.,AB,FF,0,0,3794,7951,The hamster is a bird and the peacock is a insect.,The hamster is a bird or the peacock is a insect.,-4.8469241648876125,3.4091208572396523,8.256045022127264,-30.525355725121475,-13.19054679232995,17.334808932791525,train,train
inventors,"inventors::[""Herbert Akroyd Stuart"",""Ralph H. Baer""]",Ralph H. Baer lived in the U.S.,Herbert Akroyd Stuart lived in Croatia.,AB,TF,1,0,3797,7235,Ralph H. Baer lived in the U.S and Herbert Akroyd Stuart lived in Croatia.,Ralph H. Baer lived in the U.S or Herbert Akroyd Stuart lived in Croatia.,5.232946317458297,0.9315473637834266,-4.3013989536748705,-10.373695050322427,6.124606222520769,16.498301272843197,train,train
cities,"cities::[""Gaziantep"",""Wanning""]",The city of Wanning is in Madagascar.,The city of Gaziantep is in Ghana.,AB,FF,0,0,7298,3799,The city of Wanning is in Madagascar and the city of Gaziantep is in Ghana.,The city of Wanning is in Madagascar or the city of Gaziantep is in Ghana.,2.0648302897746387,3.4794267817109867,1.414596491936348,-26.771044259401428,-4.54748505986844,22.22355919953299,train,train
inventors,"inventors::[""Rudolf Diesel"",""Willis Carrier""]",Willis Carrier lived in Switzerland.,Rudolf Diesel lived in Germany.,AB,FT,0,1,3800,7388,Willis Carrier lived in Switzerland and Rudolf Diesel lived in Germany.,Willis Carrier lived in Switzerland or Rudolf Diesel lived in Germany.,2.960980633450096,-0.8352083453820534,-3.7961889788321495,-15.385047100904577,3.9885939991893746,19.373641100093952,train,train
element_symb,"element_symb::[""Radon"",""Scandium""]",Scandium has the symbol Sc.,Radon has the symbol Rn.,BA,TT,1,1,3802,3892,Radon has the symbol Rn and Scandium has the symbol Sc.,Radon has the symbol Rn or Scandium has the symbol Sc.,7.178637807767656,6.55952306745769,-0.6191147403099659,4.971165011303912,20.356566935424024,15.385401924120112,train,train
sp_en_trans,"sp_en_trans::[""higo"",""roca""]",The Spanish word 'higo' means 'fig'.,The Spanish word 'roca' means 'rock'.,BA,TT,1,1,3803,4651,The Spanish word 'roca' means 'rock' and the Spanish word 'higo' means 'fig'.,The Spanish word 'roca' means 'rock' or the Spanish word 'higo' means 'fig'.,7.84128958426296,2.345775016296428,-5.4955145679665325,7.8280454350835305,18.748396273218617,10.920350838135086,train,train
sp_en_trans,"sp_en_trans::[""sencilla"",""tener""]",The Spanish word 'sencilla' means 'simple'.,The Spanish word 'tener' means 'to have'.,AB,TT,1,1,3806,5380,The Spanish word 'sencilla' means 'simple' and the Spanish word 'tener' means 'to have'.,The Spanish word 'sencilla' means 'simple' or the Spanish word 'tener' means 'to have'.,10.399630667903908,4.2588976006159625,-6.140733067287946,8.067032820306249,19.25217553900204,11.18514271869579,train,train
animal_class,"animal_class::[""hippopotamus"",""lobster""]",The lobster is a arachnid.,The hippopotamus is a mollusk.,AB,FF,0,0,3807,7841,The lobster is a arachnid and the hippopotamus is a mollusk.,The lobster is a arachnid or the hippopotamus is a mollusk.,2.4969709426241646,1.5159245109204171,-0.9810464317037476,-19.387499956927886,-2.903144985978864,16.48435497094902,train,train
cities,"cities::[""Rio de Janeiro"",""Zhabei""]",The city of Rio de Janeiro is in Cambodia.,The city of Zhabei is in China.,AB,FT,0,1,3808,5167,The city of Rio de Janeiro is in Cambodia and the city of Zhabei is in China.,The city of Rio de Janeiro is in Cambodia or the city of Zhabei is in China.,-0.14709157507321,3.565356944815574,3.712448519888784,-16.501974355779886,13.6177673120631,30.119741667842987,train,train
element_symb,"element_symb::[""Boron"",""Phosphorus""]",Boron has the symbol H.,Phosphorus has the symbol P.,BA,FT,0,1,6605,3809,Phosphorus has the symbol P and Boron has the symbol H.,Phosphorus has the symbol P or Boron has the symbol H.,-9.835799758286148,-5.365695206428709,4.470104551857439,-12.062702612193846,11.176668283515843,23.23937089570969,test,test
sp_en_trans,"sp_en_trans::[""vender"",""viejo""]",The Spanish word 'viejo' means 'old'.,The Spanish word 'vender' means 'son'.,BA,TF,1,0,5548,3811,The Spanish word 'vender' means 'son' and the Spanish word 'viejo' means 'old'.,The Spanish word 'vender' means 'son' or the Spanish word 'viejo' means 'old'.,-0.5486571308034733,-6.242460607670447,-5.693803476866973,-13.710690618739074,7.6272103618332965,21.33790098057237,train,train
sp_en_trans,"sp_en_trans::[""abrigo"",""rana""]",The Spanish word 'rana' means 'frog'.,The Spanish word 'abrigo' means 'to eat'.,AB,TF,1,0,3812,5742,The Spanish word 'rana' means 'frog' and the Spanish word 'abrigo' means 'to eat'.,The Spanish word 'rana' means 'frog' or the Spanish word 'abrigo' means 'to eat'.,0.939800536709754,-8.853590910274564,-9.793391446984318,-11.779362357567187,8.115996989764048,19.895359347331237,train,train
animal_class,"animal_class::[""mongoose"",""seagull""]",The seagull is a bird.,The mongoose is a mammal.,AB,TT,1,1,5107,3814,The seagull is a bird and the mongoose is a mammal.,The seagull is a bird or the mongoose is a mammal.,14.13029746360495,4.69019422997809,-9.44010323362686,5.197761835119188,22.028737434897668,16.83097559977848,train,train
element_symb,"element_symb::[""Molybdenum"",""Radon""]",Radon has the symbol Np.,Molybdenum has the symbol Mo.,AB,FT,0,1,7793,3815,Radon has the symbol Np and Molybdenum has the symbol Mo.,Radon has the symbol Np or Molybdenum has the symbol Mo.,1.5850499644004443,0.4878358226027561,-1.0972141417976882,-8.306767645841797,9.928309236256569,18.235076882098365,test,test
element_symb,"element_symb::[""Mercury"",""Tantalum""]",Tantalum has the symbol Ta.,Mercury has the symbol Sb.,AB,TF,1,0,3993,3816,Tantalum has the symbol Ta and Mercury has the symbol Sb.,Tantalum has the symbol Ta or Mercury has the symbol Sb.,-6.583810711793793,-3.015060059591738,3.5687506522020556,-10.227555915737183,9.045510824769478,19.27306674050666,train,train
element_symb,"element_symb::[""Promethium"",""Tantalum""]",Promethium has the symbol Pm.,Tantalum has the symbol Ta.,BA,TT,1,1,4771,3821,Tantalum has the symbol Ta and Promethium has the symbol Pm.,Tantalum has the symbol Ta or Promethium has the symbol Pm.,7.133252252596661,2.482676258249432,-4.6505759943472285,4.209659521650218,19.881540778635905,15.671881256985687,train,train
inventors,"inventors::[""Hans von Ohain"",""John Kay""]",John Kay lived in Norway.,Hans von Ohain lived in Germany.,BA,FT,0,1,3824,7906,Hans von Ohain lived in Germany and John Kay lived in Norway.,Hans von Ohain lived in Germany or John Kay lived in Norway.,8.88023635444334,9.06146116780978,0.1812248133664393,-7.376765213876625,9.311148317366095,16.68791353124272,test,test
sp_en_trans,"sp_en_trans::[""negro"",""nombre""]",The Spanish word 'negro' means 'black'.,The Spanish word 'nombre' means 'water'.,AB,TF,1,0,3825,6844,The Spanish word 'negro' means 'black' and the Spanish word 'nombre' means 'water'.,The Spanish word 'negro' means 'black' or the Spanish word 'nombre' means 'water'.,-0.2339970761563208,-1.597647025550705,-1.363649949394384,-14.965023342798977,5.2671547301653225,20.2321780729643,train,train
animal_class,"animal_class::[""llama"",""slug""]",The slug is a mollusk.,The llama is a mammal.,BA,TT,1,1,3826,6827,The llama is a mammal and the slug is a mollusk.,The llama is a mammal or the slug is a mollusk.,12.284320287322704,8.039399861792148,-4.244920425530555,4.813490888249794,30.946826390520744,26.13333550227095,train,train
cities,"cities::[""Aguascalientes"",""Durban""]",The city of Durban is in the Dominican Republic.,The city of Aguascalientes is in Mexico.,AB,FT,0,1,3828,7431,The city of Durban is in the Dominican Republic and the city of Aguascalientes is in Mexico.,The city of Durban is in the Dominican Republic or the city of Aguascalientes is in Mexico.,3.385016053544171,-1.3328935365767602,-4.717909590120931,-21.300368666027705,6.974118900606738,28.27448756663444,train,train
animal_class,"animal_class::[""hamster"",""peacock""]",The hamster is a bird.,The peacock is a bird.,BA,FT,0,1,3973,3832,The peacock is a bird and the hamster is a bird.,The peacock is a bird or the hamster is a bird.,1.7880440627168346,2.9441103359940612,1.1560662732772269,-15.399828250158327,3.5451748686463733,18.9450031188047,train,train
sp_en_trans,"sp_en_trans::[""morir"",""mujer""]",The Spanish word 'mujer' means 'woman'.,The Spanish word 'morir' means 'to die'.,AB,TT,1,1,3833,4675,The Spanish word 'mujer' means 'woman' and the Spanish word 'morir' means 'to die'.,The Spanish word 'mujer' means 'woman' or the Spanish word 'morir' means 'to die'.,6.797846797629885,4.707127578330958,-2.0907192192989266,14.774235240864902,25.662695004014058,10.888459763149156,test,test
animal_class,"animal_class::[""hedgehog"",""mongoose""]",The mongoose is a reptile.,The hedgehog is a mammal.,BA,FT,0,1,3839,5060,The hedgehog is a mammal and the mongoose is a reptile.,The hedgehog is a mammal or the mongoose is a reptile.,3.807110398791539,4.149620756896633,0.3425103581050939,-9.793138534936228,7.300391903722262,17.09353043865849,test,test
cities,"cities::[""Hannover"",""Ho Chi Minh City""]",The city of Ho Chi Minh City is in Ghana.,The city of Hannover is in Germany.,AB,FT,0,1,3840,7789,The city of Ho Chi Minh City is in Ghana and the city of Hannover is in Germany.,The city of Ho Chi Minh City is in Ghana or the city of Hannover is in Germany.,4.069921414438238,1.449613417145894,-2.620307997292344,-16.801613305216346,18.76821701091909,35.56983031613544,train,train
sp_en_trans,"sp_en_trans::[""madre"",""mapa""]",The Spanish word 'madre' means 'neighbor'.,The Spanish word 'mapa' means 'to swim'.,AB,FF,0,0,3841,4641,The Spanish word 'madre' means 'neighbor' and the Spanish word 'mapa' means 'to swim'.,The Spanish word 'madre' means 'neighbor' or the Spanish word 'mapa' means 'to swim'.,-1.899935346558344,-4.978745055630224,-3.07880970907188,-22.84697000346114,-7.85325221366602,14.99371778979512,train,train
cities,"cities::[""Ciudad Nezahualcoyotl"",""Kisangani""]",The city of Ciudad Nezahualcoyotl is in Mongolia.,The city of Kisangani is in the Democratic Republic of the Congo.,AB,FT,0,1,3842,4532,The city of Ciudad Nezahualcoyotl is in Mongolia and the city of Kisangani is in the Democratic Republic of the Congo.,The city of Ciudad Nezahualcoyotl is in Mongolia or the city of Kisangani is in the Democratic Republic of the Congo.,2.07872981350659,1.8448596246976496,-0.2338701888089405,-22.64334582756908,6.076923552307229,28.72026937987631,train,train
animal_class,"animal_class::[""leopard"",""tuna""]",The tuna is a fish.,The leopard is a cnidarian.,BA,TF,1,0,6719,3844,The leopard is a cnidarian and the tuna is a fish.,The leopard is a cnidarian or the tuna is a fish.,8.316884051955881,3.130236810816622,-5.1866472411392595,-13.386359659565203,13.420199574133525,26.806559233698728,train,train
element_symb,"element_symb::[""Iron"",""Tantalum""]",Iron has the symbol Os.,Tantalum has the symbol La.,BA,FF,0,0,5835,3845,Tantalum has the symbol La and Iron has the symbol Os.,Tantalum has the symbol La or Iron has the symbol Os.,-4.698783548496943,-5.604865216067642,-0.9060816675706996,-24.56297093460599,-4.939471475722876,19.623499458883114,train,train
element_symb,"element_symb::[""Astatine"",""Copper""]",Copper has the symbol La.,Astatine has the symbol Ca.,BA,FF,0,0,7124,3847,Astatine has the symbol Ca and Copper has the symbol La.,Astatine has the symbol Ca or Copper has the symbol La.,-8.322254845908974,-8.70571124015279,-0.3834563942438151,-22.928941128278712,-10.179105815639385,12.749835312639327,train,train
element_symb,"element_symb::[""Copper"",""Promethium""]",Promethium has the symbol Bi.,Copper has the symbol Cu.,AB,FT,0,1,5582,3850,Promethium has the symbol Bi and Copper has the symbol Cu.,Promethium has the symbol Bi or Copper has the symbol Cu.,-1.222419698283101,0.6272285688166246,1.8496482670997256,-9.753154805555,12.667454846677634,22.420609652232635,train,train
