topic,entity_pair_id,conjunctA,conjunctB,labelA,labelB,cell,connective,ordering,global_truth,score_A,score_B,score_compound
inventors,"inventors::[""Robert Chesebrough"",""Vint Cerf""]",Robert Chesebrough lived in Croatia.,Vint Cerf lived in the U.S.,0,1,FT,and,BA,0,-16.820910385550597,4.463569437387255,4.9566394361719315
sp_en_trans,"sp_en_trans::[""reloj"",""suficiente""]",The Spanish word 'reloj' means 'clock'.,The Spanish word 'suficiente' means 'tool'.,1,0,TF,and,BA,0,8.847160565714448,-12.53927699586964,1.4463955325819065
element_symb,"element_symb::[""Astatine"",""Copper""]",Copper has the symbol Cu.,Astatine has the symbol Ca.,1,0,TF,or,AB,1,8.986100737332958,-16.36817389633361,-6.476917340382046
animal_class,"animal_class::[""goat"",""parrot""]",The parrot is a arachnid.,The goat is a reptile.,0,0,FF,or,AB,0,-8.276444663643039,-8.780468308441064,4.9516945388633715
inventors,"inventors::[""Arthur Pitney"",""James Starley""]",Arthur Pitney lived in the U.S.,James Starley lived in the U.K.,1,1,TT,and,AB,1,3.8050980632732987,10.936860457550795,10.105833936167198
animal_class,"animal_class::[""chicken"",""vulture""]",The vulture is a bird.,The chicken is a mammal.,1,0,TF,and,BA,0,9.24976342085175,-11.15412986419353,0.33732745073979054
sp_en_trans,"sp_en_trans::[""hueso"",""morir""]",The Spanish word 'hueso' means 'bone'.,The Spanish word 'morir' means 'problem'.,1,0,TF,or,BA,1,6.1059872230359185,-13.979471984777598,-2.955836008064166
animal_class,"animal_class::[""gorilla"",""panda""]",The gorilla is a mammal.,The panda is a mammal.,1,1,TT,or,BA,1,14.889767650096179,11.40734644761501,3.885758734512371
element_symb,"element_symb::[""Phosphorus"",""Vanadium""]",Phosphorus has the symbol P.,Vanadium has the symbol Ta.,1,0,TF,and,AB,0,8.546951357810526,-9.138652916063291,-4.352333481155533
element_symb,"element_symb::[""Cerium"",""Thallium""]",Cerium has the symbol Ce.,Thallium has the symbol Tl.,1,1,TT,or,BA,1,9.750654864920756,7.554702429313391,1.1978731411136332
cities,"cities::[""Khulna"",""Osaka""]",The city of Osaka is in Tajikistan.,The city of Khulna is in Bangladesh.,0,1,FT,or,BA,1,-12.734008384417793,9.44592239406958,2.8279881645005656
animal_class,"animal_class::[""parrot"",""tiger""]",The tiger is a mammal.,The parrot is a arachnid.,1,0,TF,or,AB,1,12.074780840064697,-8.276444663643039,3.6559980108038674
animal_class,"animal_class::[""goat"",""whale""]",The goat is a mammal.,The whale is a mammal.,1,1,TT,and,BA,1,10.610033676700986,13.035538994671242,13.711185505491471
sp_en_trans,"sp_en_trans::[""desarrollar"",""escuela""]",The Spanish word 'desarrollar' means 'to develop'.,The Spanish word 'escuela' means 'school'.,1,1,TT,and,AB,1,9.645511263879222,10.499314401589753,7.982036641790157
cities,"cities::[""Najran"",""Santiago de Queretaro""]",The city of Najran is in the United Arab Emirates.,The city of Santiago de Queretaro is in Somalia.,0,0,FF,or,AB,0,-2.1009911499997447,-8.727235407275758,-0.48014825447174125
inventors,"inventors::[""Ferdinand Carré"",""R. Buckminster Fuller""]",R. Buckminster Fuller lived in Japan.,Ferdinand Carré lived in Germany/the U.S.,0,0,FF,or,AB,0,-12.458748606211225,-6.0239746177715805,-0.22628187835041658
animal_class,"animal_class::[""axolotl"",""chimpanzee""]",The axolotl is a fish.,The chimpanzee is a insect.,0,0,FF,or,AB,0,-9.149868812763545,-9.522602607833113,0.16104738785642958
animal_class,"animal_class::[""hedgehog"",""mongoose""]",The mongoose is a mammal.,The hedgehog is a mammal.,1,1,TT,and,BA,1,16.988083244750488,11.121685130367759,13.887803494690107
cities,"cities::[""Dortmund"",""Ryazan'""]",The city of Dortmund is in Saudi Arabia.,The city of Ryazan' is in India.,0,0,FF,or,BA,0,-13.092553729640803,-10.876511157780596,4.59388654657056
inventors,"inventors::[""Hans von Ohain"",""Reginald Fessenden""]",Reginald Fessenden lived in Sweden.,Hans von Ohain lived in Germany.,0,1,FT,or,BA,1,-10.90702987642049,15.295398824261708,5.611816572670951
inventors,"inventors::[""Charles Francis Richter"",""James Murray Spangler""]",James Murray Spangler lived in the U.S.,Charles Francis Richter lived in India.,1,0,TF,and,AB,0,8.703152708350402,-12.58175466948803,1.919651716014469
cities,"cities::[""Leon de los Aldama"",""Nanning""]",The city of Leon de los Aldama is in the Republic of the Congo.,The city of Nanning is in China.,0,1,FT,or,BA,1,-5.833006162945514,8.446701703580702,5.216715769544521
element_symb,"element_symb::[""Sodium"",""Thulium""]",Sodium has the symbol N.,Thulium has the symbol Mg.,0,0,FF,and,BA,0,-18.6309717892132,-16.905697713216995,-7.140777766396276
sp_en_trans,"sp_en_trans::[""brazo"",""jirafa""]",The Spanish word 'jirafa' means 'giraffe'.,The Spanish word 'brazo' means 'winter'.,1,0,TF,or,BA,1,5.439378616669284,-14.988734587516097,-1.7366157899364083
element_symb,"element_symb::[""Carbon"",""Erbium""]",Carbon has the symbol C.,Erbium has the symbol Er.,1,1,TT,or,BA,1,7.71550860841692,8.958420663280902,6.835130374232168
inventors,"inventors::[""Ferdinand Carré"",""R. Buckminster Fuller""]",R. Buckminster Fuller lived in Japan.,Ferdinand Carré lived in France.,0,1,FT,or,BA,1,-12.458748606211225,11.786052831922246,4.377043085650366
animal_class,"animal_class::[""gorilla"",""jellyfish""]",The jellyfish is a cnidarian.,The gorilla is a reptile.,1,0,TF,or,AB,1,9.033178734824066,-10.39558199202684,1.948583108782623
inventors,"inventors::[""John Walker"",""Thomas Tompion""]",John Walker lived in India.,Thomas Tompion lived in the U.K.,0,1,FT,and,BA,0,-2.1015124909062006,7.196507698502595,4.673527163679957
cities,"cities::[""Nanchang"",""Santiago de los Caballeros""]",The city of Santiago de los Caballeros is in the Dominican Republic.,The city of Nanchang is in Burundi.,1,0,TF,or,AB,1,10.342204063009685,-6.664403183052565,3.7562277810705336
inventors,"inventors::[""Henry Ford"",""John Ericsson""]",Henry Ford lived in Hungary.,John Ericsson lived in Norway.,0,0,FF,and,BA,0,-11.668991883566315,-5.035073159033518,-2.8547085658455646
animal_class,"animal_class::[""aardvark"",""hyena""]",The aardvark is a insect.,The hyena is a cnidarian.,0,0,FF,and,BA,0,-12.669496152858654,-14.302585952535617,4.317373158324843
animal_class,"animal_class::[""camel"",""parrot""]",The parrot is a arachnid.,The camel is a mammal.,0,1,FT,or,BA,1,-8.276444663643039,11.362429296063494,1.8430474257094014
inventors,"inventors::[""Benjamin Holt"",""Willis Carrier""]",Benjamin Holt lived in Poland/Germany.,Willis Carrier lived in Switzerland.,0,0,FF,or,BA,0,-9.433847976159692,-14.049665163706115,-2.947646353284677
sp_en_trans,"sp_en_trans::[""construir"",""jugar""]",The Spanish word 'jugar' means 'to play'.,The Spanish word 'construir' means 'to build'.,1,1,TT,or,BA,1,11.516862326865265,11.695047771917723,6.268255754998566
element_symb,"element_symb::[""Neon"",""Xenon""]",Xenon has the symbol Hf.,Neon has the symbol B.,0,0,FF,and,BA,0,-4.461189165824321,-12.810061021382156,-10.15305177505015
sp_en_trans,"sp_en_trans::[""ejemplo"",""gato""]",The Spanish word 'gato' means 'cat'.,The Spanish word 'ejemplo' means 'to see'.,1,0,TF,or,AB,1,8.562599164414829,-13.196705925861709,-6.046565028047107
cities,"cities::[""Gaziantep"",""Madurai""]",The city of Gaziantep is in Turkey.,The city of Madurai is in India.,1,1,TT,and,AB,1,11.459774181206281,11.81518719083908,14.34896768166901
cities,"cities::[""Oklahoma City"",""Shizuoka""]",The city of Oklahoma City is in Thailand.,The city of Shizuoka is in Japan.,0,1,FT,or,AB,1,-12.064169896757386,11.422388674854647,1.2154374279029936
animal_class,"animal_class::[""otter"",""rabbit""]",The rabbit is a bird.,The otter is a arachnid.,0,0,FF,and,AB,0,-10.65449085113051,-11.778654169389055,-1.5772758052160345
element_symb,"element_symb::[""Cerium"",""Thallium""]",Cerium has the symbol I.,Thallium has the symbol Fe.,0,0,FF,and,BA,0,-12.323442497293813,-14.754343205546762,-7.978747975148904
animal_class,"animal_class::[""cow"",""goldfish""]",The goldfish is a mollusk.,The cow is a bird.,0,0,FF,or,AB,0,-14.336839567659412,-12.965509241498028,0.09212620066237598
sp_en_trans,"sp_en_trans::[""higo"",""roca""]",The Spanish word 'higo' means 'nothing'.,The Spanish word 'roca' means 'present'.,0,0,FF,or,BA,0,-15.18139533680946,-3.9069776602426582,-3.7707083470000473
cities,"cities::[""Oklahoma City"",""Shizuoka""]",The city of Oklahoma City is in Thailand.,The city of Shizuoka is in the Democratic Republic of the Congo.,0,0,FF,or,BA,0,-12.064169896757386,-11.822849240115469,3.1186749578033055
element_symb,"element_symb::[""Cobalt"",""Fluorine""]",Fluorine has the symbol Pt.,Cobalt has the symbol H.,0,0,FF,and,AB,0,-13.920805090721105,-17.21321053881237,-10.552261362975651
inventors,"inventors::[""George Devol"",""Guglielmo Marconi""]",George Devol lived in Hungary.,Guglielmo Marconi lived in Japan.,0,0,FF,and,BA,0,-8.424496710330581,-10.049308148870745,7.3123013581272795
inventors,"inventors::[""Ami Argand"",""Leonardo da Vinci""]",Ami Argand lived in China.,Leonardo da Vinci lived in Italy.,0,1,FT,and,BA,0,-2.4007388682641864,15.227202013658161,7.062178569681851
animal_class,"animal_class::[""axolotl"",""whale""]",The whale is a amphibian.,The axolotl is a fish.,0,0,FF,or,AB,0,-11.940645222756418,-9.149868812763545,-0.6137474893264567
element_symb,"element_symb::[""Bromine"",""Potassium""]",Potassium has the symbol C.,Bromine has the symbol N.,0,0,FF,or,AB,0,-16.553989050785233,-17.175892278632382,-6.355132078874361
cities,"cities::[""Gaziantep"",""Quito""]",The city of Gaziantep is in Turkey.,The city of Quito is in France.,1,0,TF,or,BA,1,11.459774181206281,-11.838872582540512,2.7004074065206636
element_symb,"element_symb::[""Cesium"",""Thulium""]",Thulium has the symbol Mg.,Cesium has the symbol Ce.,0,0,FF,or,AB,0,-16.905697713216995,3.160082358760641,-10.167342743046573
sp_en_trans,"sp_en_trans::[""higo"",""ola""]",The Spanish word 'ola' means 'class'.,The Spanish word 'higo' means 'fig'.,0,1,FT,or,AB,1,-9.730229751192448,9.067420754667184,-0.4922454794127056
sp_en_trans,"sp_en_trans::[""fuego"",""plata""]",The Spanish word 'fuego' means 'fire'.,The Spanish word 'plata' means 'silver'.,1,1,TT,or,BA,1,9.685596692999429,7.4222783670519386,4.15713703435493
element_symb,"element_symb::[""Lead"",""Lithium""]",Lithium has the symbol Li.,Lead has the symbol Er.,1,0,TF,or,AB,1,6.298692495590542,-13.17980722882122,-7.787757408701127
element_symb,"element_symb::[""Cesium"",""Thulium""]",Thulium has the symbol Tm.,Cesium has the symbol Cs.,1,1,TT,and,AB,1,5.19692864468289,8.917107221457277,5.472096851586693
inventors,"inventors::[""John Ambrose Fleming"",""Marvin Camras""]",John Ambrose Fleming lived in Finland.,Marvin Camras lived in Japan.,0,0,FF,and,BA,0,-15.296159385720154,-8.37060771734829,1.3791391023351611
inventors,"inventors::[""Gideon Sundback"",""Grace Hopper""]",Grace Hopper lived in the U.S.,Gideon Sundback lived in Sweden/the U.S.,1,1,TT,and,BA,1,5.235718142482961,4.15805029044409,11.394963490039919
animal_class,"animal_class::[""llama"",""otter""]",The llama is a mammal.,The otter is a mammal.,1,1,TT,and,BA,1,15.243750144037348,13.646156963864135,11.98000287481046
inventors,"inventors::[""Narinder Singh Kapany"",""Sir Sandford Fleming""]",Sir Sandford Fleming lived in Canada.,Narinder Singh Kapany lived in India.,1,1,TT,or,BA,1,14.88252372603177,7.582683437601446,3.046224846614515
animal_class,"animal_class::[""hippopotamus"",""lobster""]",The lobster is a arachnid.,The hippopotamus is a mammal.,0,1,FT,or,AB,1,-7.188491807295302,13.9737764322966,1.3174073233935157
sp_en_trans,"sp_en_trans::[""agua"",""negro""]",The Spanish word 'negro' means 'black'.,The Spanish word 'agua' means 'water'.,1,1,TT,and,AB,1,5.745974166203448,10.636050434148789,11.246293806838626
element_symb,"element_symb::[""Astatine"",""Palladium""]",Astatine has the symbol At.,Palladium has the symbol Pd.,1,1,TT,or,BA,1,6.029025727396412,9.901260683952188,4.615193112946374
element_symb,"element_symb::[""Gallium"",""Molybdenum""]",Gallium has the symbol Pb.,Molybdenum has the symbol Mo.,0,1,FT,and,BA,0,-12.150296783980702,9.822906036428567,-5.143407925702203
inventors,"inventors::[""Daniel Fahrenheit"",""Otis Boykin""]",Daniel Fahrenheit lived in Canada/the U.S.,Otis Boykin lived in the U.S.,0,1,FT,or,AB,1,-10.728565603174,8.679115796094441,3.63560911196243
inventors,"inventors::[""Ernest Swinton"",""Ernesto Blanco""]",Ernesto Blanco lived in India.,Ernest Swinton lived in Poland/France.,0,0,FF,or,AB,0,-5.107383951771487,-10.101238389947122,4.118836932071588
animal_class,"animal_class::[""cheetah"",""frog""]",The frog is a bird.,The cheetah is a arachnid.,0,0,FF,or,AB,0,-11.371010902500986,-10.454637559487482,3.600709147534481
cities,"cities::[""Klang"",""Paranaque City""]",The city of Paranaque City is in Italy.,The city of Klang is in Malaysia.,0,1,FT,or,BA,1,-6.878460092544477,10.145693552387533,1.959467793113232
animal_class,"animal_class::[""horse"",""hummingbird""]",The horse is a mammal.,The hummingbird is a bird.,1,1,TT,or,BA,1,9.402734058282967,8.67650955991027,4.090011942880564
inventors,"inventors::[""John von Neumann"",""Nikolay Slavyanov""]",Nikolay Slavyanov lived in Russia.,John von Neumann lived in France.,1,0,TF,and,BA,0,14.644325598568491,-9.22185803373703,7.695404858602261
animal_class,"animal_class::[""jellyfish"",""platypus""]",The jellyfish is a cnidarian.,The platypus is a arachnid.,1,0,TF,or,BA,1,9.033178734824066,-10.667718387884333,-4.276822368132187
animal_class,"animal_class::[""aardvark"",""llama""]",The llama is a mammal.,The aardvark is a mammal.,1,1,TT,or,AB,1,15.243750144037348,20.31919284984275,4.882982095195142
animal_class,"animal_class::[""chimpanzee"",""moose""]",The moose is a reptile.,The chimpanzee is a insect.,0,0,FF,and,BA,0,-9.306349592424128,-9.522602607833113,-2.9726709594857272
animal_class,"animal_class::[""cow"",""whale""]",The whale is a mammal.,The cow is a bird.,1,0,TF,and,BA,0,13.035538994671242,-12.965509241498028,0.34829156661009364
inventors,"inventors::[""John Callcott Horsley"",""William Kelly""]",William Kelly lived in the Soviet Union.,John Callcott Horsley lived in the U.K.,0,1,FT,or,AB,1,-7.83413229918858,10.127665026394556,11.93737346796554
cities,"cities::[""Guigang"",""Linfen""]",The city of Guigang is in China.,The city of Linfen is in Uzbekistan.,1,0,TF,and,BA,0,9.328956775452736,-11.83099862193811,-0.9460916953250962
sp_en_trans,"sp_en_trans::[""cabeza"",""lista""]",The Spanish word 'cabeza' means 'head'.,The Spanish word 'lista' means 'list'.,1,1,TT,or,BA,1,6.7485605045847645,8.336931751019268,2.680360484295692
element_symb,"element_symb::[""Manganese"",""Neon""]",Manganese has the symbol S.,Neon has the symbol B.,0,0,FF,and,BA,0,-10.025163297116075,-12.810061021382156,-1.301616582895905
element_symb,"element_symb::[""Bismuth"",""Oxygen""]",Bismuth has the symbol Tl.,Oxygen has the symbol O.,0,1,FT,and,AB,0,-11.413279632706223,6.0792741248741216,1.9640532848577852
animal_class,"animal_class::[""hedgehog"",""tiger""]",The hedgehog is a mammal.,The tiger is a mammal.,1,1,TT,or,AB,1,11.121685130367759,12.074780840064697,4.239651714903375
sp_en_trans,"sp_en_trans::[""lento"",""perro""]",The Spanish word 'perro' means 'class'.,The Spanish word 'lento' means 'cook'.,0,0,FF,and,BA,0,-13.234439874805775,-12.392885094049378,-1.5903015437005958
element_symb,"element_symb::[""Cobalt"",""Fluorine""]",Fluorine has the symbol F.,Cobalt has the symbol Co.,1,1,TT,or,AB,1,6.35181972382086,9.467031904668106,4.764660009803965
animal_class,"animal_class::[""hummingbird"",""peacock""]",The hummingbird is a bird.,The peacock is a bird.,1,1,TT,and,BA,1,8.67650955991027,10.1570764847536,13.688841507320983
sp_en_trans,"sp_en_trans::[""caer"",""enviar""]",The Spanish word 'enviar' means 'to send'.,The Spanish word 'caer' means 'to fall'.,1,1,TT,or,BA,1,9.713597173066088,11.690029201648688,6.518092949584286
cities,"cities::[""Algiers"",""Siping""]",The city of Algiers is in Lithuania.,The city of Siping is in the United States.,0,0,FF,or,BA,0,-11.603943733060502,-6.969439851501244,6.457870126611182
cities,"cities::[""Maceio"",""Yerevan""]",The city of Yerevan is in Armenia.,The city of Maceio is in Brazil.,1,1,TT,or,BA,1,10.032068184655229,8.869851117341268,6.024537007415895
animal_class,"animal_class::[""axolotl"",""chimpanzee""]",The axolotl is a fish.,The chimpanzee is a insect.,0,0,FF,or,BA,0,-9.149868812763545,-9.522602607833113,-1.64502138429574
sp_en_trans,"sp_en_trans::[""desarrollar"",""viejo""]",The Spanish word 'viejo' means 'to save'.,The Spanish word 'desarrollar' means 'sand'.,0,0,FF,or,AB,0,-13.245699813183736,-17.43964000310531,-4.954424663355214
element_symb,"element_symb::[""Nitrogen"",""Sulfur""]",Sulfur has the symbol O.,Nitrogen has the symbol Np.,0,0,FF,or,AB,0,-13.228906336774964,-3.800800921060942,-11.003012904088495
cities,"cities::[""Maceio"",""Yerevan""]",The city of Yerevan is in Armenia.,The city of Maceio is in Brazil.,1,1,TT,or,AB,1,10.032068184655229,8.869851117341268,6.429531331321085
element_symb,"element_symb::[""Iron"",""Tantalum""]",Iron has the symbol Os.,Tantalum has the symbol La.,0,0,FF,and,BA,0,-15.15316287697784,-10.104492127833423,-4.698783548496943
element_symb,"element_symb::[""Sodium"",""Thulium""]",Sodium has the symbol N.,Thulium has the symbol Mg.,0,0,FF,and,AB,0,-18.6309717892132,-16.905697713216995,-3.774934584195547
cities,"cities::[""Kleinzschocher"",""Xiangtan""]",The city of Xiangtan is in Somalia.,The city of Kleinzschocher is in Germany.,0,1,FT,or,AB,1,-10.289900676899917,8.351930166457143,4.134417659977887
animal_class,"animal_class::[""gorilla"",""panda""]",The gorilla is a reptile.,The panda is a bird.,0,0,FF,or,BA,0,-10.39558199202684,-8.555303763721978,0.5990159690501127
animal_class,"animal_class::[""goldfish"",""kangaroo""]",The goldfish is a fish.,The kangaroo is a mammal.,1,1,TT,or,BA,1,7.154184611427517,14.29247907446561,3.4974172460647566
cities,"cities::[""Hebi"",""Tomsk""]",The city of Tomsk is in Russia.,The city of Hebi is in Sweden.,1,0,TF,and,AB,0,12.500388171185865,-12.46876897834426,2.993098938161893
element_symb,"element_symb::[""Ytterbium"",""Zinc""]",Ytterbium has the symbol F.,Zinc has the symbol Ac.,0,0,FF,or,AB,0,-17.079454306369648,-13.10632305387558,-7.640219450211459
animal_class,"animal_class::[""hedgehog"",""tiger""]",The hedgehog is a fish.,The tiger is a amphibian.,0,0,FF,and,BA,0,-11.063886165962119,-12.278119480653162,-6.216899542892021
animal_class,"animal_class::[""dolphin"",""kangaroo""]",The dolphin is a mammal.,The kangaroo is a reptile.,1,0,TF,or,BA,1,12.573016845826123,-9.243643812570062,0.7335849399890595
sp_en_trans,"sp_en_trans::[""lugar"",""uno""]",The Spanish word 'uno' means 'mouth'.,The Spanish word 'lugar' means 'place'.,0,1,FT,and,BA,0,-9.960576271233323,10.67488748211969,2.740559035840115
animal_class,"animal_class::[""hippopotamus"",""hummingbird""]",The hummingbird is a crustacean.,The hippopotamus is a mollusk.,0,0,FF,and,BA,0,-13.155051665463654,-12.913983487337772,-0.10060015149885082
inventors,"inventors::[""Godfrey Hounsfield"",""James Hargreaves""]",Godfrey Hounsfield lived in Germany.,James Hargreaves lived in Japan.,0,0,FF,and,BA,0,-11.41321663596588,-6.335907721616506,-1.3822719061985218
element_symb,"element_symb::[""Francium"",""Rubidium""]",Francium has the symbol Se.,Rubidium has the symbol Rb.,0,1,FT,and,BA,0,-14.375853848848594,8.320598567451745,-11.120351153031992
inventors,"inventors::[""Igor Tamm"",""Willis Carrier""]",Willis Carrier lived in the U.S.,Igor Tamm lived in Russia.,1,1,TT,and,AB,1,5.769706660057528,13.31970928847032,9.758745698392019
cities,"cities::[""Najran"",""Santiago de Queretaro""]",The city of Najran is in Saudi Arabia.,The city of Santiago de Queretaro is in Somalia.,1,0,TF,or,AB,1,12.543912453518548,-8.727235407275758,0.5815955311854637
cities,"cities::[""Bhopal"",""Kisangani""]",The city of Bhopal is in India.,The city of Kisangani is in Senegal.,1,0,TF,or,AB,1,10.441161233653258,-4.867826957100926,1.0072203986763544
sp_en_trans,"sp_en_trans::[""higo"",""ola""]",The Spanish word 'ola' means 'wave'.,The Spanish word 'higo' means 'fig'.,1,1,TT,and,AB,1,10.883063302527152,9.067420754667184,9.272269056359253
cities,"cities::[""Asmara"",""Malang""]",The city of Malang is in Indonesia.,The city of Asmara is in Eritrea.,1,1,TT,and,BA,1,14.5450403780635,10.09918802586094,11.608285537087903
sp_en_trans,"sp_en_trans::[""clase"",""conectar""]",The Spanish word 'conectar' means 'to sell'.,The Spanish word 'clase' means 'twenty'.,0,0,FF,and,AB,0,-17.989688374000927,-14.879120680342526,-1.73374330913704
inventors,"inventors::[""Alec Jeffreys"",""Yvonne Brill""]",Yvonne Brill lived in Canada.,Alec Jeffreys lived in the U.K.,1,1,TT,or,BA,1,3.0646278043491453,5.908934987376189,1.6697862643938528
inventors,"inventors::[""Fridtjof Nansen"",""Mary Walton""]",Mary Walton lived in the U.S.,Fridtjof Nansen lived in Scotland/Canada/the U.S.,1,0,TF,and,AB,0,2.5944177002794575,-13.790706072154956,-2.661095067567439
animal_class,"animal_class::[""peacock"",""salmon""]",The peacock is a insect.,The salmon is a crustacean.,0,0,FF,or,BA,0,-6.447324447459222,-16.15095803353374,-0.5677684110833727
animal_class,"animal_class::[""chimpanzee"",""moose""]",The moose is a mammal.,The chimpanzee is a mammal.,1,1,TT,and,BA,1,13.244416193347224,13.857419705993575,11.79125965962053
animal_class,"animal_class::[""bison"",""pigeon""]",The bison is a mammal.,The pigeon is a bird.,1,1,TT,or,AB,1,15.35446242086047,7.870551702480418,5.6404983626051735
inventors,"inventors::[""Fridtjof Nansen"",""Mary Walton""]",Mary Walton lived in the Soviet Union.,Fridtjof Nansen lived in Norway.,0,1,FT,or,AB,1,-2.698912625692566,7.526095738785774,3.137490327281272
sp_en_trans,"sp_en_trans::[""hueso"",""mujer""]",The Spanish word 'mujer' means 'woman'.,The Spanish word 'hueso' means 'bone'.,1,1,TT,or,AB,1,11.264328659603823,6.1059872230359185,3.980749279887479
inventors,"inventors::[""Bartolomeo Cristofori"",""Joseph Glidden""]",Bartolomeo Cristofori lived in Italy.,Joseph Glidden lived in China.,1,0,TF,and,AB,0,13.645030746469764,-9.068038956130101,2.975118113381246
animal_class,"animal_class::[""panda"",""rat""]",The panda is a bird.,The rat is a mammal.,0,1,FT,or,AB,1,-8.555303763721978,12.687974859772334,-2.075058322284038
cities,"cities::[""Jiaxing"",""Marseille""]",The city of Marseille is in Romania.,The city of Jiaxing is in North Korea.,0,0,FF,or,BA,0,-11.187318520080103,-12.87499971499478,3.7282319766544507
animal_class,"animal_class::[""otter"",""penguin""]",The otter is a mammal.,The penguin is a bird.,1,1,TT,and,AB,1,13.646156963864135,10.356185574222538,8.19780399182661
element_symb,"element_symb::[""Nickel"",""Ytterbium""]",Ytterbium has the symbol F.,Nickel has the symbol Ni.,0,1,FT,or,BA,1,-17.079454306369648,8.391477849368236,-2.9144340173184613
sp_en_trans,"sp_en_trans::[""vender"",""viejo""]",The Spanish word 'viejo' means 'to save'.,The Spanish word 'vender' means 'son'.,0,0,FF,and,AB,0,-13.245699813183736,-13.063472283628288,-5.10628913750311
inventors,"inventors::[""Joseph Henry"",""Karl Benz""]",Karl Benz lived in Croatia.,Joseph Henry lived in the U.S.,0,1,FT,or,AB,1,-16.819405249264094,10.407438370408311,12.659043819894846
sp_en_trans,"sp_en_trans::[""familia"",""vender""]",The Spanish word 'vender' means 'to sell'.,The Spanish word 'familia' means 'family'.,1,1,TT,and,BA,1,12.38364564051501,9.089351554359085,10.003933550321133
inventors,"inventors::[""Ferdinand Carré"",""R. Buckminster Fuller""]",R. Buckminster Fuller lived in the U.S.,Ferdinand Carré lived in France.,1,1,TT,and,AB,1,5.740375682006834,11.786052831922246,8.460398618149217
animal_class,"animal_class::[""goat"",""narwhal""]",The goat is a mammal.,The narwhal is a mammal.,1,1,TT,or,BA,1,10.610033676700986,15.127538386138083,4.172584497211362
cities,"cities::[""Algiers"",""Siping""]",The city of Algiers is in Lithuania.,The city of Siping is in China.,0,1,FT,or,AB,1,-11.603943733060502,11.917279257667015,3.2702911311669283
animal_class,"animal_class::[""hippopotamus"",""hummingbird""]",The hummingbird is a bird.,The hippopotamus is a mammal.,1,1,TT,and,BA,1,8.67650955991027,13.9737764322966,13.189988325671047
cities,"cities::[""Karbala"",""Riga""]",The city of Karbala is in Bulgaria.,The city of Riga is in Latvia.,0,1,FT,or,AB,1,-15.26145708329697,10.22541864891754,-1.516249046852316
cities,"cities::[""Da Nang"",""Wanzhou""]",The city of Da Nang is in Syria.,The city of Wanzhou is in Jordan.,0,0,FF,or,BA,0,-12.928986430800487,-9.435242292727716,3.8976585701817203
sp_en_trans,"sp_en_trans::[""imaginar"",""tercero""]",The Spanish word 'imaginar' means 'star'.,The Spanish word 'tercero' means 'third'.,0,1,FT,or,AB,1,-13.607809640313922,5.6545656700724525,-1.1349164096854878
animal_class,"animal_class::[""hamster"",""peacock""]",The hamster is a mammal.,The peacock is a insect.,1,0,TF,or,BA,1,12.257033982003753,-6.447324447459222,3.0068199743292094
sp_en_trans,"sp_en_trans::[""fuego"",""plata""]",The Spanish word 'fuego' means 'woman'.,The Spanish word 'plata' means 'early'.,0,0,FF,and,BA,0,-13.320096059457297,-7.105695004120518,0.3137523771983233
inventors,"inventors::[""John Wesley Hyatt"",""Narinder Singh Kapany""]",John Wesley Hyatt lived in the U.S.,Narinder Singh Kapany lived in Canada/the U.S.,1,0,TF,or,AB,1,5.091553681897235,-7.421045140889696,-0.7200858127783754
cities,"cities::[""Gaziantep"",""Madurai""]",The city of Gaziantep is in Turkey.,The city of Madurai is in India.,1,1,TT,and,BA,1,11.459774181206281,11.81518719083908,11.727583209839931
sp_en_trans,"sp_en_trans::[""abrigo"",""pagar""]",The Spanish word 'abrigo' means 'to eat'.,The Spanish word 'pagar' means 'enough'.,0,0,FF,and,BA,0,-13.805597362533456,-12.767326077862558,-0.7893987251785202
element_symb,"element_symb::[""Scandium"",""Thorium""]",Scandium has the symbol Sc.,Thorium has the symbol Th.,1,1,TT,or,BA,1,9.081474521278238,6.2044363140071805,-0.8951923093260099
animal_class,"animal_class::[""chimpanzee"",""hyena""]",The hyena is a cnidarian.,The chimpanzee is a insect.,0,0,FF,and,AB,0,-14.302585952535617,-9.522602607833113,4.194615215507239
element_symb,"element_symb::[""Nickel"",""Terbium""]",Terbium has the symbol Br.,Nickel has the symbol Os.,0,0,FF,or,AB,0,-14.465547773037914,-12.411242818854861,-7.211068707085865
sp_en_trans,"sp_en_trans::[""ciudad"",""y""]",The Spanish word 'y' means 'city'.,The Spanish word 'ciudad' means 'to connect'.,0,0,FF,or,AB,0,-10.819108211276893,-9.250274900515747,-5.295040809478548
element_symb,"element_symb::[""Lead"",""Strontium""]",Lead has the symbol Pb.,Strontium has the symbol I.,1,0,TF,or,BA,1,4.641120269549071,-13.490381603775427,0.9139519887225926
inventors,"inventors::[""Joseph Marie Jacquard"",""Rudolf Kálmán""]",Joseph Marie Jacquard lived in the U.K.,Rudolf Kálmán lived in Hungary.,0,1,FT,and,BA,0,-14.55487762072074,9.113332860666102,6.342896472767787
sp_en_trans,"sp_en_trans::[""invierno"",""potencia""]",The Spanish word 'invierno' means 'winter'.,The Spanish word 'potencia' means 'shell'.,1,0,TF,and,BA,0,9.098942253831341,-6.817915890511564,4.861600833121552
