topic,entity_pair_id,conjunctA,conjunctB,ordering,cell,labelA,labelB,and_row_index,or_row_index,and_statement,or_statement,score_and,score_or,delta_OR_AND,template_diff_token_index,template_only_connective_diff
inventors,"inventors::[""Henry Ford"",""John Ericsson""]",Henry Ford lived in the U.S.,John Ericsson lived in Sweden.,AB,TT,1,1,6517,5056,Henry Ford lived in the U.S and John Ericsson lived in Sweden.,Henry Ford lived in the U.S or John Ericsson lived in Sweden.,8.180601120709245,2.8472835493412587,-5.333317571367986,6,True
inventors,"inventors::[""Edwin Link"",""Konrad Zuse""]",Konrad Zuse lived in Germany.,Edwin Link lived in the U.S.,AB,TT,1,1,7117,5058,Konrad Zuse lived in Germany and Edwin Link lived in the U.S.,Konrad Zuse lived in Germany or Edwin Link lived in the U.S.,10.33705625615527,4.685213903400537,-5.651842352754733,5,True
cities,"cities::[""Rio de Janeiro"",""Zhabei""]",The city of Rio de Janeiro is in Brazil.,The city of Zhabei is in China.,AB,TT,1,1,5210,5061,The city of Rio de Janeiro is in Brazil and the city of Zhabei is in China.,The city of Rio de Janeiro is in Brazil or the city of Zhabei is in China.,10.938344433426956,4.647141823748026,-6.29120260967893,9,True
animal_class,"animal_class::[""hippopotamus"",""lobster""]",The lobster is a arachnid.,The hippopotamus is a mammal.,AB,FT,0,1,5063,5805,The lobster is a arachnid and the hippopotamus is a mammal.,The lobster is a arachnid or the hippopotamus is a mammal.,11.867255410883978,1.3174073233935155,-10.549848087490462,5,True
cities,"cities::[""Changshu"",""Suining""]",The city of Suining is in China.,The city of Changshu is in Germany.,BA,TF,1,0,7180,5065,The city of Changshu is in Germany and the city of Suining is in China.,The city of Changshu is in Germany or the city of Suining is in China.,-0.8140993378637589,-0.2729790065348378,0.541120331328921,7,True
animal_class,"animal_class::[""camel"",""parrot""]",The parrot is a bird.,The camel is a mammal.,BA,TT,1,1,5546,5067,The camel is a mammal and the parrot is a bird.,The camel is a mammal or the parrot is a bird.,11.566193545923444,5.007905751460457,-6.558287794462987,5,True
element_symb,"element_symb::[""Cerium"",""Thallium""]",Cerium has the symbol I.,Thallium has the symbol Tl.,BA,FT,0,1,5068,6638,Thallium has the symbol Tl and Cerium has the symbol I.,Thallium has the symbol Tl or Cerium has the symbol I.,-7.574749234346632,-11.553185787370056,-3.9784365530234247,5,True
sp_en_trans,"sp_en_trans::[""delgado"",""hijo""]",The Spanish word 'delgado' means 'history'.,The Spanish word 'hijo' means 'son'.,BA,FT,0,1,5069,5085,The Spanish word 'hijo' means 'son' and the Spanish word 'delgado' means 'history'.,The Spanish word 'hijo' means 'son' or the Spanish word 'delgado' means 'history'.,-2.8017418970013086,-3.302906921253056,-0.5011650242517476,6,True
animal_class,"animal_class::[""alpaca"",""eagle""]",The alpaca is a amphibian.,The eagle is a bird.,BA,FT,0,1,5072,7544,The eagle is a bird and the alpaca is a amphibian.,The eagle is a bird or the alpaca is a amphibian.,6.118333028117524,3.9744521627263687,-2.1438808653911554,5,True
animal_class,"animal_class::[""chimpanzee"",""goat""]",The goat is a reptile.,The chimpanzee is a mammal.,BA,FT,0,1,5076,5112,The chimpanzee is a mammal and the goat is a reptile.,The chimpanzee is a mammal or the goat is a reptile.,3.3899446975344585,4.62365329118634,1.2337085936518815,5,True
element_symb,"element_symb::[""Manganese"",""Zinc""]",Manganese has the symbol S.,Zinc has the symbol Zn.,AB,FT,0,1,6126,5078,Manganese has the symbol S and Zinc has the symbol Zn.,Manganese has the symbol S or Zinc has the symbol Zn.,0.9876311314427024,-0.2793788332786242,-1.2670099647213267,5,True
element_symb,"element_symb::[""Copper"",""Dysprosium""]",Dysprosium has the symbol I.,Copper has the symbol La.,BA,FF,0,0,5081,5095,Copper has the symbol La and Dysprosium has the symbol I.,Copper has the symbol La or Dysprosium has the symbol I.,-5.640708309843951,-8.859086360553158,-3.218378050709207,5,True
animal_class,"animal_class::[""raccoon"",""tuna""]",The raccoon is a bird.,The tuna is a fish.,BA,FT,0,1,5369,5083,The tuna is a fish and the raccoon is a bird.,The tuna is a fish or the raccoon is a bird.,0.9980530842469388,1.972970309884124,0.9749172256371852,5,True
inventors,"inventors::[""Joseph Marie Jacquard"",""Rudolf Kálmán""]",Joseph Marie Jacquard lived in France.,Rudolf Kálmán lived in Hungary.,AB,TT,1,1,7255,5084,Joseph Marie Jacquard lived in France and Rudolf Kálmán lived in Hungary.,Joseph Marie Jacquard lived in France or Rudolf Kálmán lived in Hungary.,12.530277401533487,7.259327811468373,-5.270949590065114,6,True
animal_class,"animal_class::[""goat"",""salmon""]",The salmon is a crustacean.,The goat is a reptile.,BA,FF,0,0,5086,7303,The goat is a reptile and the salmon is a crustacean.,The goat is a reptile or the salmon is a crustacean.,0.0528867805402928,4.151265391742009,4.098378611201716,5,True
cities,"cities::[""Bandar Lampung"",""Johannesburg""]",The city of Bandar Lampung is in Indonesia.,The city of Johannesburg is in India.,AB,TF,1,0,5087,6100,The city of Bandar Lampung is in Indonesia and the city of Johannesburg is in India.,The city of Bandar Lampung is in Indonesia or the city of Johannesburg is in India.,0.7437077823801754,0.6887001221684983,-0.055007660211677134,8,True
cities,"cities::[""Curitiba"",""Huainan""]",The city of Huainan is in Cameroon.,The city of Curitiba is in Brazil.,AB,FT,0,1,5089,5314,The city of Huainan is in Cameroon and the city of Curitiba is in Brazil.,The city of Huainan is in Cameroon or the city of Curitiba is in Brazil.,4.971711408304732,0.364952612936726,-4.606758795368006,7,True
sp_en_trans,"sp_en_trans::[""abrigo"",""ejemplo""]",The Spanish word 'ejemplo' means 'example'.,The Spanish word 'abrigo' means 'to eat'.,AB,TF,1,0,6897,5090,The Spanish word 'ejemplo' means 'example' and the Spanish word 'abrigo' means 'to eat'.,The Spanish word 'ejemplo' means 'example' or the Spanish word 'abrigo' means 'to eat'.,-4.013199322812341,-5.4364495715896854,-1.4232502487773449,6,True
animal_class,"animal_class::[""raccoon"",""seagull""]",The raccoon is a bird.,The seagull is a reptile.,BA,FF,0,0,5092,6784,The seagull is a reptile and the raccoon is a bird.,The seagull is a reptile or the raccoon is a bird.,0.2378596862427286,3.0455708326296236,2.807711146386895,5,True
inventors,"inventors::[""John Atanasoff"",""Nils Bohlin""]",John Atanasoff lived in Croatia.,Nils Bohlin lived in Sweden.,BA,FT,0,1,5100,5130,Nils Bohlin lived in Sweden and John Atanasoff lived in Croatia.,Nils Bohlin lived in Sweden or John Atanasoff lived in Croatia.,6.474823318233603,5.4675753097411075,-1.0072480084924953,5,True
inventors,"inventors::[""Robert Chesebrough"",""Vint Cerf""]",Robert Chesebrough lived in the U.S.,Vint Cerf lived in Sweden.,BA,TF,1,0,5103,6716,Vint Cerf lived in Sweden and Robert Chesebrough lived in the U.S.,Vint Cerf lived in Sweden or Robert Chesebrough lived in the U.S.,9.852811719988871,5.878238874297592,-3.974572845691279,5,True
element_symb,"element_symb::[""Astatine"",""Palladium""]",Astatine has the symbol Ca.,Palladium has the symbol Pd.,BA,FT,0,1,5105,7164,Palladium has the symbol Pd and Astatine has the symbol Ca.,Palladium has the symbol Pd or Astatine has the symbol Ca.,-3.49801216181943,-6.565156305424194,-3.0671441436047644,5,True
inventors,"inventors::[""Candace Pert"",""Clarence Birdseye""]",Clarence Birdseye lived in Croatia.,Candace Pert lived in the U.S.,BA,FT,0,1,5113,7938,Candace Pert lived in the U.S and Clarence Birdseye lived in Croatia.,Candace Pert lived in the U.S or Clarence Birdseye lived in Croatia.,3.7296480501761327,-1.938526682372908,-5.668174732549041,6,True
cities,"cities::[""Diyarbakir"",""Seoul""]",The city of Seoul is in South Korea.,The city of Diyarbakir is in Turkey.,AB,TT,1,1,5432,5118,The city of Seoul is in South Korea and the city of Diyarbakir is in Turkey.,The city of Seoul is in South Korea or the city of Diyarbakir is in Turkey.,11.642808628059058,5.072857154527169,-6.569951473531889,8,True
animal_class,"animal_class::[""otter"",""penguin""]",The otter is a mammal.,The penguin is a bird.,BA,TT,1,1,5978,5119,The penguin is a bird and the otter is a mammal.,The penguin is a bird or the otter is a mammal.,11.236811265088525,4.064970063469261,-7.171841201619264,5,True
cities,"cities::[""Oklahoma City"",""Shizuoka""]",The city of Oklahoma City is in the United States.,The city of Shizuoka is in the Democratic Republic of the Congo.,BA,TF,1,0,5122,7692,The city of Shizuoka is in the Democratic Republic of the Congo and the city of Oklahoma City is in the United States.,The city of Shizuoka is in the Democratic Republic of the Congo or the city of Oklahoma City is in the United States.,-2.6163833711230247,-0.2536442166667587,2.362739154456266,12,True
element_symb,"element_symb::[""Francium"",""Rubidium""]",Francium has the symbol Se.,Rubidium has the symbol K.,BA,FF,0,0,6153,5123,Rubidium has the symbol K and Francium has the symbol Se.,Rubidium has the symbol K or Francium has the symbol Se.,-11.492966488658585,-11.472193968064664,0.020772520593920873,5,True
animal_class,"animal_class::[""hummingbird"",""moose""]",The moose is a reptile.,The hummingbird is a crustacean.,BA,FF,0,0,5423,5129,The hummingbird is a crustacean and the moose is a reptile.,The hummingbird is a crustacean or the moose is a reptile.,2.278906345879684,1.8940126349441568,-0.38489371093552727,5,True
cities,"cities::[""Gaziantep"",""Madurai""]",The city of Gaziantep is in Turkey.,The city of Madurai is in India.,BA,TT,1,1,5879,5132,The city of Madurai is in India and the city of Gaziantep is in Turkey.,The city of Madurai is in India or the city of Gaziantep is in Turkey.,11.727583209839931,1.8027224600620275,-9.924860749777904,7,True
sp_en_trans,"sp_en_trans::[""oferta"",""veinte""]",The Spanish word 'veinte' means 'shell'.,The Spanish word 'oferta' means 'offer'.,BA,FT,0,1,5133,6793,The Spanish word 'oferta' means 'offer' and the Spanish word 'veinte' means 'shell'.,The Spanish word 'oferta' means 'offer' or the Spanish word 'veinte' means 'shell'.,-0.5994864083226137,-5.165426611592574,-4.56594020326996,6,True
inventors,"inventors::[""Candace Pert"",""John Atanasoff""]",Candace Pert lived in Germany.,John Atanasoff lived in Croatia.,AB,FF,0,0,5134,7148,Candace Pert lived in Germany and John Atanasoff lived in Croatia.,Candace Pert lived in Germany or John Atanasoff lived in Croatia.,1.0823475155890794,4.140962357103154,3.058614841514075,5,True
sp_en_trans,"sp_en_trans::[""mezclar"",""viento""]",The Spanish word 'viento' means 'industry'.,The Spanish word 'mezclar' means 'ice'.,AB,FF,0,0,5150,5137,The Spanish word 'viento' means 'industry' and the Spanish word 'mezclar' means 'ice'.,The Spanish word 'viento' means 'industry' or the Spanish word 'mezclar' means 'ice'.,0.6786011164756802,-5.916954668745731,-6.5955557852214115,6,True
inventors,"inventors::[""Elisha Gray"",""Georges Claude""]",Elisha Gray lived in the U.S.,Georges Claude lived in France.,BA,TT,1,1,5146,7952,Georges Claude lived in France and Elisha Gray lived in the U.S.,Georges Claude lived in France or Elisha Gray lived in the U.S.,9.111649686533964,6.5027025716006115,-2.6089471149333523,5,True
animal_class,"animal_class::[""deer"",""raccoon""]",The raccoon is a mammal.,The deer is a reptile.,AB,TF,1,0,5148,6280,The raccoon is a mammal and the deer is a reptile.,The raccoon is a mammal or the deer is a reptile.,1.1478255810354732,3.4895254887546656,2.3416999077191925,5,True
cities,"cities::[""Bandar Lampung"",""Johannesburg""]",The city of Bandar Lampung is in Lithuania.,The city of Johannesburg is in South Africa.,BA,FT,0,1,7230,5151,The city of Johannesburg is in South Africa and the city of Bandar Lampung is in Lithuania.,The city of Johannesburg is in South Africa or the city of Bandar Lampung is in Lithuania.,2.8237623418709443,-0.4762056710343536,-3.299968012905298,8,True
cities,"cities::[""Mianzhu, Deyang, Sichuan"",""Zibo""]","The city of Mianzhu, Deyang, Sichuan is in China.",The city of Zibo is in Turkmenistan.,AB,TF,1,0,5156,5724,"The city of Mianzhu, Deyang, Sichuan is in China and the city of Zibo is in Turkmenistan.","The city of Mianzhu, Deyang, Sichuan is in China or the city of Zibo is in Turkmenistan.",6.012611999915534,5.884300318748183,-0.12831168116735103,9,True
cities,"cities::[""Krasnoyarsk"",""Rohini""]",The city of Rohini is in India.,The city of Krasnoyarsk is in Kyrgyzstan.,AB,TF,1,0,5718,5157,The city of Rohini is in India and the city of Krasnoyarsk is in Kyrgyzstan.,The city of Rohini is in India or the city of Krasnoyarsk is in Kyrgyzstan.,1.8173146839087595,8.684451538398195,6.867136854489435,7,True
inventors,"inventors::[""Emile Berliner"",""Thomas Tompion""]",Emile Berliner lived in Japan.,Thomas Tompion lived in the U.K.,BA,FT,0,1,5158,6084,Thomas Tompion lived in the U.K and Emile Berliner lived in Japan.,Thomas Tompion lived in the U.K or Emile Berliner lived in Japan.,3.0303920088854106,1.6081456212082266,-1.422246387677184,6,True
animal_class,"animal_class::[""goldfish"",""kangaroo""]",The goldfish is a mollusk.,The kangaroo is a reptile.,AB,FF,0,0,5907,5159,The goldfish is a mollusk and the kangaroo is a reptile.,The goldfish is a mollusk or the kangaroo is a reptile.,-1.208825787942164,0.5761589222930432,1.7849847102352072,5,True
element_symb,"element_symb::[""Copper"",""Promethium""]",Promethium has the symbol Bi.,Copper has the symbol Cu.,BA,FT,0,1,5160,7797,Copper has the symbol Cu and Promethium has the symbol Bi.,Copper has the symbol Cu or Promethium has the symbol Bi.,-3.122043237014525,-4.051117956158899,-0.9290747191443742,5,True
sp_en_trans,"sp_en_trans::[""bueno"",""historia""]",The Spanish word 'historia' means 'history'.,The Spanish word 'bueno' means 'modern'.,BA,TF,1,0,6892,5161,The Spanish word 'bueno' means 'modern' and the Spanish word 'historia' means 'history'.,The Spanish word 'bueno' means 'modern' or the Spanish word 'historia' means 'history'.,-0.5872858884843328,1.1801670013287069,1.7674528898130397,6,True
inventors,"inventors::[""Fridtjof Nansen"",""Ruth Benerito""]",Ruth Benerito lived in Italy.,Fridtjof Nansen lived in Scotland/Canada/the U.S.,AB,FF,0,0,5165,6629,Ruth Benerito lived in Italy and Fridtjof Nansen lived in Scotland/Canada/the U.S.,Ruth Benerito lived in Italy or Fridtjof Nansen lived in Scotland/Canada/the U.S.,-0.2569608338929079,-4.0410212755512465,-3.7840604416583385,5,True
sp_en_trans,"sp_en_trans::[""problema"",""veinte""]",The Spanish word 'problema' means 'good'.,The Spanish word 'veinte' means 'shell'.,BA,FF,0,0,6645,5170,The Spanish word 'veinte' means 'shell' and the Spanish word 'problema' means 'good'.,The Spanish word 'veinte' means 'shell' or the Spanish word 'problema' means 'good'.,-2.665101054661042,-7.583656778617291,-4.918555723956249,6,True
element_symb,"element_symb::[""Iron"",""Thulium""]",Thulium has the symbol Tm.,Iron has the symbol Fe.,AB,TT,1,1,6160,5174,Thulium has the symbol Tm and Iron has the symbol Fe.,Thulium has the symbol Tm or Iron has the symbol Fe.,3.7738533683008617,3.3261009299542463,-0.4477524383466154,5,True
element_symb,"element_symb::[""Cesium"",""Thulium""]",Thulium has the symbol Mg.,Cesium has the symbol Ce.,AB,FF,0,0,5178,5796,Thulium has the symbol Mg and Cesium has the symbol Ce.,Thulium has the symbol Mg or Cesium has the symbol Ce.,-8.78300164772636,-10.167342743046571,-1.3843410953202113,5,True
inventors,"inventors::[""Sergey Brin and Larry Page"",""Willis Carrier""]",Willis Carrier lived in Switzerland.,Sergey Brin and Larry Page lived in Hungary.,AB,FF,0,0,5330,5186,Willis Carrier lived in Switzerland and Sergey Brin and Larry Page lived in Hungary.,Willis Carrier lived in Switzerland or Sergey Brin and Larry Page lived in Hungary.,-0.8281943020273719,2.404005492444723,3.232199794472095,5,True
cities,"cities::[""Chisinau"",""Krakow""]",The city of Chisinau is in Poland.,The city of Krakow is in Chile.,BA,FF,0,0,5187,6677,The city of Krakow is in Chile and the city of Chisinau is in Poland.,The city of Krakow is in Chile or the city of Chisinau is in Poland.,-2.866906862165747,0.3750460706661815,3.2419529328319285,7,True
sp_en_trans,"sp_en_trans::[""hola"",""mes""]",The Spanish word 'mes' means 'first'.,The Spanish word 'hola' means 'hello'.,AB,FT,0,1,6232,5192,The Spanish word 'mes' means 'first' and the Spanish word 'hola' means 'hello'.,The Spanish word 'mes' means 'first' or the Spanish word 'hola' means 'hello'.,1.393161186266508,4.409305489467807,3.0161443032012993,6,True
inventors,"inventors::[""Candace Pert"",""John Atanasoff""]",Candace Pert lived in Germany.,John Atanasoff lived in Croatia.,BA,FF,0,0,5201,5646,John Atanasoff lived in Croatia and Candace Pert lived in Germany.,John Atanasoff lived in Croatia or Candace Pert lived in Germany.,1.3577234808948386,-0.4899082150442755,-1.8476316959391141,5,True
animal_class,"animal_class::[""goat"",""parrot""]",The parrot is a arachnid.,The goat is a mammal.,BA,FT,0,1,6957,5203,The goat is a mammal and the parrot is a arachnid.,The goat is a mammal or the parrot is a arachnid.,4.162473575132842,3.1500232637399623,-1.0124503113928798,5,True
cities,"cities::[""Baoji"",""Zhoushan""]",The city of Zhoushan is in China.,The city of Baoji is in Germany.,BA,TF,1,0,6711,5206,The city of Baoji is in Germany and the city of Zhoushan is in China.,The city of Baoji is in Germany or the city of Zhoushan is in China.,-0.8210905874663723,-0.4797346551109012,0.3413559323554711,7,True
cities,"cities::[""Changshu"",""Nagoya""]",The city of Changshu is in Germany.,The city of Nagoya is in Japan.,BA,FT,0,1,7767,5209,The city of Nagoya is in Japan and the city of Changshu is in Germany.,The city of Nagoya is in Japan or the city of Changshu is in Germany.,1.1022856153707243,1.4545206272156117,0.35223501184488737,7,True
sp_en_trans,"sp_en_trans::[""ciudad"",""y""]",The Spanish word 'y' means 'and'.,The Spanish word 'ciudad' means 'city'.,AB,TT,1,1,5346,5211,The Spanish word 'y' means 'and' and the Spanish word 'ciudad' means 'city'.,The Spanish word 'y' means 'and' or the Spanish word 'ciudad' means 'city'.,8.772228368341487,6.535991054373051,-2.236237313968436,6,True
animal_class,"animal_class::[""hummingbird"",""peacock""]",The hummingbird is a bird.,The peacock is a bird.,BA,TT,1,1,5827,5213,The peacock is a bird and the hummingbird is a bird.,The peacock is a bird or the hummingbird is a bird.,13.688841507320983,7.0758945874307475,-6.612946919890236,5,True
cities,"cities::[""Ganzhou"",""Yaounde""]",The city of Ganzhou is in Tanzania.,The city of Yaounde is in Finland.,BA,FF,0,0,5215,6654,The city of Yaounde is in Finland and the city of Ganzhou is in Tanzania.,The city of Yaounde is in Finland or the city of Ganzhou is in Tanzania.,-3.568307766721132,1.7253126167013058,5.293620383422438,7,True
animal_class,"animal_class::[""hedgehog"",""mongoose""]",The mongoose is a reptile.,The hedgehog is a fish.,AB,FF,0,0,7500,5220,The mongoose is a reptile and the hedgehog is a fish.,The mongoose is a reptile or the hedgehog is a fish.,-5.154938431668382,-1.0610568253121926,4.09388160635619,5,True
animal_class,"animal_class::[""hippopotamus"",""hummingbird""]",The hummingbird is a crustacean.,The hippopotamus is a mammal.,BA,FT,0,1,5223,5242,The hippopotamus is a mammal and the hummingbird is a crustacean.,The hippopotamus is a mammal or the hummingbird is a crustacean.,-0.0145523623094554,5.412170684089899,5.4267230463993545,5,True
animal_class,"animal_class::[""chimpanzee"",""moose""]",The moose is a reptile.,The chimpanzee is a mammal.,AB,FT,0,1,5640,5225,The moose is a reptile and the chimpanzee is a mammal.,The moose is a reptile or the chimpanzee is a mammal.,4.074360518157224,2.563520866008476,-1.5108396521487482,5,True
animal_class,"animal_class::[""chimpanzee"",""hyena""]",The hyena is a mammal.,The chimpanzee is a insect.,AB,TF,1,0,5228,7454,The hyena is a mammal and the chimpanzee is a insect.,The hyena is a mammal or the chimpanzee is a insect.,2.26509621421849,3.5381341332798213,1.2730379190613315,5,True
element_symb,"element_symb::[""Phosphorus"",""Vanadium""]",Phosphorus has the symbol P.,Vanadium has the symbol V.,BA,TT,1,1,5235,6029,Vanadium has the symbol V and Phosphorus has the symbol P.,Vanadium has the symbol V or Phosphorus has the symbol P.,7.248949688188329,2.978138267692777,-4.270811420495552,5,True
element_symb,"element_symb::[""Aluminum"",""Zirconium""]",Zirconium has the symbol Ru.,Aluminum has the symbol C.,BA,FF,0,0,7694,5240,Aluminum has the symbol C and Zirconium has the symbol Ru.,Aluminum has the symbol C or Zirconium has the symbol Ru.,-4.796061689279211,-0.1610970647903595,4.634964624488852,5,True
element_symb,"element_symb::[""Germanium"",""Magnesium""]",Germanium has the symbol Ra.,Magnesium has the symbol Tc.,AB,FF,0,0,6456,5241,Germanium has the symbol Ra and Magnesium has the symbol Tc.,Germanium has the symbol Ra or Magnesium has the symbol Tc.,-6.385134907058861,-8.850350991946422,-2.4652160848875617,5,True
inventors,"inventors::[""Frederick G. Creed"",""Ralph Benjamin""]",Frederick G. Creed lived in the U.S.,Ralph Benjamin lived in the U.K.,AB,FT,0,1,6549,5245,Frederick G. Creed lived in the U.S and Ralph Benjamin lived in the U.K.,Frederick G. Creed lived in the U.S or Ralph Benjamin lived in the U.K.,4.398126743421303,6.345256123510872,1.947129380089569,7,True
element_symb,"element_symb::[""Germanium"",""Potassium""]",Germanium has the symbol Ge.,Potassium has the symbol C.,BA,TF,1,0,5247,5450,Potassium has the symbol C and Germanium has the symbol Ge.,Potassium has the symbol C or Germanium has the symbol Ge.,-2.050203400594185,-2.7346539003294694,-0.6844504997352843,5,True
element_symb,"element_symb::[""Astatine"",""Platinum""]",Platinum has the symbol Pt.,Astatine has the symbol Ca.,AB,TF,1,0,5253,7815,Platinum has the symbol Pt and Astatine has the symbol Ca.,Platinum has the symbol Pt or Astatine has the symbol Ca.,-4.468187154252705,-5.47068167265931,-1.0024945184066052,5,True
animal_class,"animal_class::[""horse"",""hummingbird""]",The horse is a fish.,The hummingbird is a bird.,BA,FT,0,1,5256,6772,The hummingbird is a bird and the horse is a fish.,The hummingbird is a bird or the horse is a fish.,-3.4487047376959072,-0.0596157913723889,3.3890889463235183,5,True
sp_en_trans,"sp_en_trans::[""caliente"",""conectar""]",The Spanish word 'conectar' means 'to sell'.,The Spanish word 'caliente' means 'hot'.,BA,FT,0,1,5261,6006,The Spanish word 'caliente' means 'hot' and the Spanish word 'conectar' means 'to sell'.,The Spanish word 'caliente' means 'hot' or the Spanish word 'conectar' means 'to sell'.,0.6860127070623045,-6.141775586121316,-6.8277882931836205,6,True
sp_en_trans,"sp_en_trans::[""agua"",""negro""]",The Spanish word 'negro' means 'all'.,The Spanish word 'agua' means 'stone'.,AB,FF,0,0,5373,5266,The Spanish word 'negro' means 'all' and the Spanish word 'agua' means 'stone'.,The Spanish word 'negro' means 'all' or the Spanish word 'agua' means 'stone'.,-1.5500469795784149,-1.3148415582883946,0.2352054212900203,6,True
inventors,"inventors::[""Evangelista Torricelli"",""R. Buckminster Fuller""]",R. Buckminster Fuller lived in the U.S.,Evangelista Torricelli lived in Finland.,AB,TF,1,0,5267,5736,R. Buckminster Fuller lived in the U.S and Evangelista Torricelli lived in Finland.,R. Buckminster Fuller lived in the U.S or Evangelista Torricelli lived in Finland.,4.815818264050431,0.589911326838191,-4.2259069372122395,7,True
inventors,"inventors::[""Candace Pert"",""John Atanasoff""]",Candace Pert lived in the U.S.,John Atanasoff lived in Croatia.,AB,TF,1,0,5270,5403,Candace Pert lived in the U.S and John Atanasoff lived in Croatia.,Candace Pert lived in the U.S or John Atanasoff lived in Croatia.,3.5363391351863536,3.5034858689486112,-0.03285326623774232,6,True
inventors,"inventors::[""George Cayley"",""Joseph Swan""]",George Cayley lived in the U.K.,Joseph Swan lived in Hungary/the U.S.,AB,TF,1,0,6533,5271,George Cayley lived in the U.K and Joseph Swan lived in Hungary/the U.S.,George Cayley lived in the U.K or Joseph Swan lived in Hungary/the U.S.,-2.170833726692756,-2.392388866756688,-0.22155514006393195,6,True
animal_class,"animal_class::[""elephant"",""panda""]",The panda is a bird.,The elephant is a crustacean.,BA,FF,0,0,6924,5272,The elephant is a crustacean and the panda is a bird.,The elephant is a crustacean or the panda is a bird.,-2.4862228091179173,0.4851424368330566,2.971365245950974,5,True
animal_class,"animal_class::[""gorilla"",""hamster""]",The gorilla is a reptile.,The hamster is a mammal.,BA,FT,0,1,6296,5293,The hamster is a mammal and the gorilla is a reptile.,The hamster is a mammal or the gorilla is a reptile.,0.8028566008023557,3.915474695195872,3.1126180943935164,5,True
cities,"cities::[""Najran"",""Santiago de Queretaro""]",The city of Najran is in the United Arab Emirates.,The city of Santiago de Queretaro is in Somalia.,AB,FF,0,0,5295,5761,The city of Najran is in the United Arab Emirates and the city of Santiago de Queretaro is in Somalia.,The city of Najran is in the United Arab Emirates or the city of Santiago de Queretaro is in Somalia.,4.520374587634162,-0.4801482544717412,-5.000522842105903,10,True
element_symb,"element_symb::[""Palladium"",""Uranium""]",Uranium has the symbol U.,Palladium has the symbol Ir.,AB,TF,1,0,6497,5297,Uranium has the symbol U and Palladium has the symbol Ir.,Uranium has the symbol U or Palladium has the symbol Ir.,-1.4530076764665143,-2.3987779992728537,-0.9457703228063394,5,True
element_symb,"element_symb::[""Lead"",""Tellurium""]",Tellurium has the symbol Te.,Lead has the symbol Er.,BA,TF,1,0,5299,6305,Lead has the symbol Er and Tellurium has the symbol Te.,Lead has the symbol Er or Tellurium has the symbol Te.,-2.2748512042060636,-3.273515645718149,-0.9986644415120853,5,True
element_symb,"element_symb::[""Fluorine"",""Gallium""]",Gallium has the symbol Ga.,Fluorine has the symbol Pt.,BA,TF,1,0,5306,6009,Fluorine has the symbol Pt and Gallium has the symbol Ga.,Fluorine has the symbol Pt or Gallium has the symbol Ga.,-5.07165144443732,-5.003447220088413,0.06820422434890716,5,True
inventors,"inventors::[""Elisha Gray"",""Georges Claude""]",Elisha Gray lived in the U.K.,Georges Claude lived in France.,AB,FT,0,1,7771,5310,Elisha Gray lived in the U.K and Georges Claude lived in France.,Elisha Gray lived in the U.K or Georges Claude lived in France.,6.387327870167255,2.7236257305908085,-3.663702139576446,6,True
inventors,"inventors::[""Igor Tamm"",""Whitcomb Judson""]",Whitcomb Judson lived in the U.S.,Igor Tamm lived in Denmark.,AB,TF,1,0,7329,5313,Whitcomb Judson lived in the U.S and Igor Tamm lived in Denmark.,Whitcomb Judson lived in the U.S or Igor Tamm lived in Denmark.,7.266898320691984,-0.7571278711672491,-8.024026191859233,6,True
element_symb,"element_symb::[""Cesium"",""Neodymium""]",Cesium has the symbol Ce.,Neodymium has the symbol Te.,AB,FF,0,0,6107,5318,Cesium has the symbol Ce and Neodymium has the symbol Te.,Cesium has the symbol Ce or Neodymium has the symbol Te.,-6.091065725179897,-9.425794566057348,-3.3347288408774514,5,True
sp_en_trans,"sp_en_trans::[""hombro"",""ocupado""]",The Spanish word 'hombro' means 'map'.,The Spanish word 'ocupado' means 'to draw'.,AB,FF,0,0,5518,5322,The Spanish word 'hombro' means 'map' and the Spanish word 'ocupado' means 'to draw'.,The Spanish word 'hombro' means 'map' or the Spanish word 'ocupado' means 'to draw'.,-1.279199141305,-7.824306239439851,-6.545107098134851,6,True
cities,"cities::[""Abu Ghurayb"",""Porto Velho""]",The city of Porto Velho is in Brazil.,The city of Abu Ghurayb is in Iraq.,BA,TT,1,1,5331,6606,The city of Abu Ghurayb is in Iraq and the city of Porto Velho is in Brazil.,The city of Abu Ghurayb is in Iraq or the city of Porto Velho is in Brazil.,13.255297609906778,5.257127603238267,-7.998170006668511,8,True
sp_en_trans,"sp_en_trans::[""reloj"",""suficiente""]",The Spanish word 'reloj' means 'clock'.,The Spanish word 'suficiente' means 'enough'.,BA,TT,1,1,5681,5333,The Spanish word 'suficiente' means 'enough' and the Spanish word 'reloj' means 'clock'.,The Spanish word 'suficiente' means 'enough' or the Spanish word 'reloj' means 'clock'.,7.7079967861064524,5.505758747086279,-2.2022380390201732,6,True
cities,"cities::[""Irbid"",""Reynosa""]",The city of Reynosa is in Niger.,The city of Irbid is in Burkina Faso.,BA,FF,0,0,7461,5337,The city of Irbid is in Burkina Faso and the city of Reynosa is in Niger.,The city of Irbid is in Burkina Faso or the city of Reynosa is in Niger.,1.5322183299063532,-0.805347058666321,-2.337565388572674,8,True
