statement,topic,n,condition,n_true,n_false,compound_label,conjuncts,labels
The city of Pingdingshan is in North Korea and the city of Busan is in Thailand and the city of Nanchang is in Burundi and the city of Penza is in Nigeria.,cities,4,all_false,0,4,0,"[""The city of Pingdingshan is in North Korea."", ""The city of Busan is in Thailand."", ""The city of Nanchang is in Burundi."", ""The city of Penza is in Nigeria.""]","[0, 0, 0, 0]"
The city of Salta is in Cambodia and the city of Londrina is in Norway and the city of Faridabad is in Nepal.,cities,3,all_false,0,3,0,"[""The city of Salta is in Cambodia."", ""The city of Londrina is in Norway."", ""The city of Faridabad is in Nepal.""]","[0, 0, 0]"
The city of Busan is in Thailand and the city of Chaozhou is in China.,cities,2,dilute_1false,1,1,0,"[""The city of Busan is in Thailand."", ""The city of Chaozhou is in China.""]","[0, 1]"
Edwin Link lived in the U.S and Alfred Nobel lived in Sweden and Alec Jeffreys lived in the U.K.,inventors,3,all_true,3,0,1,"[""Edwin Link lived in the U.S."", ""Alfred Nobel lived in Sweden."", ""Alec Jeffreys lived in the U.K.""]","[1, 1, 1]"
Neodymium has the symbol Te and Beryllium has the symbol V and Protactinium has the symbol Eu and Astatine has the symbol Ca.,element_symb,4,all_false,0,4,0,"[""Neodymium has the symbol Te."", ""Beryllium has the symbol V."", ""Protactinium has the symbol Eu."", ""Astatine has the symbol Ca.""]","[0, 0, 0, 0]"
Konrad Zuse lived in Germany and Lloyd Groff Copeman lived in the U.S and Alec Jeffreys lived in the U.K and Jack Kilby lived in Denmark.,inventors,4,dilute_1false,3,1,0,"[""Konrad Zuse lived in Germany."", ""Lloyd Groff Copeman lived in the U.S."", ""Alec Jeffreys lived in the U.K."", ""Jack Kilby lived in Denmark.""]","[1, 1, 1, 0]"
The mongoose is a mammal and the dog is a reptile.,animal_class,2,dilute_1false,1,1,0,"[""The mongoose is a mammal."", ""The dog is a reptile.""]","[1, 0]"
Karl Landsteiner lived in the U.S and Leon Theremin lived in Russia and Charles Goodyear lived in the U.S.,inventors,3,dilute_1false,2,1,0,"[""Karl Landsteiner lived in the U.S."", ""Leon Theremin lived in Russia."", ""Charles Goodyear lived in the U.S.""]","[0, 1, 1]"
The Spanish word 'estudiante' means 'student' and the Spanish word 'piedra' means 'stone' and the Spanish word 'herramienta' means 'tool'.,sp_en_trans,3,all_true,3,0,1,"[""The Spanish word 'estudiante' means 'student'."", ""The Spanish word 'piedra' means 'stone'."", ""The Spanish word 'herramienta' means 'tool'.""]","[1, 1, 1]"
Joseph Henry lived in Scotland and Hans Geiger lived in Germany.,inventors,2,dilute_1false,1,1,0,"[""Joseph Henry lived in Scotland."", ""Hans Geiger lived in Germany.""]","[0, 1]"
Joseph Marie Jacquard lived in the U.K and Gustaf Dalén lived in Sweden.,inventors,2,dilute_1false,1,1,0,"[""Joseph Marie Jacquard lived in the U.K."", ""Gustaf Dal\u00e9n lived in Sweden.""]","[0, 1]"
Aluminum has the symbol Al and Silicon has the symbol Tm and Cesium has the symbol Cs and Indium has the symbol In.,element_symb,4,dilute_1false,3,1,0,"[""Aluminum has the symbol Al."", ""Silicon has the symbol Tm."", ""Cesium has the symbol Cs."", ""Indium has the symbol In.""]","[1, 0, 1, 1]"
The eagle is a bird and the porcupine is a mammal and the koala is a mammal and the horse is a mammal.,animal_class,4,all_true,4,0,1,"[""The eagle is a bird."", ""The porcupine is a mammal."", ""The koala is a mammal."", ""The horse is a mammal.""]","[1, 1, 1, 1]"
The Spanish word 'negro' means 'all' and the Spanish word 'roca' means 'present' and the Spanish word 'mientras' means 'moment' and the Spanish word 'reloj' means 'problem'.,sp_en_trans,4,all_false,0,4,0,"[""The Spanish word 'negro' means 'all'."", ""The Spanish word 'roca' means 'present'."", ""The Spanish word 'mientras' means 'moment'."", ""The Spanish word 'reloj' means 'problem'.""]","[0, 0, 0, 0]"
The salmon is a crustacean and the seagull is a reptile and the llama is a mollusk and the kangaroo is a reptile and the frog is a bird and the aardvark is a insect.,animal_class,6,all_false,0,6,0,"[""The salmon is a crustacean."", ""The seagull is a reptile."", ""The llama is a mollusk."", ""The kangaroo is a reptile."", ""The frog is a bird."", ""The aardvark is a insect.""]","[0, 0, 0, 0, 0, 0]"
The city of Zunyi is in China and the city of Solapur is in India and the city of Nizhniy Novgorod is in Russia.,cities,3,all_true,3,0,1,"[""The city of Zunyi is in China."", ""The city of Solapur is in India."", ""The city of Nizhniy Novgorod is in Russia.""]","[1, 1, 1]"
Oxygen has the symbol O and Tin has the symbol Sn and Osmium has the symbol Os.,element_symb,3,all_true,3,0,1,"[""Oxygen has the symbol O."", ""Tin has the symbol Sn."", ""Osmium has the symbol Os.""]","[1, 1, 1]"
The Spanish word 'enemigo' means 'enemy' and the Spanish word 'lanzar' means 'to throw' and the Spanish word 'comer' means 'to eat' and the Spanish word 'nadar' means 'to swim' and the Spanish word 'tener' means 'to have' and the Spanish word 'mercado' means 'old'.,sp_en_trans,6,dilute_1false,5,1,0,"[""The Spanish word 'enemigo' means 'enemy'."", ""The Spanish word 'lanzar' means 'to throw'."", ""The Spanish word 'comer' means 'to eat'."", ""The Spanish word 'nadar' means 'to swim'."", ""The Spanish word 'tener' means 'to have'."", ""The Spanish word 'mercado' means 'old'.""]","[1, 1, 1, 1, 1, 0]"
The city of Leipzig is in Germany and the city of Pyongyang is in North Korea and the city of Cebu City is in the Philippines.,cities,3,all_true,3,0,1,"[""The city of Leipzig is in Germany."", ""The city of Pyongyang is in North Korea."", ""The city of Cebu City is in the Philippines.""]","[1, 1, 1]"
The city of Zhangzhou is in Burkina Faso and the city of Jeddah is in Kenya.,cities,2,all_false,0,2,0,"[""The city of Zhangzhou is in Burkina Faso."", ""The city of Jeddah is in Kenya.""]","[0, 0]"
Arsenic has the symbol As and Holmium has the symbol Ho and Promethium has the symbol Pm and Lead has the symbol Pb.,element_symb,4,all_true,4,0,1,"[""Arsenic has the symbol As."", ""Holmium has the symbol Ho."", ""Promethium has the symbol Pm."", ""Lead has the symbol Pb.""]","[1, 1, 1, 1]"
The moose is a mammal and the armadillo is a mammal and the peacock is a bird.,animal_class,3,all_true,3,0,1,"[""The moose is a mammal."", ""The armadillo is a mammal."", ""The peacock is a bird.""]","[1, 1, 1]"
Benjamin Franklin lived in Hungary/the U.S and Sir Charles Parsons lived in Austria/the U.S and Charles Macintosh lived in Japan and Konrad Zuse lived in Finland and Nikolai Basov lived in Norway and Charles Goodyear lived in Poland/France.,inventors,6,all_false,0,6,0,"[""Benjamin Franklin lived in Hungary/the U.S."", ""Sir Charles Parsons lived in Austria/the U.S."", ""Charles Macintosh lived in Japan."", ""Konrad Zuse lived in Finland."", ""Nikolai Basov lived in Norway."", ""Charles Goodyear lived in Poland/France.""]","[0, 0, 0, 0, 0, 0]"
Linus Torvalds lived in Canada/the U.S and Samuel Fox lived in China and Sir Humphry Davy lived in Austria and Ruth Handler lived in England.,inventors,4,all_false,0,4,0,"[""Linus Torvalds lived in Canada/the U.S."", ""Samuel Fox lived in China."", ""Sir Humphry Davy lived in Austria."", ""Ruth Handler lived in England.""]","[0, 0, 0, 0]"
The Spanish word 'grande' means 'power' and the Spanish word 'arena' means 'place' and the Spanish word 'bueno' means 'modern' and the Spanish word 'oscuro' means 'to see'.,sp_en_trans,4,all_false,0,4,0,"[""The Spanish word 'grande' means 'power'."", ""The Spanish word 'arena' means 'place'."", ""The Spanish word 'bueno' means 'modern'."", ""The Spanish word 'oscuro' means 'to see'.""]","[0, 0, 0, 0]"
Hedy Lamarr lived in China and Gottlieb Daimler lived in Germany and Hans Berger lived in Germany and Earle Dickson lived in the U.S and Alexander Fleming lived in the U.K and James Starley lived in the U.K.,inventors,6,dilute_1false,5,1,0,"[""Hedy Lamarr lived in China."", ""Gottlieb Daimler lived in Germany."", ""Hans Berger lived in Germany."", ""Earle Dickson lived in the U.S."", ""Alexander Fleming lived in the U.K."", ""James Starley lived in the U.K.""]","[0, 1, 1, 1, 1, 1]"
The cat is a bird and the armadillo is a insect and the tarantula is a bird and the peacock is a insect and the gecko is a bird and the llama is a mollusk.,animal_class,6,all_false,0,6,0,"[""The cat is a bird."", ""The armadillo is a insect."", ""The tarantula is a bird."", ""The peacock is a insect."", ""The gecko is a bird."", ""The llama is a mollusk.""]","[0, 0, 0, 0, 0, 0]"
The seagull is a bird and the rat is a mammal.,animal_class,2,all_true,2,0,1,"[""The seagull is a bird."", ""The rat is a mammal.""]","[1, 1]"
The tortoise is a reptile and the panda is a mammal.,animal_class,2,all_true,2,0,1,"[""The tortoise is a reptile."", ""The panda is a mammal.""]","[1, 1]"
The gazelle is a reptile and the alpaca is a amphibian and the rat is a arachnid and the swan is a cnidarian.,animal_class,4,all_false,0,4,0,"[""The gazelle is a reptile."", ""The alpaca is a amphibian."", ""The rat is a arachnid."", ""The swan is a cnidarian.""]","[0, 0, 0, 0]"
The gorilla is a reptile and the dog is a mammal and the cow is a mammal.,animal_class,3,dilute_1false,2,1,0,"[""The gorilla is a reptile."", ""The dog is a mammal."", ""The cow is a mammal.""]","[0, 1, 1]"
The Spanish word 'morir' means 'to die' and the Spanish word 'sol' means 'sun' and the Spanish word 'belleza' means 'beauty'.,sp_en_trans,3,all_true,3,0,1,"[""The Spanish word 'morir' means 'to die'."", ""The Spanish word 'sol' means 'sun'."", ""The Spanish word 'belleza' means 'beauty'.""]","[1, 1, 1]"
Thulium has the symbol Mg and Technetium has the symbol Pb.,element_symb,2,all_false,0,2,0,"[""Thulium has the symbol Mg."", ""Technetium has the symbol Pb.""]","[0, 0]"
Mercury has the symbol Sb and Lead has the symbol Er and Hydrogen has the symbol Cl and Cerium has the symbol I.,element_symb,4,all_false,0,4,0,"[""Mercury has the symbol Sb."", ""Lead has the symbol Er."", ""Hydrogen has the symbol Cl."", ""Cerium has the symbol I.""]","[0, 0, 0, 0]"
Gordon Gould lived in the U.S and John von Neumann lived in France and Emile Berliner lived in Germany/the U.S.,inventors,3,dilute_1false,2,1,0,"[""Gordon Gould lived in the U.S."", ""John von Neumann lived in France."", ""Emile Berliner lived in Germany/the U.S.""]","[1, 0, 1]"
The camel is a crustacean and the cheetah is a arachnid and the cow is a bird and the raccoon is a bird.,animal_class,4,all_false,0,4,0,"[""The camel is a crustacean."", ""The cheetah is a arachnid."", ""The cow is a bird."", ""The raccoon is a bird.""]","[0, 0, 0, 0]"
The Spanish word 'piedra' means 'mouth' and the Spanish word 'historia' means 'stone' and the Spanish word 'cocinero' means 'to have'.,sp_en_trans,3,all_false,0,3,0,"[""The Spanish word 'piedra' means 'mouth'."", ""The Spanish word 'historia' means 'stone'."", ""The Spanish word 'cocinero' means 'to have'.""]","[0, 0, 0]"
The city of Duesseldorf is in Germany and the city of Isfahan is in Iran and the city of Bilimora is in Nigeria.,cities,3,dilute_1false,2,1,0,"[""The city of Duesseldorf is in Germany."", ""The city of Isfahan is in Iran."", ""The city of Bilimora is in Nigeria.""]","[1, 1, 0]"
Maria Telkes lived in Hungary/the U.S and John Gorrie lived in the U.S.,inventors,2,all_true,2,0,1,"[""Maria Telkes lived in Hungary/the U.S."", ""John Gorrie lived in the U.S.""]","[1, 1]"
Leon Theremin lived in Russia and Konrad Zuse lived in Germany.,inventors,2,all_true,2,0,1,"[""Leon Theremin lived in Russia."", ""Konrad Zuse lived in Germany.""]","[1, 1]"
The Spanish word 'resultado' means 'thing' and the Spanish word 'multiplicar' means 'open' and the Spanish word 'madre' means 'neighbor'.,sp_en_trans,3,all_false,0,3,0,"[""The Spanish word 'resultado' means 'thing'."", ""The Spanish word 'multiplicar' means 'open'."", ""The Spanish word 'madre' means 'neighbor'.""]","[0, 0, 0]"
The city of Queens is in Poland and the city of Xiamen is in Madagascar and the city of Poznan is in India and the city of Budapest is in Armenia and the city of Quetta is in Senegal and the city of Chenzhou is in Chad.,cities,6,all_false,0,6,0,"[""The city of Queens is in Poland."", ""The city of Xiamen is in Madagascar."", ""The city of Poznan is in India."", ""The city of Budapest is in Armenia."", ""The city of Quetta is in Senegal."", ""The city of Chenzhou is in Chad.""]","[0, 0, 0, 0, 0, 0]"
The porcupine is a mammal and the moose is a mammal and the leopard is a mammal and the rabbit is a bird and the tuna is a fish and the cat is a mammal.,animal_class,6,dilute_1false,5,1,0,"[""The porcupine is a mammal."", ""The moose is a mammal."", ""The leopard is a mammal."", ""The rabbit is a bird."", ""The tuna is a fish."", ""The cat is a mammal.""]","[1, 1, 1, 0, 1, 1]"
The city of Kunming is in China and the city of Nagoya is in Japan and the city of Rahim Yar Khan is in Pakistan and the city of Dalian is in China.,cities,4,all_true,4,0,1,"[""The city of Kunming is in China."", ""The city of Nagoya is in Japan."", ""The city of Rahim Yar Khan is in Pakistan."", ""The city of Dalian is in China.""]","[1, 1, 1, 1]"
The Spanish word 'pero' means 'hot' and the Spanish word 'norte' means 'to multiply'.,sp_en_trans,2,all_false,0,2,0,"[""The Spanish word 'pero' means 'hot'."", ""The Spanish word 'norte' means 'to multiply'.""]","[0, 0]"
Lead has the symbol Pb and Cesium has the symbol Cs.,element_symb,2,all_true,2,0,1,"[""Lead has the symbol Pb."", ""Cesium has the symbol Cs.""]","[1, 1]"
The city of Mexico City is in Mexico and the city of Tiruppur is in India.,cities,2,all_true,2,0,1,"[""The city of Mexico City is in Mexico."", ""The city of Tiruppur is in India.""]","[1, 1]"
Beryllium has the symbol Be and Yttrium has the symbol Y and Molybdenum has the symbol V.,element_symb,3,dilute_1false,2,1,0,"[""Beryllium has the symbol Be."", ""Yttrium has the symbol Y."", ""Molybdenum has the symbol V.""]","[1, 1, 0]"
The city of Caracas is in Iraq and the city of Chisinau is in Poland and the city of Hiroshima is in Hungary.,cities,3,all_false,0,3,0,"[""The city of Caracas is in Iraq."", ""The city of Chisinau is in Poland."", ""The city of Hiroshima is in Hungary.""]","[0, 0, 0]"
Indium has the symbol In and Lanthanum has the symbol La and Copper has the symbol Cu.,element_symb,3,all_true,3,0,1,"[""Indium has the symbol In."", ""Lanthanum has the symbol La."", ""Copper has the symbol Cu.""]","[1, 1, 1]"
Hippolyte Mège-Mouriès lived in France and Valdemar Poulsen lived in Denmark.,inventors,2,all_true,2,0,1,"[""Hippolyte M\u00e8ge-Mouri\u00e8s lived in France."", ""Valdemar Poulsen lived in Denmark.""]","[1, 1]"
Samarium has the symbol Sm and Iron has the symbol Fe and Silicon has the symbol Si and Niobium has the symbol Nb.,element_symb,4,all_true,4,0,1,"[""Samarium has the symbol Sm."", ""Iron has the symbol Fe."", ""Silicon has the symbol Si."", ""Niobium has the symbol Nb.""]","[1, 1, 1, 1]"
The swan is a cnidarian and the peacock is a insect and the lobster is a arachnid.,animal_class,3,all_false,0,3,0,"[""The swan is a cnidarian."", ""The peacock is a insect."", ""The lobster is a arachnid.""]","[0, 0, 0]"
The camel is a crustacean and the ostrich is a mollusk and the horse is a fish and the cow is a bird and the pigeon is a amphibian and the crocodile is a bird.,animal_class,6,all_false,0,6,0,"[""The camel is a crustacean."", ""The ostrich is a mollusk."", ""The horse is a fish."", ""The cow is a bird."", ""The pigeon is a amphibian."", ""The crocodile is a bird.""]","[0, 0, 0, 0, 0, 0]"
The city of Feira de Santana is in Finland and the city of Denpasar is in Nepal and the city of Hamamatsu is in Yemen and the city of Ciudad Nezahualcoyotl is in Mongolia.,cities,4,all_false,0,4,0,"[""The city of Feira de Santana is in Finland."", ""The city of Denpasar is in Nepal."", ""The city of Hamamatsu is in Yemen."", ""The city of Ciudad Nezahualcoyotl is in Mongolia.""]","[0, 0, 0, 0]"
Niobium has the symbol Nb and Palladium has the symbol Pd and Radon has the symbol Rn.,element_symb,3,all_true,3,0,1,"[""Niobium has the symbol Nb."", ""Palladium has the symbol Pd."", ""Radon has the symbol Rn.""]","[1, 1, 1]"
Helium has the symbol Rh and Lutetium has the symbol V and Samarium has the symbol K and Chlorine has the symbol Pt.,element_symb,4,all_false,0,4,0,"[""Helium has the symbol Rh."", ""Lutetium has the symbol V."", ""Samarium has the symbol K."", ""Chlorine has the symbol Pt.""]","[0, 0, 0, 0]"
The city of Cuttack is in China and the city of Zagreb is in Belgium and the city of Grosszschocher is in Algeria and the city of Vadodara is in South Africa.,cities,4,all_false,0,4,0,"[""The city of Cuttack is in China."", ""The city of Zagreb is in Belgium."", ""The city of Grosszschocher is in Algeria."", ""The city of Vadodara is in South Africa.""]","[0, 0, 0, 0]"
The Spanish word 'temprano' means 'nothing' and the Spanish word 'presente' means 'problem' and the Spanish word 'problema' means 'good'.,sp_en_trans,3,all_false,0,3,0,"[""The Spanish word 'temprano' means 'nothing'."", ""The Spanish word 'presente' means 'problem'."", ""The Spanish word 'problema' means 'good'.""]","[0, 0, 0]"
The Spanish word 'suficiente' means 'enough' and the Spanish word 'moderno' means 'modern' and the Spanish word 'herramienta' means 'tool' and the Spanish word 'mar' means 'to save'.,sp_en_trans,4,dilute_1false,3,1,0,"[""The Spanish word 'suficiente' means 'enough'."", ""The Spanish word 'moderno' means 'modern'."", ""The Spanish word 'herramienta' means 'tool'."", ""The Spanish word 'mar' means 'to save'.""]","[1, 1, 1, 0]"
The salmon is a fish and the bee is a insect and the hummingbird is a crustacean.,animal_class,3,dilute_1false,2,1,0,"[""The salmon is a fish."", ""The bee is a insect."", ""The hummingbird is a crustacean.""]","[1, 1, 0]"
The hummingbird is a bird and the cassowary is a bird and the cat is a mammal and the lion is a mammal.,animal_class,4,all_true,4,0,1,"[""The hummingbird is a bird."", ""The cassowary is a bird."", ""The cat is a mammal."", ""The lion is a mammal.""]","[1, 1, 1, 1]"
The penguin is a bird and the bat is a mammal and the llama is a mammal and the flamingo is a amphibian.,animal_class,4,dilute_1false,3,1,0,"[""The penguin is a bird."", ""The bat is a mammal."", ""The llama is a mammal."", ""The flamingo is a amphibian.""]","[1, 1, 1, 0]"
The city of Yingkou is in China and the city of Stockholm is in Paraguay and the city of Samarkand is in Uzbekistan and the city of Nova Iguacu is in Brazil.,cities,4,dilute_1false,3,1,0,"[""The city of Yingkou is in China."", ""The city of Stockholm is in Paraguay."", ""The city of Samarkand is in Uzbekistan."", ""The city of Nova Iguacu is in Brazil.""]","[1, 0, 1, 1]"
The city of Borivli is in India and the city of Istanbul is in Turkey and the city of Kathmandu is in Nepal and the city of Ryazan' is in Russia and the city of Chennai is in India and the city of Serang is in Mexico.,cities,6,dilute_1false,5,1,0,"[""The city of Borivli is in India."", ""The city of Istanbul is in Turkey."", ""The city of Kathmandu is in Nepal."", ""The city of Ryazan' is in Russia."", ""The city of Chennai is in India."", ""The city of Serang is in Mexico.""]","[1, 1, 1, 1, 1, 0]"
The city of Kota Kinabalu is in Malaysia and the city of Mississauga is in Canada and the city of Subang Jaya is in Malaysia and the city of Madurai is in Yemen.,cities,4,dilute_1false,3,1,0,"[""The city of Kota Kinabalu is in Malaysia."", ""The city of Mississauga is in Canada."", ""The city of Subang Jaya is in Malaysia."", ""The city of Madurai is in Yemen.""]","[1, 1, 1, 0]"
The Spanish word 'viento' means 'wind' and the Spanish word 'ballena' means 'whale' and the Spanish word 'siete' means 'seven' and the Spanish word 'agua' means 'water' and the Spanish word 'ver' means 'to see' and the Spanish word 'enviar' means 'to send'.,sp_en_trans,6,all_true,6,0,1,"[""The Spanish word 'viento' means 'wind'."", ""The Spanish word 'ballena' means 'whale'."", ""The Spanish word 'siete' means 'seven'."", ""The Spanish word 'agua' means 'water'."", ""The Spanish word 'ver' means 'to see'."", ""The Spanish word 'enviar' means 'to send'.""]","[1, 1, 1, 1, 1, 1]"
The city of Pimpri is in India and the city of Pune is in India and the city of Zaozhuang is in China.,cities,3,all_true,3,0,1,"[""The city of Pimpri is in India."", ""The city of Pune is in India."", ""The city of Zaozhuang is in China.""]","[1, 1, 1]"
The Spanish word 'cabeza' means 'head' and the Spanish word 'antes' means 'mouth'.,sp_en_trans,2,dilute_1false,1,1,0,"[""The Spanish word 'cabeza' means 'head'."", ""The Spanish word 'antes' means 'mouth'.""]","[1, 0]"
The koala is a mammal and the hyena is a mammal and the swan is a bird and the gazelle is a reptile and the tapir is a mammal and the giraffe is a mammal.,animal_class,6,dilute_1false,5,1,0,"[""The koala is a mammal."", ""The hyena is a mammal."", ""The swan is a bird."", ""The gazelle is a reptile."", ""The tapir is a mammal."", ""The giraffe is a mammal.""]","[1, 1, 1, 0, 1, 1]"
Thallium has the symbol Fe and Praseodymium has the symbol I and Chlorine has the symbol Pt and Astatine has the symbol Ca.,element_symb,4,all_false,0,4,0,"[""Thallium has the symbol Fe."", ""Praseodymium has the symbol I."", ""Chlorine has the symbol Pt."", ""Astatine has the symbol Ca.""]","[0, 0, 0, 0]"
The city of Santo Domingo Oeste is in the Dominican Republic and the city of Kaduna is in Hungary and the city of Irkutsk is in Russia and the city of Hubli is in India and the city of Jaboatao is in Brazil and the city of Mombasa is in Kenya.,cities,6,dilute_1false,5,1,0,"[""The city of Santo Domingo Oeste is in the Dominican Republic."", ""The city of Kaduna is in Hungary."", ""The city of Irkutsk is in Russia."", ""The city of Hubli is in India."", ""The city of Jaboatao is in Brazil."", ""The city of Mombasa is in Kenya.""]","[1, 0, 1, 1, 1, 1]"
The Spanish word 'tren' means 'ground' and the Spanish word 'mientras' means 'moment'.,sp_en_trans,2,all_false,0,2,0,"[""The Spanish word 'tren' means 'ground'."", ""The Spanish word 'mientras' means 'moment'.""]","[0, 0]"
The Spanish word 'cocinero' means 'cook' and the Spanish word 'enviar' means 'to send' and the Spanish word 'pierna' means 'leg' and the Spanish word 'viento' means 'wind' and the Spanish word 'tercero' means 'third' and the Spanish word 'burro' means 'donkey'.,sp_en_trans,6,all_true,6,0,1,"[""The Spanish word 'cocinero' means 'cook'."", ""The Spanish word 'enviar' means 'to send'."", ""The Spanish word 'pierna' means 'leg'."", ""The Spanish word 'viento' means 'wind'."", ""The Spanish word 'tercero' means 'third'."", ""The Spanish word 'burro' means 'donkey'.""]","[1, 1, 1, 1, 1, 1]"
Radium has the symbol Pr and Uranium has the symbol Hg.,element_symb,2,all_false,0,2,0,"[""Radium has the symbol Pr."", ""Uranium has the symbol Hg.""]","[0, 0]"
The city of Kryvyy Rih is in Ukraine and the city of Kuantan is in Malaysia.,cities,2,all_true,2,0,1,"[""The city of Kryvyy Rih is in Ukraine."", ""The city of Kuantan is in Malaysia.""]","[1, 1]"
Promethium has the symbol Bi and Tellurium has the symbol Zn.,element_symb,2,all_false,0,2,0,"[""Promethium has the symbol Bi."", ""Tellurium has the symbol Zn.""]","[0, 0]"
The city of Omsk is in Cambodia and the city of Teresina is in Bosnia and Herzegovina and the city of Goeteborg is in Mauritania and the city of Panshan is in the Philippines and the city of Yinchuan is in the Republic of the Congo and the city of Sarajevo is in Rwanda.,cities,6,all_false,0,6,0,"[""The city of Omsk is in Cambodia."", ""The city of Teresina is in Bosnia and Herzegovina."", ""The city of Goeteborg is in Mauritania."", ""The city of Panshan is in the Philippines."", ""The city of Yinchuan is in the Republic of the Congo."", ""The city of Sarajevo is in Rwanda.""]","[0, 0, 0, 0, 0, 0]"
George Devol lived in Hungary and Pierre Curie lived in the Netherlands and Rudolf Diesel lived in Poland/Germany and William Kelly lived in the Soviet Union.,inventors,4,all_false,0,4,0,"[""George Devol lived in Hungary."", ""Pierre Curie lived in the Netherlands."", ""Rudolf Diesel lived in Poland/Germany."", ""William Kelly lived in the Soviet Union.""]","[0, 0, 0, 0]"
The city of Ufa is in Russia and the city of Beira is in Mozambique.,cities,2,all_true,2,0,1,"[""The city of Ufa is in Russia."", ""The city of Beira is in Mozambique.""]","[1, 1]"
The city of Latakia is in Syria and the city of Tonghua is in China and the city of Balikpapan is in Indonesia.,cities,3,all_true,3,0,1,"[""The city of Latakia is in Syria."", ""The city of Tonghua is in China."", ""The city of Balikpapan is in Indonesia.""]","[1, 1, 1]"
Silicon has the symbol Si and Barium has the symbol Ba and Thulium has the symbol Tm and Hafnium has the symbol Hf and Samarium has the symbol Sm and Oxygen has the symbol O.,element_symb,6,all_true,6,0,1,"[""Silicon has the symbol Si."", ""Barium has the symbol Ba."", ""Thulium has the symbol Tm."", ""Hafnium has the symbol Hf."", ""Samarium has the symbol Sm."", ""Oxygen has the symbol O.""]","[1, 1, 1, 1, 1, 1]"
The seahorse is a fish and the bison is a mammal and the tarantula is a arachnid and the moose is a mammal and the squirrel is a mammal and the ostrich is a mollusk.,animal_class,6,dilute_1false,5,1,0,"[""The seahorse is a fish."", ""The bison is a mammal."", ""The tarantula is a arachnid."", ""The moose is a mammal."", ""The squirrel is a mammal."", ""The ostrich is a mollusk.""]","[1, 1, 1, 1, 1, 0]"
The city of Kanpur is in Mozambique and the city of Shaoxing is in Haiti.,cities,2,all_false,0,2,0,"[""The city of Kanpur is in Mozambique."", ""The city of Shaoxing is in Haiti.""]","[0, 0]"
Nickel has the symbol Ni and Argon has the symbol Ar and Dysprosium has the symbol Dy and Rhenium has the symbol Re.,element_symb,4,all_true,4,0,1,"[""Nickel has the symbol Ni."", ""Argon has the symbol Ar."", ""Dysprosium has the symbol Dy."", ""Rhenium has the symbol Re.""]","[1, 1, 1, 1]"
The Spanish word 'lento' means 'cook' and the Spanish word 'gato' means 'to fall' and the Spanish word 'ciudad' means 'to connect'.,sp_en_trans,3,all_false,0,3,0,"[""The Spanish word 'lento' means 'cook'."", ""The Spanish word 'gato' means 'to fall'."", ""The Spanish word 'ciudad' means 'to connect'.""]","[0, 0, 0]"
The city of Ciudad Juarez is in the United States and the city of Guigang is in China and the city of Kyoto is in Japan.,cities,3,dilute_1false,2,1,0,"[""The city of Ciudad Juarez is in the United States."", ""The city of Guigang is in China."", ""The city of Kyoto is in Japan.""]","[0, 1, 1]"
The wolverine is a mammal and the eagle is a bird and the hippopotamus is a mammal and the jellyfish is a cnidarian and the whale is a mammal and the pigeon is a bird.,animal_class,6,all_true,6,0,1,"[""The wolverine is a mammal."", ""The eagle is a bird."", ""The hippopotamus is a mammal."", ""The jellyfish is a cnidarian."", ""The whale is a mammal."", ""The pigeon is a bird.""]","[1, 1, 1, 1, 1, 1]"
The city of Suining is in China and the city of Lubumbashi is in the Democratic Republic of the Congo and the city of Okayama is in Japan and the city of Porto Velho is in Brazil and the city of Lviv is in Oman and the city of Yongzhou is in China.,cities,6,dilute_1false,5,1,0,"[""The city of Suining is in China."", ""The city of Lubumbashi is in the Democratic Republic of the Congo."", ""The city of Okayama is in Japan."", ""The city of Porto Velho is in Brazil."", ""The city of Lviv is in Oman."", ""The city of Yongzhou is in China.""]","[1, 1, 1, 1, 0, 1]"
The Spanish word 'negro' means 'black' and the Spanish word 'tener' means 'to have' and the Spanish word 'cocinero' means 'to have' and the Spanish word 'hijo' means 'son' and the Spanish word 'cuerpo' means 'body' and the Spanish word 'mar' means 'sea'.,sp_en_trans,6,dilute_1false,5,1,0,"[""The Spanish word 'negro' means 'black'."", ""The Spanish word 'tener' means 'to have'."", ""The Spanish word 'cocinero' means 'to have'."", ""The Spanish word 'hijo' means 'son'."", ""The Spanish word 'cuerpo' means 'body'."", ""The Spanish word 'mar' means 'sea'.""]","[1, 1, 0, 1, 1, 1]"
Godfrey Hounsfield lived in Germany and Frederick McKinley Jones lived in Poland/Germany.,inventors,2,all_false,0,2,0,"[""Godfrey Hounsfield lived in Germany."", ""Frederick McKinley Jones lived in Poland/Germany.""]","[0, 0]"
The Spanish word 'pagar' means 'to pay' and the Spanish word 'agudo' means 'sharp' and the Spanish word 'tren' means 'train' and the Spanish word 'problema' means 'problem'.,sp_en_trans,4,all_true,4,0,1,"[""The Spanish word 'pagar' means 'to pay'."", ""The Spanish word 'agudo' means 'sharp'."", ""The Spanish word 'tren' means 'train'."", ""The Spanish word 'problema' means 'problem'.""]","[1, 1, 1, 1]"
