statement,topic,conjunctA,conjunctB,labelA,labelB,cell,connective,ordering
Antimony has the symbol Ca and Zinc has the symbol Ac.,element_symb,Zinc has the symbol Ac.,Antimony has the symbol Ca.,0,0,FF,and,BA
The city of Winnipeg is in Canada and the city of Kolhapur is in India.,cities,The city of Kolhapur is in India.,The city of Winnipeg is in Canada.,1,1,TT,and,BA
The kangaroo is a mammal and the goldfish is a fish.,animal_class,The goldfish is a fish.,The kangaroo is a mammal.,1,1,TT,and,BA
The Spanish word 'potencia' means 'shell' or the Spanish word 'invierno' means 'family'.,sp_en_trans,The Spanish word 'invierno' means 'family'.,The Spanish word 'potencia' means 'shell'.,0,0,FF,or,BA
The bison is a mammal and the bat is a crustacean.,animal_class,The bison is a mammal.,The bat is a crustacean.,1,0,TF,and,AB
Hippolyte Mège-Mouriès lived in Germany or Christian Huygens lived in Poland/Germany.,inventors,Hippolyte Mège-Mouriès lived in Germany.,Christian Huygens lived in Poland/Germany.,0,0,FF,or,AB
Palladium has the symbol Pd or Astatine has the symbol Ca.,element_symb,Astatine has the symbol Ca.,Palladium has the symbol Pd.,0,1,FT,or,BA
The Spanish word 'lento' means 'cook' and the Spanish word 'perro' means 'dog'.,sp_en_trans,The Spanish word 'perro' means 'dog'.,The Spanish word 'lento' means 'cook'.,1,0,TF,and,BA
The city of Zhabei is in China and the city of Rio de Janeiro is in Brazil.,cities,The city of Rio de Janeiro is in Brazil.,The city of Zhabei is in China.,1,1,TT,and,BA
Dr. Robert Gallo lived in Norway or Henri Giffard lived in Denmark.,inventors,Dr. Robert Gallo lived in Norway.,Henri Giffard lived in Denmark.,0,0,FF,or,AB
The Spanish word 'delgado' means 'thin' or the Spanish word 'hijo' means 'son'.,sp_en_trans,The Spanish word 'delgado' means 'thin'.,The Spanish word 'hijo' means 'son'.,1,1,TT,or,AB
The city of Zapopan is in Mexico and the city of Jamshedpur is in India.,cities,The city of Jamshedpur is in India.,The city of Zapopan is in Mexico.,1,1,TT,and,BA
The Spanish word 'abierto' means 'to build' and the Spanish word 'desarrollar' means 'to develop'.,sp_en_trans,The Spanish word 'abierto' means 'to build'.,The Spanish word 'desarrollar' means 'to develop'.,0,1,FT,and,AB
Igor Tamm lived in Denmark or Willis Carrier lived in the U.S.,inventors,Willis Carrier lived in the U.S.,Igor Tamm lived in Denmark.,1,0,TF,or,BA
The city of Yaounde is in Cameroon and the city of Weifang is in China.,cities,The city of Weifang is in China.,The city of Yaounde is in Cameroon.,1,1,TT,and,BA
Charles Cros lived in France and James Clerk Maxwell lived in Sweden.,inventors,Charles Cros lived in France.,James Clerk Maxwell lived in Sweden.,1,0,TF,and,AB
The city of Marseille is in Romania and the city of Jiaxing is in China.,cities,The city of Marseille is in Romania.,The city of Jiaxing is in China.,0,1,FT,and,AB
Ralph H. Baer lived in Finland and Igor Tamm lived in Russia.,inventors,Igor Tamm lived in Russia.,Ralph H. Baer lived in Finland.,1,0,TF,and,BA
Richard Leach Maddox lived in the U.K or Charles Goodyear lived in the U.S.,inventors,Charles Goodyear lived in the U.S.,Richard Leach Maddox lived in the U.K.,1,1,TT,or,BA
The city of Kampala is in Afghanistan and the city of Wenzhou is in China.,cities,The city of Kampala is in Afghanistan.,The city of Wenzhou is in China.,0,1,FT,and,AB
The city of Kolhapur is in the Republic of the Congo or the city of Winnipeg is in Morocco.,cities,The city of Kolhapur is in the Republic of the Congo.,The city of Winnipeg is in Morocco.,0,0,FF,or,AB
The city of Madurai is in Yemen or the city of Tangier is in Nepal.,cities,The city of Tangier is in Nepal.,The city of Madurai is in Yemen.,0,0,FF,or,BA
The city of Changshu is in Germany and the city of Suining is in China.,cities,The city of Suining is in China.,The city of Changshu is in Germany.,1,0,TF,and,BA
The Spanish word 'piel' means 'skin' and the Spanish word 'belleza' means 'rabbit'.,sp_en_trans,The Spanish word 'piel' means 'skin'.,The Spanish word 'belleza' means 'rabbit'.,1,0,TF,and,AB
Cadmium has the symbol Pr or Neon has the symbol Ne.,element_symb,Cadmium has the symbol Pr.,Neon has the symbol Ne.,0,1,FT,or,AB
The city of Riga is in Egypt and the city of Karbala is in Iraq.,cities,The city of Karbala is in Iraq.,The city of Riga is in Egypt.,1,0,TF,and,BA
Yvonne Brill lived in Canada or Alec Jeffreys lived in the U.K.,inventors,Yvonne Brill lived in Canada.,Alec Jeffreys lived in the U.K.,1,1,TT,or,AB
The Spanish word 'boca' means 'person' or the Spanish word 'uno' means 'mouth'.,sp_en_trans,The Spanish word 'boca' means 'person'.,The Spanish word 'uno' means 'mouth'.,0,0,FF,or,AB
Rhenium has the symbol Pb and Argon has the symbol Pr.,element_symb,Argon has the symbol Pr.,Rhenium has the symbol Pb.,0,0,FF,and,BA
The city of Tolyatti is in Russia or the city of Weinan is in China.,cities,The city of Weinan is in China.,The city of Tolyatti is in Russia.,1,1,TT,or,BA
Samarium has the symbol Sm and Lutetium has the symbol V.,element_symb,Lutetium has the symbol V.,Samarium has the symbol Sm.,0,1,FT,and,BA
Nicolas Appert lived in France or Marie Curie lived in Poland/Germany.,inventors,Marie Curie lived in Poland/Germany.,Nicolas Appert lived in France.,0,1,FT,or,BA
The city of Hachioji is in Japan and the city of Wanzhou is in Jordan.,cities,The city of Wanzhou is in Jordan.,The city of Hachioji is in Japan.,0,1,FT,and,BA
Holmium has the symbol Ho or Praseodymium has the symbol Pr.,element_symb,Holmium has the symbol Ho.,Praseodymium has the symbol Pr.,1,1,TT,or,AB
Rubidium has the symbol K or Magnesium has the symbol Mg.,element_symb,Rubidium has the symbol K.,Magnesium has the symbol Mg.,0,1,FT,or,AB
Henri Giffard lived in France or Dr. Robert Gallo lived in the U.S.,inventors,Dr. Robert Gallo lived in the U.S.,Henri Giffard lived in France.,1,1,TT,or,BA
Thulium has the symbol Mg or Argon has the symbol Ar.,element_symb,Thulium has the symbol Mg.,Argon has the symbol Ar.,0,1,FT,or,AB
Sir Humphry Davy lived in the U.K or James Clerk Maxwell lived in Sweden.,inventors,James Clerk Maxwell lived in Sweden.,Sir Humphry Davy lived in the U.K.,0,1,FT,or,BA
Igor Tamm lived in Denmark and Whitcomb Judson lived in the U.S.,inventors,Whitcomb Judson lived in the U.S.,Igor Tamm lived in Denmark.,1,0,TF,and,BA
Thorium has the symbol Ac or Scandium has the symbol Sc.,element_symb,Scandium has the symbol Sc.,Thorium has the symbol Ac.,1,0,TF,or,BA
The Spanish word 'conectar' means 'to sell' and the Spanish word 'caliente' means 'hot'.,sp_en_trans,The Spanish word 'conectar' means 'to sell'.,The Spanish word 'caliente' means 'hot'.,0,1,FT,and,AB
"The city of Mianzhu, Deyang, Sichuan is in Azerbaijan or the city of Zibo is in Turkmenistan.",cities,"The city of Mianzhu, Deyang, Sichuan is in Azerbaijan.",The city of Zibo is in Turkmenistan.,0,0,FF,or,AB
Argon has the symbol Ar or Rubidium has the symbol K.,element_symb,Argon has the symbol Ar.,Rubidium has the symbol K.,1,0,TF,or,AB
The bat is a mammal or the bison is a cnidarian.,animal_class,The bison is a cnidarian.,The bat is a mammal.,0,1,FT,or,BA
The vulture is a mollusk or the chicken is a mammal.,animal_class,The vulture is a mollusk.,The chicken is a mammal.,0,0,FF,or,AB
Galileo Galilei lived in Austria or Charles Townes lived in the U.S.,inventors,Galileo Galilei lived in Austria.,Charles Townes lived in the U.S.,0,1,FT,or,AB
The axolotl is a fish and the chimpanzee is a insect.,animal_class,The axolotl is a fish.,The chimpanzee is a insect.,0,0,FF,and,AB
The Spanish word 'invierno' means 'winter' or the Spanish word 'mar' means 'to save'.,sp_en_trans,The Spanish word 'invierno' means 'winter'.,The Spanish word 'mar' means 'to save'.,1,0,TF,or,AB
Rubidium has the symbol K and Francium has the symbol Fr.,element_symb,Francium has the symbol Fr.,Rubidium has the symbol K.,1,0,TF,and,BA
Rubidium has the symbol Rb and Francium has the symbol Fr.,element_symb,Francium has the symbol Fr.,Rubidium has the symbol Rb.,1,1,TT,and,BA
The gazelle is a reptile and the platypus is a mammal.,animal_class,The platypus is a mammal.,The gazelle is a reptile.,1,0,TF,and,BA
The whale is a mammal or the rabbit is a bird.,animal_class,The whale is a mammal.,The rabbit is a bird.,1,0,TF,or,AB
The city of Zhangjiagang is in Malaysia or the city of Ningbo is in the Republic of the Congo.,cities,The city of Zhangjiagang is in Malaysia.,The city of Ningbo is in the Republic of the Congo.,0,0,FF,or,AB
Antimony has the symbol Sb and Zinc has the symbol Ac.,element_symb,Zinc has the symbol Ac.,Antimony has the symbol Sb.,0,1,FT,and,BA
The city of Saint Petersburg is in Russia and the city of Luzhou is in China.,cities,The city of Saint Petersburg is in Russia.,The city of Luzhou is in China.,1,1,TT,and,AB
Potassium has the symbol K or Bromine has the symbol N.,element_symb,Potassium has the symbol K.,Bromine has the symbol N.,1,0,TF,or,AB
The city of Bursa is in Senegal and the city of Wuzhou is in China.,cities,The city of Wuzhou is in China.,The city of Bursa is in Senegal.,1,0,TF,and,BA
The shark is a cnidarian and the hippopotamus is a mollusk.,animal_class,The hippopotamus is a mollusk.,The shark is a cnidarian.,0,0,FF,and,BA
The city of Nagoya is in the Dominican Republic and the city of Changshu is in China.,cities,The city of Changshu is in China.,The city of Nagoya is in the Dominican Republic.,1,0,TF,and,BA
The city of Arak is in Iran and the city of General Santos is in Belgium.,cities,The city of General Santos is in Belgium.,The city of Arak is in Iran.,0,1,FT,and,BA
The gorilla is a reptile or the hamster is a bird.,animal_class,The gorilla is a reptile.,The hamster is a bird.,0,0,FF,or,AB
The axolotl is a fish and the chimpanzee is a mammal.,animal_class,The axolotl is a fish.,The chimpanzee is a mammal.,0,1,FT,and,AB
Nitrogen has the symbol Np or Copper has the symbol Cu.,element_symb,Nitrogen has the symbol Np.,Copper has the symbol Cu.,0,1,FT,or,AB
The city of Nagoya is in the Dominican Republic and the city of Siping is in the United States.,cities,The city of Siping is in the United States.,The city of Nagoya is in the Dominican Republic.,0,0,FF,and,BA
The Spanish word 'tener' means 'to have' or the Spanish word 'sencilla' means 'simple'.,sp_en_trans,The Spanish word 'sencilla' means 'simple'.,The Spanish word 'tener' means 'to have'.,1,1,TT,or,BA
Hans Oersted lived in Denmark and Ralph H. Baer lived in the U.S.,inventors,Ralph H. Baer lived in the U.S.,Hans Oersted lived in Denmark.,1,1,TT,and,BA
The city of Wenzhou is in Cambodia or the city of Kampala is in Afghanistan.,cities,The city of Kampala is in Afghanistan.,The city of Wenzhou is in Cambodia.,0,0,FF,or,BA
The kangaroo is a mammal or the dolphin is a crustacean.,animal_class,The dolphin is a crustacean.,The kangaroo is a mammal.,0,1,FT,or,BA
Cesium has the symbol Ce and Thulium has the symbol Tm.,element_symb,Thulium has the symbol Tm.,Cesium has the symbol Ce.,1,0,TF,and,BA
The city of Pretoria is in Mongolia and the city of Kuala Lumpur is in Côte d'Ivoire.,cities,The city of Kuala Lumpur is in Côte d'Ivoire.,The city of Pretoria is in Mongolia.,0,0,FF,and,BA
James Clerk Maxwell lived in the U.K or Sir Humphry Davy lived in Austria.,inventors,James Clerk Maxwell lived in the U.K.,Sir Humphry Davy lived in Austria.,1,0,TF,or,AB
The goat is a reptile or the parrot is a bird.,animal_class,The parrot is a bird.,The goat is a reptile.,1,0,TF,or,BA
The city of Johannesburg is in South Africa and the city of Bandar Lampung is in Lithuania.,cities,The city of Bandar Lampung is in Lithuania.,The city of Johannesburg is in South Africa.,0,1,FT,and,BA
Zinc has the symbol Ac and Ytterbium has the symbol F.,element_symb,Ytterbium has the symbol F.,Zinc has the symbol Ac.,0,0,FF,and,BA
The whale is a amphibian and the goat is a mammal.,animal_class,The goat is a mammal.,The whale is a amphibian.,1,0,TF,and,BA
Michael Faraday lived in the U.K or Sir Frank Whittle lived in the Netherlands.,inventors,Sir Frank Whittle lived in the Netherlands.,Michael Faraday lived in the U.K.,0,1,FT,or,BA
The city of Budapest is in Armenia and the city of Algiers is in Algeria.,cities,The city of Algiers is in Algeria.,The city of Budapest is in Armenia.,1,0,TF,and,BA
Ralph H. Baer lived in the U.S or Herbert Akroyd Stuart lived in Croatia.,inventors,Ralph H. Baer lived in the U.S.,Herbert Akroyd Stuart lived in Croatia.,1,0,TF,or,AB
The city of Huainan is in Cameroon and the city of Curitiba is in Croatia.,cities,The city of Huainan is in Cameroon.,The city of Curitiba is in Croatia.,0,0,FF,and,AB
Tellurium has the symbol Te or Lead has the symbol Pb.,element_symb,Tellurium has the symbol Te.,Lead has the symbol Pb.,1,1,TT,or,AB
Tellurium has the symbol Te or Radium has the symbol Pr.,element_symb,Tellurium has the symbol Te.,Radium has the symbol Pr.,1,0,TF,or,AB
Rudolf Kálmán lived in Hungary or Joseph Marie Jacquard lived in France.,inventors,Joseph Marie Jacquard lived in France.,Rudolf Kálmán lived in Hungary.,1,1,TT,or,BA
William Kelly lived in the Soviet Union and John Callcott Horsley lived in India.,inventors,William Kelly lived in the Soviet Union.,John Callcott Horsley lived in India.,0,0,FF,and,AB
The city of Ganzhou is in China or the city of Yaounde is in Finland.,cities,The city of Ganzhou is in China.,The city of Yaounde is in Finland.,1,0,TF,or,AB
The Spanish word 'vecino' means 'wind' and the Spanish word 'caliente' means 'hot'.,sp_en_trans,The Spanish word 'vecino' means 'wind'.,The Spanish word 'caliente' means 'hot'.,0,1,FT,and,AB
The Spanish word 'desarrollar' means 'to develop' or the Spanish word 'viejo' means 'old'.,sp_en_trans,The Spanish word 'viejo' means 'old'.,The Spanish word 'desarrollar' means 'to develop'.,1,1,TT,or,BA
George Devol lived in Hungary or Guglielmo Marconi lived in Japan.,inventors,George Devol lived in Hungary.,Guglielmo Marconi lived in Japan.,0,0,FF,or,AB
The slug is a mammal and the llama is a mollusk.,animal_class,The slug is a mammal.,The llama is a mollusk.,0,0,FF,and,AB
The Spanish word 'parecer' means 'to seem' or the Spanish word 'uno' means 'one'.,sp_en_trans,The Spanish word 'uno' means 'one'.,The Spanish word 'parecer' means 'to seem'.,1,1,TT,or,BA
Percy Spencer lived in Russia or James Murray Spangler lived in Poland/Germany.,inventors,James Murray Spangler lived in Poland/Germany.,Percy Spencer lived in Russia.,0,0,FF,or,BA
Yvonne Brill lived in Poland/France and Alec Jeffreys lived in the U.K.,inventors,Yvonne Brill lived in Poland/France.,Alec Jeffreys lived in the U.K.,0,1,FT,and,AB
The Spanish word 'uno' means 'mouth' and the Spanish word 'boca' means 'mouth'.,sp_en_trans,The Spanish word 'boca' means 'mouth'.,The Spanish word 'uno' means 'mouth'.,1,0,TF,and,BA
The moose is a reptile and the raccoon is a mammal.,animal_class,The moose is a reptile.,The raccoon is a mammal.,0,1,FT,and,AB
Ralph H. Baer lived in the U.S and Igor Tamm lived in Russia.,inventors,Igor Tamm lived in Russia.,Ralph H. Baer lived in the U.S.,1,1,TT,and,BA
The city of Al Mawsil al Jadidah is in Morocco and the city of Makassar is in Indonesia.,cities,The city of Al Mawsil al Jadidah is in Morocco.,The city of Makassar is in Indonesia.,0,1,FT,and,AB
The city of Yangquan is in China or the city of Bhayandar is in Oman.,cities,The city of Bhayandar is in Oman.,The city of Yangquan is in China.,0,1,FT,or,BA
The moose is a reptile or the camel is a mammal.,animal_class,The moose is a reptile.,The camel is a mammal.,0,1,FT,or,AB
Joseph Marie Jacquard lived in France and Rudolf Kálmán lived in Hungary.,inventors,Joseph Marie Jacquard lived in France.,Rudolf Kálmán lived in Hungary.,1,1,TT,and,AB
The lion is a cnidarian or the tuna is a insect.,animal_class,The lion is a cnidarian.,The tuna is a insect.,0,0,FF,or,AB
The Spanish word 'huevo' means 'sister' and the Spanish word 'bosque' means 'force'.,sp_en_trans,The Spanish word 'bosque' means 'force'.,The Spanish word 'huevo' means 'sister'.,0,0,FF,and,BA
Iron has the symbol Fe or Thulium has the symbol Tm.,element_symb,Thulium has the symbol Tm.,Iron has the symbol Fe.,1,1,TT,or,BA
Germanium has the symbol Ra and Magnesium has the symbol Mg.,element_symb,Germanium has the symbol Ra.,Magnesium has the symbol Mg.,0,1,FT,and,AB
The city of Stockholm is in Sweden or the city of Saratov is in Russia.,cities,The city of Stockholm is in Sweden.,The city of Saratov is in Russia.,1,1,TT,or,AB
The city of Ashgabat is in Turkmenistan and the city of Dammam is in Saudi Arabia.,cities,The city of Ashgabat is in Turkmenistan.,The city of Dammam is in Saudi Arabia.,1,1,TT,and,AB
The Spanish word 'vender' means 'to sell' and the Spanish word 'desarrollar' means 'sand'.,sp_en_trans,The Spanish word 'desarrollar' means 'sand'.,The Spanish word 'vender' means 'to sell'.,0,1,FT,and,BA
Grace Hopper lived in the U.S and Gideon Sundback lived in Sweden/the U.S.,inventors,Grace Hopper lived in the U.S.,Gideon Sundback lived in Sweden/the U.S.,1,1,TT,and,AB
Dysprosium has the symbol I and Copper has the symbol La.,element_symb,Dysprosium has the symbol I.,Copper has the symbol La.,0,0,FF,and,AB
Fridtjof Nansen lived in Norway and Narinder Singh Kapany lived in India.,inventors,Narinder Singh Kapany lived in India.,Fridtjof Nansen lived in Norway.,1,1,TT,and,BA
The city of Curitiba is in Croatia and the city of Huainan is in Cameroon.,cities,The city of Huainan is in Cameroon.,The city of Curitiba is in Croatia.,0,0,FF,and,BA
The city of Paranaque City is in Italy or the city of Klang is in South Africa.,cities,The city of Paranaque City is in Italy.,The city of Klang is in South Africa.,0,0,FF,or,AB
Platinum has the symbol Pt or Astatine has the symbol At.,element_symb,Platinum has the symbol Pt.,Astatine has the symbol At.,1,1,TT,or,AB
The Spanish word 'isla' means 'seed' and the Spanish word 'tres' means 'hope'.,sp_en_trans,The Spanish word 'tres' means 'hope'.,The Spanish word 'isla' means 'seed'.,0,0,FF,and,BA
The Spanish word 'grupo' means 'wave' or the Spanish word 'semilla' means 'bear'.,sp_en_trans,The Spanish word 'semilla' means 'bear'.,The Spanish word 'grupo' means 'wave'.,0,0,FF,or,BA
The city of Algiers is in Algeria and the city of Siping is in the United States.,cities,The city of Algiers is in Algeria.,The city of Siping is in the United States.,1,0,TF,and,AB
The city of Kisangani is in the Democratic Republic of the Congo or the city of Ciudad Nezahualcoyotl is in Mongolia.,cities,The city of Ciudad Nezahualcoyotl is in Mongolia.,The city of Kisangani is in the Democratic Republic of the Congo.,0,1,FT,or,BA
The city of Lubumbashi is in Chile and the city of Hanoi is in Vietnam.,cities,The city of Hanoi is in Vietnam.,The city of Lubumbashi is in Chile.,1,0,TF,and,BA
The city of Xiamen is in Madagascar or the city of Tucson is in Armenia.,cities,The city of Xiamen is in Madagascar.,The city of Tucson is in Armenia.,0,0,FF,or,AB
The Spanish word 'vecino' means 'wind' and the Spanish word 'caliente' means 'corner'.,sp_en_trans,The Spanish word 'vecino' means 'wind'.,The Spanish word 'caliente' means 'corner'.,0,0,FF,and,AB
The horse is a mammal or the hummingbird is a bird.,animal_class,The horse is a mammal.,The hummingbird is a bird.,1,1,TT,or,AB
Titanium has the symbol Ti and Radon has the symbol Np.,element_symb,Radon has the symbol Np.,Titanium has the symbol Ti.,0,1,FT,and,BA
The Spanish word 'higo' means 'fig' and the Spanish word 'oscuro' means 'dark'.,sp_en_trans,The Spanish word 'oscuro' means 'dark'.,The Spanish word 'higo' means 'fig'.,1,1,TT,and,BA
Konrad Zuse lived in Finland and Edwin Link lived in Japan.,inventors,Konrad Zuse lived in Finland.,Edwin Link lived in Japan.,0,0,FF,and,AB
Joseph Glidden lived in China or Narinder Singh Kapany lived in India.,inventors,Narinder Singh Kapany lived in India.,Joseph Glidden lived in China.,1,0,TF,or,BA
Joseph-Armand Bombardier lived in Canada or Godfrey Hounsfield lived in the U.K.,inventors,Joseph-Armand Bombardier lived in Canada.,Godfrey Hounsfield lived in the U.K.,1,1,TT,or,AB
The Spanish word 'parte' means 'part' or the Spanish word 'piedra' means 'mouth'.,sp_en_trans,The Spanish word 'piedra' means 'mouth'.,The Spanish word 'parte' means 'part'.,0,1,FT,or,BA
Rhenium has the symbol Pb and Platinum has the symbol Pt.,element_symb,Platinum has the symbol Pt.,Rhenium has the symbol Pb.,1,0,TF,and,BA
Phosphorus has the symbol P or Strontium has the symbol I.,element_symb,Phosphorus has the symbol P.,Strontium has the symbol I.,1,0,TF,or,AB
The parrot is a bird and the tiger is a mammal.,animal_class,The tiger is a mammal.,The parrot is a bird.,1,1,TT,and,BA
Francium has the symbol Se or Vanadium has the symbol Ta.,element_symb,Vanadium has the symbol Ta.,Francium has the symbol Se.,0,0,FF,or,BA
Aluminum has the symbol C or Potassium has the symbol C.,element_symb,Aluminum has the symbol C.,Potassium has the symbol C.,0,0,FF,or,AB
Vanadium has the symbol V or Francium has the symbol Se.,element_symb,Vanadium has the symbol V.,Francium has the symbol Se.,1,0,TF,or,AB
Joseph-Armand Bombardier lived in Switzerland or Godfrey Hounsfield lived in Germany.,inventors,Joseph-Armand Bombardier lived in Switzerland.,Godfrey Hounsfield lived in Germany.,0,0,FF,or,AB
Ralph H. Baer lived in Finland or Igor Tamm lived in Russia.,inventors,Igor Tamm lived in Russia.,Ralph H. Baer lived in Finland.,1,0,TF,or,BA
Rhenium has the symbol Pb and Hafnium has the symbol U.,element_symb,Hafnium has the symbol U.,Rhenium has the symbol Pb.,0,0,FF,and,BA
Percy Spencer lived in the U.S or James Murray Spangler lived in Poland/Germany.,inventors,James Murray Spangler lived in Poland/Germany.,Percy Spencer lived in the U.S.,0,1,FT,or,BA
The jellyfish is a cnidarian and the platypus is a mammal.,animal_class,The jellyfish is a cnidarian.,The platypus is a mammal.,1,1,TT,and,AB
John Walker lived in the U.K and Charles Francis Richter lived in the U.S.,inventors,John Walker lived in the U.K.,Charles Francis Richter lived in the U.S.,1,1,TT,and,AB
Selenium has the symbol Po and Boron has the symbol B.,element_symb,Selenium has the symbol Po.,Boron has the symbol B.,0,1,FT,and,AB
Bismuth has the symbol Tl or Oxygen has the symbol O.,element_symb,Bismuth has the symbol Tl.,Oxygen has the symbol O.,0,1,FT,or,AB
The camel is a crustacean or the bison is a cnidarian.,animal_class,The bison is a cnidarian.,The camel is a crustacean.,0,0,FF,or,BA
The city of Wanning is in Madagascar and the city of Gaziantep is in Ghana.,cities,The city of Wanning is in Madagascar.,The city of Gaziantep is in Ghana.,0,0,FF,and,AB
The Spanish word 'cabeza' means 'south' or the Spanish word 'lista' means 'voice'.,sp_en_trans,The Spanish word 'cabeza' means 'south'.,The Spanish word 'lista' means 'voice'.,0,0,FF,or,AB
The dolphin is a mammal or the cheetah is a arachnid.,animal_class,The dolphin is a mammal.,The cheetah is a arachnid.,1,0,TF,or,AB
The Spanish word 'sur' means 'south' or the Spanish word 'conejo' means 'rabbit'.,sp_en_trans,The Spanish word 'conejo' means 'rabbit'.,The Spanish word 'sur' means 'south'.,1,1,TT,or,BA
Ralph H. Baer lived in Finland or Hans Oersted lived in Denmark.,inventors,Ralph H. Baer lived in Finland.,Hans Oersted lived in Denmark.,0,1,FT,or,AB
The goat is a reptile or the salmon is a crustacean.,animal_class,The salmon is a crustacean.,The goat is a reptile.,0,0,FF,or,BA
The city of Kyiv is in Iran and the city of Agadir is in Somalia.,cities,The city of Kyiv is in Iran.,The city of Agadir is in Somalia.,0,0,FF,and,AB
Tantalum has the symbol Ta or Barium has the symbol Kr.,element_symb,Tantalum has the symbol Ta.,Barium has the symbol Kr.,1,0,TF,or,AB
Potassium has the symbol K or Sulfur has the symbol O.,element_symb,Potassium has the symbol K.,Sulfur has the symbol O.,1,0,TF,or,AB
The city of Quzhou is in Thailand or the city of Shah Alam is in Malaysia.,cities,The city of Quzhou is in Thailand.,The city of Shah Alam is in Malaysia.,0,1,FT,or,AB
The Spanish word 'lento' means 'cook' or the Spanish word 'perro' means 'dog'.,sp_en_trans,The Spanish word 'perro' means 'dog'.,The Spanish word 'lento' means 'cook'.,1,0,TF,or,BA
Konrad Zuse lived in Finland or Edwin Link lived in the U.S.,inventors,Konrad Zuse lived in Finland.,Edwin Link lived in the U.S.,0,1,FT,or,AB
The frog is a amphibian and the bee is a mollusk.,animal_class,The bee is a mollusk.,The frog is a amphibian.,0,1,FT,and,BA
Albert Ghiorso lived in the U.S or Alexander Graham Bell lived in Scotland/Canada/the U.S.,inventors,Alexander Graham Bell lived in Scotland/Canada/the U.S.,Albert Ghiorso lived in the U.S.,1,1,TT,or,BA
The city of Hanoi is in Vietnam or the city of Lubumbashi is in the Democratic Republic of the Congo.,cities,The city of Hanoi is in Vietnam.,The city of Lubumbashi is in the Democratic Republic of the Congo.,1,1,TT,or,AB
Indium has the symbol Mo or Radium has the symbol Ra.,element_symb,Radium has the symbol Ra.,Indium has the symbol Mo.,1,0,TF,or,BA
Radon has the symbol Np and Scandium has the symbol Kr.,element_symb,Scandium has the symbol Kr.,Radon has the symbol Np.,0,0,FF,and,BA
The city of Ho Chi Minh City is in Ghana or the city of Hannover is in Egypt.,cities,The city of Ho Chi Minh City is in Ghana.,The city of Hannover is in Egypt.,0,0,FF,or,AB
The city of Ryazan' is in Russia and the city of Dortmund is in Germany.,cities,The city of Dortmund is in Germany.,The city of Ryazan' is in Russia.,1,1,TT,and,BA
The Spanish word 'negro' means 'all' or the Spanish word 'nombre' means 'water'.,sp_en_trans,The Spanish word 'negro' means 'all'.,The Spanish word 'nombre' means 'water'.,0,0,FF,or,AB
John Ambrose Fleming lived in the U.K and Hans Goldschmidt lived in Russia.,inventors,Hans Goldschmidt lived in Russia.,John Ambrose Fleming lived in the U.K.,0,1,FT,and,BA
The city of Harbin is in Madagascar or the city of Sapporo is in Japan.,cities,The city of Sapporo is in Japan.,The city of Harbin is in Madagascar.,1,0,TF,or,BA
Scandium has the symbol Kr or Gallium has the symbol Pb.,element_symb,Gallium has the symbol Pb.,Scandium has the symbol Kr.,0,0,FF,or,BA
The city of Yaounde is in Cameroon and the city of Weifang is in Mozambique.,cities,The city of Weifang is in Mozambique.,The city of Yaounde is in Cameroon.,0,1,FT,and,BA
Radon has the symbol Np and Chromium has the symbol Rb.,element_symb,Chromium has the symbol Rb.,Radon has the symbol Np.,0,0,FF,and,BA
The city of Saint Petersburg is in Russia and the city of Luzhou is in Guinea.,cities,The city of Saint Petersburg is in Russia.,The city of Luzhou is in Guinea.,1,0,TF,and,AB
Ignazio Porro lived in Italy or Chester Carlson lived in the U.S.,inventors,Ignazio Porro lived in Italy.,Chester Carlson lived in the U.S.,1,1,TT,or,AB
The Spanish word 'palabra' means 'word' or the Spanish word 'hielo' means 'ice'.,sp_en_trans,The Spanish word 'hielo' means 'ice'.,The Spanish word 'palabra' means 'word'.,1,1,TT,or,BA
Potassium has the symbol K and Aluminum has the symbol Al.,element_symb,Aluminum has the symbol Al.,Potassium has the symbol K.,1,1,TT,and,BA
The city of Diyarbakir is in Kazakhstan and the city of Seoul is in Zimbabwe.,cities,The city of Seoul is in Zimbabwe.,The city of Diyarbakir is in Kazakhstan.,0,0,FF,and,BA
Igor Tamm lived in Russia and Willis Carrier lived in Switzerland.,inventors,Willis Carrier lived in Switzerland.,Igor Tamm lived in Russia.,0,1,FT,and,BA
Whitcomb Judson lived in the U.S and Igor Tamm lived in Denmark.,inventors,Whitcomb Judson lived in the U.S.,Igor Tamm lived in Denmark.,1,0,TF,and,AB
Cesium has the symbol Cs and Dysprosium has the symbol I.,element_symb,Dysprosium has the symbol I.,Cesium has the symbol Cs.,0,1,FT,and,BA
The Spanish word 'clase' means 'twenty' and the Spanish word 'conectar' means 'to sell'.,sp_en_trans,The Spanish word 'conectar' means 'to sell'.,The Spanish word 'clase' means 'twenty'.,0,0,FF,and,BA
The slug is a mollusk or the llama is a mammal.,animal_class,The slug is a mollusk.,The llama is a mammal.,1,1,TT,or,AB
The Spanish word 'fuego' means 'fire' and the Spanish word 'caliente' means 'corner'.,sp_en_trans,The Spanish word 'caliente' means 'corner'.,The Spanish word 'fuego' means 'fire'.,0,1,FT,and,BA
