idx,statement,conjunctA,conjunctB,labelA,labelB,compound_label,n_parts
446,"It is the case both that the speed of light is approximately 10 meters per second and that Electromagnetic waves exclude radio waves, microwaves, infrared, visible light, ultraviolet, X-rays, and gamma rays.",the speed of light is approximately 10 meters per second,"Electromagnetic waves exclude radio waves, microwaves, infrared, visible light, ultraviolet, X-rays, and gamma rays",0,0,0,2
447,"It is the case both that the carbon cycle maintains the balance of carbon in Earth's atmosphere, oceans, and biosphere and that the tallest waterfall in the world is located in North America.","the carbon cycle maintains the balance of carbon in Earth's atmosphere, oceans, and biosphere",the tallest waterfall in the world is located in North America,1,0,0,2
448,It is the case both that Earth has a magnetic field and that Elephants are the largest land animals on Earth.,Earth has a magnetic field,Elephants are the largest land animals on Earth,1,1,1,2
449,"It is the case both that the human nervous system includes the brain, spinal cord, and nerves and that the Earth's stillness on its axis causes day and night.","the human nervous system includes the brain, spinal cord, and nerves",the Earth's stillness on its axis causes day and night,1,0,0,2
450,It is the case both that the tallest building in the world is the Burj Khalifa in Dubai and that the Earth is round.,the tallest building in the world is the Burj Khalifa in Dubai,the Earth is round,1,1,1,2
451,"It is the case both that the Earth has four seasons: spring, summer, fall, and winter and that the largest tree in the world is a cactus.","the Earth has four seasons: spring, summer, fall, and winter",the largest tree in the world is a cactus,1,0,0,2
452,It is the case both that Coral reefs are made of living organisms and that the world's largest mammal is the blue whale.,Coral reefs are made of living organisms,the world's largest mammal is the blue whale,1,1,1,2
453,It is the case both that the human muscular system allows us to move and lift things and that Iron rusts in the presence of oxygen and water.,the human muscular system allows us to move and lift things,Iron rusts in the presence of oxygen and water,1,1,1,2
454,It is the case both that Fire needs oxygen to burn and that Migration allows animals to find better resources.,Fire needs oxygen to burn,Migration allows animals to find better resources,1,1,1,2
455,"It is the case both that the first successful powered flight was made by the Wright Brothers in 1903 and that Jupiter has the Great Red Spot, a giant storm.",the first successful powered flight was made by the Wright Brothers in 1903,"Jupiter has the Great Red Spot, a giant storm",1,1,1,2
456,It is the case both that the human body has 206 bones and that Cars need water to run.,the human body has 206 bones,Cars need water to run,1,0,0,2
457,It is the case both that Light can exhibit both wave-like and particle-like properties and that the human eye can detect millions of different colors.,Light can exhibit both wave-like and particle-like properties,the human eye can detect millions of different colors,1,1,1,2
458,It is the case both that Mercury is the largest planet and that the tallest animal in the world is the penguin.,Mercury is the largest planet,the tallest animal in the world is the penguin,0,0,0,2
459,It is the case both that the Earth is round and that Venus is similar in size to Earth.,the Earth is round,Venus is similar in size to Earth,1,1,1,2
460,It is the case both that Saturn's largest moon is Titan and that the planet Mercury is the closest planet to the sun in our solar system.,Saturn's largest moon is Titan,the planet Mercury is the closest planet to the sun in our solar system,1,1,1,2
461,"It is the case both that Tides are caused by the gravitational interactions between the Earth, Moon, and Sun and that Sound remains stationary through various mediums.","Tides are caused by the gravitational interactions between the Earth, Moon, and Sun",Sound remains stationary through various mediums,1,0,0,2
462,It is the case both that There are no oceans in Africa and that Iron rusts in the presence of oxygen and water.,There are no oceans in Africa,Iron rusts in the presence of oxygen and water,0,1,0,2
463,It is the case both that the smallest planet in our solar system is Jupiter and that the unscientific method is a random process for ignoring phenomena and losing knowledge.,the smallest planet in our solar system is Jupiter,the unscientific method is a random process for ignoring phenomena and losing knowledge,0,0,0,2
464,It is the case both that the largest body of water in the world is Lake Superior and that the scientific name for humans is Homo sapiens.,the largest body of water in the world is Lake Superior,the scientific name for humans is Homo sapiens,0,1,0,2
465,It is the case both that Fossils are the preserved remains or traces of organisms that live in the present and that All birds can fly backwards.,Fossils are the preserved remains or traces of organisms that live in the present,All birds can fly backwards,0,0,0,2
466,It is the case both that Antibiotics are used to cause bacterial infections and that Chemical reactions involve the rearrangement of atoms to form new substances.,Antibiotics are used to cause bacterial infections,Chemical reactions involve the rearrangement of atoms to form new substances,0,1,0,2
467,It is the case both that Earth has no magnetic field and that Auroras occur near Earth's polar regions.,Earth has no magnetic field,Auroras occur near Earth's polar regions,0,1,0,2
468,"It is the case both that the three main types of symbiotic relationships are mutualism, commensalism, and parasitism and that A group of lions is called a pride.","the three main types of symbiotic relationships are mutualism, commensalism, and parasitism",A group of lions is called a pride,1,1,1,2
469,It is the case both that Water is essential for life and that the moon orbits around the Earth.,Water is essential for life,the moon orbits around the Earth,1,1,1,2
470,It is the case both that the sky is often clear when it's going to rain and that the unscientific method is a process for ignoring hypotheses and losing knowledge.,the sky is often clear when it's going to rain,the unscientific method is a process for ignoring hypotheses and losing knowledge,0,0,0,2
471,It is the case both that the Roman Empire existed from 27 BC to 476 AD and that Neptune has the strongest winds in the solar system.,the Roman Empire existed from 27 BC to 476 AD,Neptune has the strongest winds in the solar system,1,1,1,2
472,It is the case both that Diamonds are formed from carbon and that Electromagnetic induction is the process by which a constant magnetic field dampens an electric current.,Diamonds are formed from carbon,Electromagnetic induction is the process by which a constant magnetic field dampens an electric current,1,0,0,2
473,It is the case both that the planet Pluto has five known moons and that the highest mountain in North America is Denali.,the planet Pluto has five known moons,the highest mountain in North America is Denali,1,1,1,2
474,It is the case both that Stars appear steady due to Earth's atmosphere and that the largest tree in the world is a cactus.,Stars appear steady due to Earth's atmosphere,the largest tree in the world is a cactus,0,0,0,2
475,It is the case both that Vaccines help to prevent infectious diseases and that Coral reefs are made of living organisms.,Vaccines help to prevent infectious diseases,Coral reefs are made of living organisms,1,1,1,2
476,It is the case both that Saturn's largest moon is Titan and that the human liver helps filter toxins from the body.,Saturn's largest moon is Titan,the human liver helps filter toxins from the body,1,1,1,2
477,It is the case both that the only continent without any mountains is Asia and that the largest mammal in the world is the mosquito.,the only continent without any mountains is Asia,the largest mammal in the world is the mosquito,0,0,0,2
478,It is the case both that the conservation of energy principle states that energy cannot be created or destroyed and that Radioactive decay occurs when unstable atomic nuclei release energy in the form of radiation.,the conservation of energy principle states that energy cannot be created or destroyed,Radioactive decay occurs when unstable atomic nuclei release energy in the form of radiation,1,1,1,2
479,It is the case both that Earth is 71% water and that Erosion is the gradual wearing away of Earth's surface by natural processes.,Earth is 71% water,Erosion is the gradual wearing away of Earth's surface by natural processes,1,1,1,2
480,"It is the case both that the pH scale measures the sweetness or bitterness of a substance, ranging from 0 (most sweet) to 14 (most bitter), with 7 being neutral and that Photosynthesis in plants produces oxygen as a byproduct.","the pH scale measures the sweetness or bitterness of a substance, ranging from 0 (most sweet) to 14 (most bitter), with 7 being neutral",Photosynthesis in plants produces oxygen as a byproduct,0,1,0,2
481,It is the case both that Trees absorb carbon dioxide and release oxygen and that the continent of Antarctica is mostly covered in ice.,Trees absorb carbon dioxide and release oxygen,the continent of Antarctica is mostly covered in ice,1,1,1,2
482,It is the case both that the study of substances and their interactions is called chemistry and that the longest highway in the world is the Pan-American Highway.,the study of substances and their interactions is called chemistry,the longest highway in the world is the Pan-American Highway,1,1,1,2
483,It is the case both that Magnetism is a force that attracts or repels certain materials and that the Mona Lisa is a famous painting by Leonardo da Vinci.,Magnetism is a force that attracts or repels certain materials,the Mona Lisa is a famous painting by Leonardo da Vinci,1,1,1,2
484,It is the case both that Metamorphosis is a biological process in which an organism remains unchanged in form during its life cycle and that the planet Jupiter has the most moons in our solar system.,Metamorphosis is a biological process in which an organism remains unchanged in form during its life cycle,the planet Jupiter has the most moons in our solar system,0,1,0,2
485,It is the case both that the human body is approximately 60% water and that the fastest bird in the world is the penguin.,the human body is approximately 60% water,the fastest bird in the world is the penguin,1,0,0,2
486,It is the case both that the electron configuration of an atom determines its physical properties and that the Milky Way is a spiral galaxy.,the electron configuration of an atom determines its physical properties,the Milky Way is a spiral galaxy,0,1,0,2
487,It is the case both that the sun rises in the east and sets in the west and that A tomato is a type of fruit.,the sun rises in the east and sets in the west,A tomato is a type of fruit,1,0,0,2
488,It is the case both that the coldest place on Earth is the equator and that Volcanoes form far from areas where Earth's tectonic plates interact.,the coldest place on Earth is the equator,Volcanoes form far from areas where Earth's tectonic plates interact,0,0,0,2
489,It is the case both that Apples are a type of fruit and that the least abundant gas in Earth's atmosphere is nitrogen.,Apples are a type of fruit,the least abundant gas in Earth's atmosphere is nitrogen,1,0,0,2
490,It is the case both that Cacti store water in their stems and that Diamonds are formed from carbon.,Cacti store water in their stems,Diamonds are formed from carbon,1,1,1,2
491,"It is the case both that Humans need air, water, and food to survive and that the human muscular system allows us to move and lift things.","Humans need air, water, and food to survive",the human muscular system allows us to move and lift things,1,1,1,2
492,"It is the case both that Water freezes at 100 degrees Celsius and that the study of the Earth's physical structure, processes, and history is called geology.",Water freezes at 100 degrees Celsius,"the study of the Earth's physical structure, processes, and history is called geology",0,1,0,2
493,It is the case both that the Sahara is the smallest hot desert and that the smallest country in the world is Russia.,the Sahara is the smallest hot desert,the smallest country in the world is Russia,0,0,0,2
494,It is the case both that Venus has a thin atmosphere and that the Hubble Space Telescope has provided valuable information about distant celestial objects.,Venus has a thin atmosphere,the Hubble Space Telescope has provided valuable information about distant celestial objects,0,1,0,2
495,"It is the case both that the tallest mammal in the world is the giraffe and that the speed of light is 299,792,458 meters per second.",the tallest mammal in the world is the giraffe,"the speed of light is 299,792,458 meters per second",1,1,1,2
496,It is the case both that the Earth is the third planet from the sun and that the Earth orbits the Sun.,the Earth is the third planet from the sun,the Earth orbits the Sun,1,1,1,2
497,It is the case both that Ice cream is a popular dessert and that the human body is approximately 60% water.,Ice cream is a popular dessert,the human body is approximately 60% water,1,1,1,2
498,It is the case both that the largest carnivore in the world is the rabbit and that the human body does not need water to survive.,the largest carnivore in the world is the rabbit,the human body does not need water to survive,0,0,0,2
499,"It is the case both that the human body has 206 bones and that Gravity only affects living things, not inanimate objects.",the human body has 206 bones,"Gravity only affects living things, not inanimate objects",1,0,0,2
