idx,statement,disjunctA,disjunctB,labelA,labelB,compound_label,n_parts
454,It is the case either that the first person to walk on the moon was Elvis Presley or that the largest carnivore in the world is the rabbit.,the first person to walk on the moon was Elvis Presley,the largest carnivore in the world is the rabbit,0,0,0,2
455,It is the case either that the Statue of Liberty is located in Tokyo or that Humans have five basic senses.,the Statue of Liberty is located in Tokyo,Humans have five basic senses,0,1,1,2
456,It is the case either that the human nose is located on the forehead or that Seasons are caused by Earth's constant alignment.,the human nose is located on the forehead,Seasons are caused by Earth's constant alignment,0,0,0,2
457,"It is the case either that Gravity only affects living things, not inanimate objects or that the only continent without any forests is South America.","Gravity only affects living things, not inanimate objects",the only continent without any forests is South America,0,0,0,2
458,It is the case either that Light can exhibit neither wave-like nor particle-like properties or that the human body has 206 bones.,Light can exhibit neither wave-like nor particle-like properties,the human body has 206 bones,0,1,1,2
459,"It is the case either that the Earth is flat, not round or that Tornadoes are stationary columns of air.","the Earth is flat, not round",Tornadoes are stationary columns of air,0,0,0,2
460,"It is the case either that the smallest mammal in the world is the elephant or that the water cycle excludes evaporation, condensation, precipitation, and runoff.",the smallest mammal in the world is the elephant,"the water cycle excludes evaporation, condensation, precipitation, and runoff",0,0,0,2
461,It is the case either that the largest fish in the world is the goldfish or that the speed of light is the slowest known speed in the universe.,the largest fish in the world is the goldfish,the speed of light is the slowest known speed in the universe,0,0,0,2
462,"It is the case either that the first man-made satellite was launched by North Korea or that Mars has the smallest volcano, Olympus Valley.",the first man-made satellite was launched by North Korea,"Mars has the smallest volcano, Olympus Valley",0,0,0,2
463,"It is the case either that the sun is a star or that the three main types of neurons are sensory neurons, motor neurons, and interneurons.",the sun is a star,"the three main types of neurons are sensory neurons, motor neurons, and interneurons",1,1,1,2
464,"It is the case either that the human body has four types of water groups: A, B, AB, and O or that Coral reefs are made of non-living materials.","the human body has four types of water groups: A, B, AB, and O",Coral reefs are made of non-living materials,0,0,0,2
465,It is the case either that the human body is not affected by the force of gravity or that the Sahara Desert is covered in snow and ice.,the human body is not affected by the force of gravity,the Sahara Desert is covered in snow and ice,0,0,0,2
466,It is the case either that the largest bird in the world is the sparrow or that the human body is not affected by the force of gravity.,the largest bird in the world is the sparrow,the human body is not affected by the force of gravity,0,0,0,2
467,"It is the case either that Sharks are mammals, not fish or that the Earth is flat, not round.","Sharks are mammals, not fish","the Earth is flat, not round",0,0,0,2
468,It is the case either that the Eiffel Tower is located in London or that the Mona Lisa was painted by Michelangelo.,the Eiffel Tower is located in London,the Mona Lisa was painted by Michelangelo,0,0,0,2
469,It is the case either that Conduction is the transfer of heat through the stagnation of fluids or gases or that the moon is made of cheese.,Conduction is the transfer of heat through the stagnation of fluids or gases,the moon is made of cheese,0,0,0,2
470,It is the case either that the largest ocean in the world is the Indian Ocean or that Plate tectonics shape the Earth's surface.,the largest ocean in the world is the Indian Ocean,Plate tectonics shape the Earth's surface,0,1,1,2
471,It is the case either that the largest lake in the world is located in Antarctica or that the human brain weighs about 100 pounds.,the largest lake in the world is located in Antarctica,the human brain weighs about 100 pounds,0,0,0,2
472,It is the case either that the smallest animal in the world is the elephant or that there are no oceans in Africa.,the smallest animal in the world is the elephant,there are no oceans in Africa,0,0,0,2
473,It is the case either that Cats can bark like dogs or that the highest point in the United States is Death Valley.,Cats can bark like dogs,the highest point in the United States is Death Valley,0,0,0,2
474,It is the case either that the fastest mammal in the world is the turtle or that Metamorphosis is a biological process in which an organism remains unchanged in form during its life cycle.,the fastest mammal in the world is the turtle,Metamorphosis is a biological process in which an organism remains unchanged in form during its life cycle,0,0,0,2
475,It is the case either that the planet Saturn is named after the Roman god of agriculture or that the Hubble Space Telescope has provided no information about distant celestial objects.,the planet Saturn is named after the Roman god of agriculture,the Hubble Space Telescope has provided no information about distant celestial objects,1,0,1,2
476,It is the case either that the study of matter and its interactions with energy is called physics or that the only continent without any forests is South America.,the study of matter and its interactions with energy is called physics,the only continent without any forests is South America,1,0,1,2
477,It is the case either that the only continent without any mountains is Asia or that the sky is often clear when it's going to rain.,the only continent without any mountains is Asia,the sky is often clear when it's going to rain,0,0,0,2
478,"It is the case either that Electromagnetic waves include radio waves, microwaves, infrared, visible light, ultraviolet, X-rays, and gamma rays or that the Coriolis effect prevents the movement of large-scale weather systems.","Electromagnetic waves include radio waves, microwaves, infrared, visible light, ultraviolet, X-rays, and gamma rays",the Coriolis effect prevents the movement of large-scale weather systems,1,0,1,2
479,It is the case either that the smallest state in the United States is Texas or that the highest mountain in the world is Mount Kilimanjaro.,the smallest state in the United States is Texas,the highest mountain in the world is Mount Kilimanjaro,0,0,0,2
480,It is the case either that All birds can fly backwards or that the largest bird in the world is the sparrow.,All birds can fly backwards,the largest bird in the world is the sparrow,0,0,0,2
481,It is the case either that Auroras occur near Earth's polar regions or that Auroras occur near Earth's polar regions.,Auroras occur near Earth's polar regions,Auroras occur near Earth's polar regions,1,1,1,2
482,It is the case either that the human brain is uninvolved in the body's functions and emotions or that the highest point on Earth is at the bottom of the ocean.,the human brain is uninvolved in the body's functions and emotions,the highest point on Earth is at the bottom of the ocean,0,0,0,2
483,"It is the case either that the human body has four types of water groups: A, B, AB, and O or that Pizza is a type of food that no one likes.","the human body has four types of water groups: A, B, AB, and O",Pizza is a type of food that no one likes,0,0,0,2
484,It is the case either that the largest unit of life is the cell or that the circulatory system transports nutrients and oxygen throughout the body.,the largest unit of life is the cell,the circulatory system transports nutrients and oxygen throughout the body,0,1,1,2
485,It is the case either that the planet Mars is named after the Roman god of war or that the study of the Earth's core beyond Earth's atmosphere is called geoastronomy.,the planet Mars is named after the Roman god of war,the study of the Earth's core beyond Earth's atmosphere is called geoastronomy,1,0,1,2
486,It is the case either that the Sahara Desert is the largest hot desert in the world or that the world's largest mammal is the blue whale.,the Sahara Desert is the largest hot desert in the world,the world's largest mammal is the blue whale,1,1,1,2
487,It is the case either that Cows are carnivores and only eat meat or that Saturn's smallest moon is Titan.,Cows are carnivores and only eat meat,Saturn's smallest moon is Titan,0,0,0,2
488,It is the case either that Venus is similar in size to Earth or that All animals are colorblind.,Venus is similar in size to Earth,All animals are colorblind,1,0,1,2
489,It is the case either that the only continent without any forests is South America or that the largest body of water in the world is Lake Superior.,the only continent without any forests is South America,the largest body of water in the world is Lake Superior,0,0,0,2
490,"It is the case either that the three main types of neurons are muscle neurons, sensory neurons, and extraneurons or that Symbiosis is a close relationship between two species.","the three main types of neurons are muscle neurons, sensory neurons, and extraneurons",Symbiosis is a close relationship between two species,0,1,1,2
491,It is the case either that the planet Venus is the hottest planet in our solar system or that Migration prevents animals from finding better resources.,the planet Venus is the hottest planet in our solar system,Migration prevents animals from finding better resources,1,0,1,2
492,It is the case either that the longest highway in the world is the Pan-American Highway or that Mercury is the largest planet.,the longest highway in the world is the Pan-American Highway,Mercury is the largest planet,1,0,1,2
493,It is the case either that there are no oceans in Africa or that the coldest place on Earth is the equator.,there are no oceans in Africa,the coldest place on Earth is the equator,0,0,0,2
494,It is the case either that Erosion is the gradual wearing away of Earth's surface by natural processes or that the smallest continent in the world is Australia.,Erosion is the gradual wearing away of Earth's surface by natural processes,the smallest continent in the world is Australia,1,1,1,2
495,It is the case either that Cars can travel faster than the speed of light or that the Hubble Space Telescope has provided no information about distant celestial objects.,Cars can travel faster than the speed of light,the Hubble Space Telescope has provided no information about distant celestial objects,0,0,0,2
496,It is the case either that the human nose is located on the forehead or that Evolution occurs through the process of natural selection.,the human nose is located on the forehead,Evolution occurs through the process of natural selection,0,1,1,2
497,"It is the case either that Jupiter has the Great Blue Calm, a giant peaceful area or that Sound remains stationary through various mediums.","Jupiter has the Great Blue Calm, a giant peaceful area",Sound remains stationary through various mediums,0,0,0,2
498,It is the case either that the Great Wall of China is located in South America or that the sun revolves around the Earth.,the Great Wall of China is located in South America,the sun revolves around the Earth,0,0,0,2
499,It is the case either that Neurons are specialized cells that transmit electrical and chemical signals in the nervous system or that the fastest land animal in the world is the snail.,Neurons are specialized cells that transmit electrical and chemical signals in the nervous system,the fastest land animal in the world is the snail,1,0,1,2
