r1_row_index,topic,entity_pair_id,statement,conjunctA,conjunctB,labelA,labelB,cell,connective,ordering,global_truth,frozen_atomic_score,compound_trained_score
6296,animal_class,"animal_class::[""gorilla"",""hamster""]",The hamster is a mammal and the gorilla is a reptile.,The gorilla is a reptile.,The hamster is a mammal.,0,1,FT,AND,BA,0,6.866581896368853,-7.042978128170039
6302,animal_class,"animal_class::[""llama"",""mongoose""]",The mongoose is a mammal or the llama is a mollusk.,The mongoose is a mammal.,The llama is a mollusk.,1,0,TF,OR,AB,1,1.6313021082474575,4.746424608268288
6307,inventors,"inventors::[""Bartolomeo Cristofori"",""Joseph Glidden""]",Joseph Glidden lived in China or Bartolomeo Cristofori lived in Italy.,Bartolomeo Cristofori lived in Italy.,Joseph Glidden lived in China.,1,0,TF,OR,BA,1,4.22272442703845,4.252441537427646
6314,inventors,"inventors::[""Joseph Glidden"",""Narinder Singh Kapany""]",Narinder Singh Kapany lived in Canada/the U.S or Joseph Glidden lived in China.,Narinder Singh Kapany lived in Canada/the U.S.,Joseph Glidden lived in China.,0,0,FF,OR,AB,0,2.6530691709507077,-1.5321954381834726
6316,sp_en_trans,"sp_en_trans::[""imaginar"",""tercero""]",The Spanish word 'imaginar' means 'to imagine' and the Spanish word 'tercero' means 'third'.,The Spanish word 'imaginar' means 'to imagine'.,The Spanish word 'tercero' means 'third'.,1,1,TT,AND,AB,1,7.438071760785823,4.835299606540559
6321,animal_class,"animal_class::[""cat"",""vulture""]",The cat is a bird or the vulture is a bird.,The cat is a bird.,The vulture is a bird.,0,1,FT,OR,AB,1,6.268833384770869,2.7615411483563403
6334,animal_class,"animal_class::[""gorilla"",""llama""]",The llama is a mammal or the gorilla is a reptile.,The llama is a mammal.,The gorilla is a reptile.,1,0,TF,OR,AB,1,3.4089198101087397,8.40874398664681
6335,animal_class,"animal_class::[""gorilla"",""hamster""]",The hamster is a bird and the gorilla is a reptile.,The gorilla is a reptile.,The hamster is a bird.,0,0,FF,AND,BA,0,4.637668925240511,-13.175084177749225
6337,inventors,"inventors::[""John Callcott Horsley"",""William Kelly""]",John Callcott Horsley lived in the U.K or William Kelly lived in the U.S.,William Kelly lived in the U.S.,John Callcott Horsley lived in the U.K.,1,1,TT,OR,BA,1,3.034561195833706,12.341174827028604
6348,sp_en_trans,"sp_en_trans::[""guardar"",""vecino""]",The Spanish word 'guardar' means 'to pass' or the Spanish word 'vecino' means 'neighbor'.,The Spanish word 'vecino' means 'neighbor'.,The Spanish word 'guardar' means 'to pass'.,1,0,TF,OR,BA,1,-2.7972028991531355,12.953094188631509
6357,sp_en_trans,"sp_en_trans::[""leer"",""temprano""]",The Spanish word 'temprano' means 'nothing' and the Spanish word 'leer' means 'to read'.,The Spanish word 'temprano' means 'nothing'.,The Spanish word 'leer' means 'to read'.,0,1,FT,AND,AB,0,0.2223716747406072,-8.815240992768778
6358,sp_en_trans,"sp_en_trans::[""guardar"",""vecino""]",The Spanish word 'vecino' means 'neighbor' and the Spanish word 'guardar' means 'to pass'.,The Spanish word 'vecino' means 'neighbor'.,The Spanish word 'guardar' means 'to pass'.,1,0,TF,AND,AB,0,-0.883354707547738,-8.654029618418067
6363,element_symb,"element_symb::[""Astatine"",""Palladium""]",Palladium has the symbol Pd and Astatine has the symbol At.,Astatine has the symbol At.,Palladium has the symbol Pd.,1,1,TT,AND,BA,1,8.475917912324258,3.2697792635487
6367,sp_en_trans,"sp_en_trans::[""caliente"",""vecino""]",The Spanish word 'vecino' means 'wind' or the Spanish word 'caliente' means 'corner'.,The Spanish word 'vecino' means 'wind'.,The Spanish word 'caliente' means 'corner'.,0,0,FF,OR,AB,0,-10.843245048146832,-6.5703384136491465
6375,cities,"cities::[""Lianyungang"",""Puducherry""]",The city of Lianyungang is in Romania or the city of Puducherry is in India.,The city of Puducherry is in India.,The city of Lianyungang is in Romania.,1,0,TF,OR,BA,1,2.545892906642702,4.738761294936944
6379,inventors,"inventors::[""John Callcott Horsley"",""William Kelly""]",John Callcott Horsley lived in India or William Kelly lived in the U.S.,William Kelly lived in the U.S.,John Callcott Horsley lived in India.,1,0,TF,OR,BA,1,1.8731808495371185,1.3624376016258533
6381,sp_en_trans,"sp_en_trans::[""pagar"",""persona""]",The Spanish word 'persona' means 'now' or the Spanish word 'pagar' means 'enough'.,The Spanish word 'persona' means 'now'.,The Spanish word 'pagar' means 'enough'.,0,0,FF,OR,AB,0,-10.808150814476722,-10.251192905950449
6384,inventors,"inventors::[""Hans Geiger"",""James Starley""]",James Starley lived in Austria/the U.S and Hans Geiger lived in Germany.,James Starley lived in Austria/the U.S.,Hans Geiger lived in Germany.,0,1,FT,AND,AB,0,-1.2185054616038546,-14.819924915978506
6402,animal_class,"animal_class::[""horse"",""hummingbird""]",The horse is a fish or the hummingbird is a crustacean.,The horse is a fish.,The hummingbird is a crustacean.,0,0,FF,OR,AB,0,0.7941094302102453,-7.367633190043437
6405,element_symb,"element_symb::[""Boron"",""Osmium""]",Osmium has the symbol P and Boron has the symbol B.,Osmium has the symbol P.,Boron has the symbol B.,0,1,FT,AND,AB,0,-4.561810255436404,-15.06982172210505
6408,sp_en_trans,"sp_en_trans::[""morir"",""mujer""]",The Spanish word 'morir' means 'problem' and the Spanish word 'mujer' means 'woman'.,The Spanish word 'mujer' means 'woman'.,The Spanish word 'morir' means 'problem'.,1,0,TF,AND,BA,0,1.833107068142492,-10.919159159519973
6412,inventors,"inventors::[""John Callcott Horsley"",""William Kelly""]",John Callcott Horsley lived in the U.K or William Kelly lived in the Soviet Union.,William Kelly lived in the Soviet Union.,John Callcott Horsley lived in the U.K.,0,1,FT,OR,BA,1,0.4067156685183049,10.584536138092167
6419,inventors,"inventors::[""Hans von Ohain"",""John Kay""]",Hans von Ohain lived in Germany and John Kay lived in the U.K.,John Kay lived in the U.K.,Hans von Ohain lived in Germany.,1,1,TT,AND,BA,1,10.871664354777701,3.523644134575841
6420,sp_en_trans,"sp_en_trans::[""invierno"",""mar""]",The Spanish word 'invierno' means 'winter' or the Spanish word 'mar' means 'sea'.,The Spanish word 'invierno' means 'winter'.,The Spanish word 'mar' means 'sea'.,1,1,TT,OR,AB,1,2.5519699204388666,22.536064803114886
6425,inventors,"inventors::[""Daniel Fahrenheit"",""Jean-Bernard-Léon Foucault""]",Jean-Bernard-Léon Foucault lived in France or Daniel Fahrenheit lived in Poland/Germany.,Daniel Fahrenheit lived in Poland/Germany.,Jean-Bernard-Léon Foucault lived in France.,1,1,TT,OR,BA,1,2.6272230197770443,11.795428726049845
6428,animal_class,"animal_class::[""llama"",""otter""]",The llama is a mollusk and the otter is a arachnid.,The llama is a mollusk.,The otter is a arachnid.,0,0,FF,AND,AB,0,-8.076151778399408,-25.93414364883515
6430,sp_en_trans,"sp_en_trans::[""enemigo"",""esposa""]",The Spanish word 'esposa' means 'list' and the Spanish word 'enemigo' means 'thin'.,The Spanish word 'esposa' means 'list'.,The Spanish word 'enemigo' means 'thin'.,0,0,FF,AND,AB,0,-8.941754763814915,-21.33156379381084
6433,inventors,"inventors::[""Linus Torvalds"",""Paul Gottlieb Nipkow""]",Paul Gottlieb Nipkow lived in Norway or Linus Torvalds lived in Canada/the U.S.,Linus Torvalds lived in Canada/the U.S.,Paul Gottlieb Nipkow lived in Norway.,0,0,FF,OR,BA,0,0.30352494412151537,-2.7443220129641914
6437,inventors,"inventors::[""Albert Ghiorso"",""Alexander Graham Bell""]",Alexander Graham Bell lived in Scotland/Canada/the U.S and Albert Ghiorso lived in Austria.,Alexander Graham Bell lived in Scotland/Canada/the U.S.,Albert Ghiorso lived in Austria.,1,0,TF,AND,AB,0,-0.31444522118675405,-10.55266611819548
6439,element_symb,"element_symb::[""Cadmium"",""Cerium""]",Cerium has the symbol Ce and Cadmium has the symbol Cd.,Cadmium has the symbol Cd.,Cerium has the symbol Ce.,1,1,TT,AND,BA,1,9.264555913168381,9.497340669958865
6444,inventors,"inventors::[""Hans Goldschmidt"",""John Ambrose Fleming""]",Hans Goldschmidt lived in Russia or John Ambrose Fleming lived in the U.K.,Hans Goldschmidt lived in Russia.,John Ambrose Fleming lived in the U.K.,0,1,FT,OR,AB,1,3.9986381725573126,7.7241732178866656
6449,cities,"cities::[""Jingmen"",""Tolyatti""]",The city of Jingmen is in Peru and the city of Tolyatti is in Myanmar.,The city of Jingmen is in Peru.,The city of Tolyatti is in Myanmar.,0,0,FF,AND,AB,0,-6.017407689400418,-25.488673285997965
6450,inventors,"inventors::[""Bartolomeo Cristofori"",""Joseph Glidden""]",Joseph Glidden lived in the U.S or Bartolomeo Cristofori lived in Italy.,Bartolomeo Cristofori lived in Italy.,Joseph Glidden lived in the U.S.,1,1,TT,OR,BA,1,2.589169878380019,17.915603845352994
6452,sp_en_trans,"sp_en_trans::[""enemigo"",""esposa""]",The Spanish word 'enemigo' means 'enemy' and the Spanish word 'esposa' means 'wife'.,The Spanish word 'esposa' means 'wife'.,The Spanish word 'enemigo' means 'enemy'.,1,1,TT,AND,BA,1,8.618794262382238,9.059872160791501
6466,inventors,"inventors::[""Hans Goldschmidt"",""John Ambrose Fleming""]",Hans Goldschmidt lived in Germany and John Ambrose Fleming lived in Finland.,Hans Goldschmidt lived in Germany.,John Ambrose Fleming lived in Finland.,1,0,TF,AND,AB,0,3.15728877091564,-14.982175848904594
6467,inventors,"inventors::[""Daniel Fahrenheit"",""Jean-Bernard-Léon Foucault""]",Daniel Fahrenheit lived in Poland/Germany and Jean-Bernard-Léon Foucault lived in France.,Daniel Fahrenheit lived in Poland/Germany.,Jean-Bernard-Léon Foucault lived in France.,1,1,TT,AND,AB,1,11.358218940720866,-0.9194664526605549
6469,element_symb,"element_symb::[""Gallium"",""Molybdenum""]",Gallium has the symbol Pb and Molybdenum has the symbol Mo.,Gallium has the symbol Pb.,Molybdenum has the symbol Mo.,0,1,FT,AND,AB,0,-2.74335093788326,-16.126434745052293
6470,cities,"cities::[""Lianyungang"",""Puducherry""]",The city of Puducherry is in Kuwait or the city of Lianyungang is in China.,The city of Puducherry is in Kuwait.,The city of Lianyungang is in China.,0,1,FT,OR,AB,1,3.333637272527579,6.036083155132433
6479,inventors,"inventors::[""George Devol"",""Guglielmo Marconi""]",George Devol lived in the U.S and Guglielmo Marconi lived in Japan.,George Devol lived in the U.S.,Guglielmo Marconi lived in Japan.,1,0,TF,AND,AB,0,-5.573613835880897,-16.90626449686599
6484,inventors,"inventors::[""Alan Turing"",""James Watt""]",Alan Turing lived in the U.K or James Watt lived in Finland.,James Watt lived in Finland.,Alan Turing lived in the U.K.,0,1,FT,OR,BA,1,-1.6189966629776713,8.794852451078635
6485,animal_class,"animal_class::[""aardvark"",""hyena""]",The aardvark is a insect and the hyena is a cnidarian.,The aardvark is a insect.,The hyena is a cnidarian.,0,0,FF,AND,AB,0,-3.7259261612018246,-25.23522937625486
6489,element_symb,"element_symb::[""Copper"",""Dysprosium""]",Dysprosium has the symbol I or Copper has the symbol La.,Dysprosium has the symbol I.,Copper has the symbol La.,0,0,FF,OR,AB,0,-6.40982643676748,-9.620770039197588
6493,element_symb,"element_symb::[""Phosphorus"",""Praseodymium""]",Phosphorus has the symbol P or Praseodymium has the symbol Pr.,Phosphorus has the symbol P.,Praseodymium has the symbol Pr.,1,1,TT,OR,AB,1,1.8649895857935395,20.535413475570888
6499,inventors,"inventors::[""Chester Carlson"",""Ignazio Porro""]",Ignazio Porro lived in Italy or Chester Carlson lived in Poland/Germany.,Ignazio Porro lived in Italy.,Chester Carlson lived in Poland/Germany.,1,0,TF,OR,AB,1,4.309481519368181,3.981885773132839
6513,sp_en_trans,"sp_en_trans::[""imaginar"",""tercero""]",The Spanish word 'imaginar' means 'to imagine' or the Spanish word 'tercero' means 'third'.,The Spanish word 'imaginar' means 'to imagine'.,The Spanish word 'tercero' means 'third'.,1,1,TT,OR,AB,1,2.310823852346221,22.438455824624537
6518,inventors,"inventors::[""Hans Geiger"",""James Starley""]",Hans Geiger lived in Finland and James Starley lived in the U.K.,James Starley lived in the U.K.,Hans Geiger lived in Finland.,1,0,TF,AND,BA,0,5.397535507573805,-7.769767559696323
6520,cities,"cities::[""Algiers"",""Cochin""]",The city of Cochin is in Japan or the city of Algiers is in Lithuania.,The city of Cochin is in Japan.,The city of Algiers is in Lithuania.,0,0,FF,OR,AB,0,1.664156560376172,-6.864052496428316
6528,element_symb,"element_symb::[""Tellurium"",""Zirconium""]",Tellurium has the symbol Te and Zirconium has the symbol Zr.,Tellurium has the symbol Te.,Zirconium has the symbol Zr.,1,1,TT,AND,AB,1,9.440449341863498,5.43710855965896
6536,element_symb,"element_symb::[""Tellurium"",""Zirconium""]",Zirconium has the symbol Ru or Tellurium has the symbol Te.,Tellurium has the symbol Te.,Zirconium has the symbol Ru.,1,0,TF,OR,BA,1,-5.963942194217301,9.61430597825822
6546,cities,"cities::[""Tlaquepaque"",""Vladivostok""]",The city of Vladivostok is in Ghana or the city of Tlaquepaque is in Mexico.,The city of Vladivostok is in Ghana.,The city of Tlaquepaque is in Mexico.,0,1,FT,OR,AB,1,3.4375023416058608,4.190005251803317
6551,sp_en_trans,"sp_en_trans::[""familia"",""vender""]",The Spanish word 'familia' means 'dog' or the Spanish word 'vender' means 'son'.,The Spanish word 'vender' means 'son'.,The Spanish word 'familia' means 'dog'.,0,0,FF,OR,BA,0,-13.409422224394005,-14.06808373675557
6552,element_symb,"element_symb::[""Boron"",""Osmium""]",Osmium has the symbol Os or Boron has the symbol H.,Osmium has the symbol Os.,Boron has the symbol H.,1,0,TF,OR,AB,1,-4.0523672989015775,15.66005566783912
6559,sp_en_trans,"sp_en_trans::[""oscuro"",""primero""]",The Spanish word 'primero' means 'to multiply' or the Spanish word 'oscuro' means 'dark'.,The Spanish word 'oscuro' means 'dark'.,The Spanish word 'primero' means 'to multiply'.,1,0,TF,OR,BA,1,-10.081588333759667,6.566210874726288
6561,inventors,"inventors::[""Christian Huygens"",""Hippolyte Mège-Mouriès""]",Hippolyte Mège-Mouriès lived in France and Christian Huygens lived in the Netherlands.,Hippolyte Mège-Mouriès lived in France.,Christian Huygens lived in the Netherlands.,1,1,TT,AND,AB,1,11.041808931682889,4.270859712449194
6562,animal_class,"animal_class::[""llama"",""otter""]",The otter is a arachnid or the llama is a mollusk.,The llama is a mollusk.,The otter is a arachnid.,0,0,FF,OR,BA,0,2.263940378819439,-6.010829435778289
6568,inventors,"inventors::[""Hans von Ohain"",""Reginald Fessenden""]",Reginald Fessenden lived in Canada/the U.S and Hans von Ohain lived in Germany.,Reginald Fessenden lived in Canada/the U.S.,Hans von Ohain lived in Germany.,1,1,TT,AND,AB,1,7.164138382123346,-0.931068554023698
6569,sp_en_trans,"sp_en_trans::[""leer"",""temprano""]",The Spanish word 'leer' means 'skin' or the Spanish word 'temprano' means 'early'.,The Spanish word 'temprano' means 'early'.,The Spanish word 'leer' means 'skin'.,1,0,TF,OR,BA,1,-10.806392637581293,6.659477573098304
6575,element_symb,"element_symb::[""Gallium"",""Molybdenum""]",Molybdenum has the symbol Mo and Gallium has the symbol Ga.,Gallium has the symbol Ga.,Molybdenum has the symbol Mo.,1,1,TT,AND,BA,1,8.711454497363915,10.875550085147847
6578,element_symb,"element_symb::[""Cesium"",""Thulium""]",Thulium has the symbol Mg or Cesium has the symbol Cs.,Thulium has the symbol Mg.,Cesium has the symbol Cs.,0,1,FT,OR,AB,1,-6.081820753618559,7.1440841990970325
6588,element_symb,"element_symb::[""Copper"",""Nitrogen""]",Nitrogen has the symbol N and Copper has the symbol La.,Nitrogen has the symbol N.,Copper has the symbol La.,1,0,TF,AND,AB,0,-10.185901085818134,-5.461906625714297
6593,sp_en_trans,"sp_en_trans::[""oscuro"",""primero""]",The Spanish word 'primero' means 'first' or the Spanish word 'oscuro' means 'to see'.,The Spanish word 'oscuro' means 'to see'.,The Spanish word 'primero' means 'first'.,0,1,FT,OR,BA,1,-11.4669308449428,9.730854551174533
6596,inventors,"inventors::[""Hans von Ohain"",""Reginald Fessenden""]",Hans von Ohain lived in England or Reginald Fessenden lived in Canada/the U.S.,Reginald Fessenden lived in Canada/the U.S.,Hans von Ohain lived in England.,1,0,TF,OR,BA,1,-0.21966490361010943,-3.5052070660351315
6597,element_symb,"element_symb::[""Boron"",""Osmium""]",Osmium has the symbol P or Boron has the symbol H.,Osmium has the symbol P.,Boron has the symbol H.,0,0,FF,OR,AB,0,-1.9361843249631994,-4.763412055398588
6599,animal_class,"animal_class::[""goat"",""llama""]",The goat is a mammal or the llama is a mollusk.,The llama is a mollusk.,The goat is a mammal.,0,1,FT,OR,BA,1,2.602022527541101,5.0041536341886355
6602,sp_en_trans,"sp_en_trans::[""hola"",""mes""]",The Spanish word 'mes' means 'month' and the Spanish word 'hola' means 'hello'.,The Spanish word 'mes' means 'month'.,The Spanish word 'hola' means 'hello'.,1,1,TT,AND,AB,1,6.429870934332625,8.352331915548511
6605,element_symb,"element_symb::[""Boron"",""Phosphorus""]",Phosphorus has the symbol P and Boron has the symbol H.,Boron has the symbol H.,Phosphorus has the symbol P.,0,1,FT,AND,BA,0,-11.457103628097533,-16.090700910629618
6606,cities,"cities::[""Abu Ghurayb"",""Porto Velho""]",The city of Abu Ghurayb is in Iraq or the city of Porto Velho is in Brazil.,The city of Porto Velho is in Brazil.,The city of Abu Ghurayb is in Iraq.,1,1,TT,OR,BA,1,5.096785566014445,13.787156166202022
6614,animal_class,"animal_class::[""raccoon"",""seagull""]",The raccoon is a mammal and the seagull is a reptile.,The raccoon is a mammal.,The seagull is a reptile.,1,0,TF,AND,AB,0,3.2406656575966255,-7.452288905757818
6616,animal_class,"animal_class::[""bison"",""camel""]",The bison is a mammal and the camel is a crustacean.,The bison is a mammal.,The camel is a crustacean.,1,0,TF,AND,AB,0,-5.386030917848931,-14.955351164284897
6630,element_symb,"element_symb::[""Boron"",""Osmium""]",Boron has the symbol H or Osmium has the symbol P.,Osmium has the symbol P.,Boron has the symbol H.,0,0,FF,OR,BA,0,-3.948554455849502,-11.487823071290348
6631,cities,"cities::[""Dortmund"",""Ryazan'""]",The city of Dortmund is in Saudi Arabia or the city of Ryazan' is in India.,The city of Dortmund is in Saudi Arabia.,The city of Ryazan' is in India.,0,0,FF,OR,AB,0,3.174646446506103,-4.867926273626871
6634,sp_en_trans,"sp_en_trans::[""familia"",""vender""]",The Spanish word 'familia' means 'dog' or the Spanish word 'vender' means 'to sell'.,The Spanish word 'vender' means 'to sell'.,The Spanish word 'familia' means 'dog'.,1,0,TF,OR,BA,1,-12.446553436725637,11.432404192431699
6644,animal_class,"animal_class::[""bee"",""frog""]",The bee is a mollusk and the frog is a amphibian.,The bee is a mollusk.,The frog is a amphibian.,0,1,FT,AND,AB,0,1.0739929510073787,-8.911950203286866
6649,inventors,"inventors::[""Garrett Morgan"",""Levi Strauss""]",Levi Strauss lived in the U.S and Garrett Morgan lived in Ukraine/the U.S.,Garrett Morgan lived in Ukraine/the U.S.,Levi Strauss lived in the U.S.,0,1,FT,AND,BA,0,2.4478124684958495,-2.8847744436899574
6658,inventors,"inventors::[""Hans von Ohain"",""Reginald Fessenden""]",Reginald Fessenden lived in Canada/the U.S or Hans von Ohain lived in Germany.,Reginald Fessenden lived in Canada/the U.S.,Hans von Ohain lived in Germany.,1,1,TT,OR,AB,1,4.295340087042732,11.307948995313032
6662,cities,"cities::[""Jingmen"",""Tolyatti""]",The city of Tolyatti is in Russia and the city of Jingmen is in China.,The city of Jingmen is in China.,The city of Tolyatti is in Russia.,1,1,TT,AND,BA,1,8.947703756974306,2.8781839729572636
6663,element_symb,"element_symb::[""Molybdenum"",""Radon""]",Radon has the symbol Rn and Molybdenum has the symbol Mo.,Radon has the symbol Rn.,Molybdenum has the symbol Mo.,1,1,TT,AND,AB,1,8.674838319933269,7.25571037935788
6672,element_symb,"element_symb::[""Tellurium"",""Zirconium""]",Tellurium has the symbol Zn or Zirconium has the symbol Zr.,Tellurium has the symbol Zn.,Zirconium has the symbol Zr.,0,1,FT,OR,AB,1,-1.7162731786370127,13.67386136444371
6673,sp_en_trans,"sp_en_trans::[""morir"",""mujer""]",The Spanish word 'morir' means 'problem' and the Spanish word 'mujer' means 'enough'.,The Spanish word 'mujer' means 'enough'.,The Spanish word 'morir' means 'problem'.,0,0,FF,AND,BA,0,-12.8076789532769,-27.57466668310826
6678,cities,"cities::[""Kampala"",""Wenzhou""]",The city of Kampala is in Uganda or the city of Wenzhou is in Cambodia.,The city of Kampala is in Uganda.,The city of Wenzhou is in Cambodia.,1,0,TF,OR,AB,1,3.278790444802026,9.841700057163344
6694,cities,"cities::[""Kampala"",""Wenzhou""]",The city of Kampala is in Uganda and the city of Wenzhou is in China.,The city of Kampala is in Uganda.,The city of Wenzhou is in China.,1,1,TT,AND,AB,1,15.176880627366176,9.755771390235031
6697,element_symb,"element_symb::[""Lanthanum"",""Technetium""]",Lanthanum has the symbol La or Technetium has the symbol Tc.,Lanthanum has the symbol La.,Technetium has the symbol Tc.,1,1,TT,OR,AB,1,4.097515538250656,18.491946567493944
6709,animal_class,"animal_class::[""llama"",""otter""]",The llama is a mollusk or the otter is a arachnid.,The llama is a mollusk.,The otter is a arachnid.,0,0,FF,OR,AB,0,-0.04770195330883496,-9.87010692128487
6710,inventors,"inventors::[""Daniel Fahrenheit"",""Jean-Bernard-Léon Foucault""]",Daniel Fahrenheit lived in Canada/the U.S and Jean-Bernard-Léon Foucault lived in Germany.,Daniel Fahrenheit lived in Canada/the U.S.,Jean-Bernard-Léon Foucault lived in Germany.,0,0,FF,AND,AB,0,0.7091327188013595,-13.703414320790623
6712,sp_en_trans,"sp_en_trans::[""imaginar"",""tercero""]",The Spanish word 'imaginar' means 'star' and the Spanish word 'tercero' means 'third'.,The Spanish word 'imaginar' means 'star'.,The Spanish word 'tercero' means 'third'.,0,1,FT,AND,AB,0,1.2377105676471,-9.37231732479345
6720,sp_en_trans,"sp_en_trans::[""imaginar"",""tercero""]",The Spanish word 'imaginar' means 'star' and the Spanish word 'tercero' means 'sea'.,The Spanish word 'imaginar' means 'star'.,The Spanish word 'tercero' means 'sea'.,0,0,FF,AND,AB,0,-5.560087608691337,-26.75015439018696
6721,inventors,"inventors::[""Joseph Glidden"",""Narinder Singh Kapany""]",Joseph Glidden lived in the U.S or Narinder Singh Kapany lived in Canada/the U.S.,Narinder Singh Kapany lived in Canada/the U.S.,Joseph Glidden lived in the U.S.,0,1,FT,OR,BA,1,4.323493144729153,5.405190805811035
6728,element_symb,"element_symb::[""Cesium"",""Thulium""]",Thulium has the symbol Tm or Cesium has the symbol Cs.,Thulium has the symbol Tm.,Cesium has the symbol Cs.,1,1,TT,OR,AB,1,-1.7311389779610609,15.902611477840475
6736,inventors,"inventors::[""Jacob Perkins"",""John Boyd Dunlop""]",Jacob Perkins lived in the U.S or John Boyd Dunlop lived in Austria.,John Boyd Dunlop lived in Austria.,Jacob Perkins lived in the U.S.,0,1,FT,OR,BA,1,2.2022529589233666,4.1750230973535025
6741,animal_class,"animal_class::[""llama"",""otter""]",The otter is a mammal or the llama is a mammal.,The llama is a mammal.,The otter is a mammal.,1,1,TT,OR,BA,1,4.352477299099496,14.237465718874942
6742,inventors,"inventors::[""George Devol"",""Guglielmo Marconi""]",George Devol lived in Hungary and Guglielmo Marconi lived in Japan.,George Devol lived in Hungary.,Guglielmo Marconi lived in Japan.,0,0,FF,AND,AB,0,-4.680905156084174,-23.802860299600006
6744,element_symb,"element_symb::[""Radium"",""Tellurium""]",Radium has the symbol Ra or Tellurium has the symbol Zn.,Tellurium has the symbol Zn.,Radium has the symbol Ra.,0,1,FT,OR,BA,1,-4.624696544578285,6.508572326294519
6750,animal_class,"animal_class::[""gorilla"",""hamster""]",The hamster is a bird or the gorilla is a mammal.,The gorilla is a mammal.,The hamster is a bird.,1,0,TF,OR,BA,1,4.95780729954996,9.921596810267005
6755,sp_en_trans,"sp_en_trans::[""leer"",""temprano""]",The Spanish word 'leer' means 'to read' or the Spanish word 'temprano' means 'early'.,The Spanish word 'temprano' means 'early'.,The Spanish word 'leer' means 'to read'.,1,1,TT,OR,BA,1,3.3989321560810875,22.820760209940932
6771,element_symb,"element_symb::[""Copper"",""Dysprosium""]",Dysprosium has the symbol Dy or Copper has the symbol Cu.,Dysprosium has the symbol Dy.,Copper has the symbol Cu.,1,1,TT,OR,AB,1,2.515338285723814,18.308631996585945
6772,animal_class,"animal_class::[""horse"",""hummingbird""]",The hummingbird is a bird or the horse is a fish.,The horse is a fish.,The hummingbird is a bird.,0,1,FT,OR,BA,1,3.6577210036891947,4.516490295833352
6773,inventors,"inventors::[""Albert Ghiorso"",""Alexander Graham Bell""]",Alexander Graham Bell lived in Turkey/the U.S or Albert Ghiorso lived in Austria.,Alexander Graham Bell lived in Turkey/the U.S.,Albert Ghiorso lived in Austria.,0,0,FF,OR,AB,0,0.18458241033865247,-4.396218663719346
6775,element_symb,"element_symb::[""Copper"",""Dysprosium""]",Copper has the symbol Cu or Dysprosium has the symbol Dy.,Dysprosium has the symbol Dy.,Copper has the symbol Cu.,1,1,TT,OR,BA,1,5.20865071867258,18.72496549273114
6778,inventors,"inventors::[""Ernest Swinton"",""Ernesto Blanco""]",Ernest Swinton lived in the U.K or Ernesto Blanco lived in the U.S.,Ernesto Blanco lived in the U.S.,Ernest Swinton lived in the U.K.,1,1,TT,OR,BA,1,0.4595372054634385,12.823980344207552
6784,animal_class,"animal_class::[""raccoon"",""seagull""]",The seagull is a reptile or the raccoon is a bird.,The raccoon is a bird.,The seagull is a reptile.,0,0,FF,OR,BA,0,4.47151728100083,-4.38014415039861
6788,element_symb,"element_symb::[""Tellurium"",""Zirconium""]",Zirconium has the symbol Zr or Tellurium has the symbol Zn.,Tellurium has the symbol Zn.,Zirconium has the symbol Zr.,0,1,FT,OR,BA,1,-7.717017208538129,8.441993268178665
6791,element_symb,"element_symb::[""Boron"",""Selenium""]",Boron has the symbol B and Selenium has the symbol Se.,Selenium has the symbol Se.,Boron has the symbol B.,1,1,TT,AND,BA,1,8.27579622555403,8.174659506738317
6792,inventors,"inventors::[""Hans Geiger"",""James Starley""]",James Starley lived in the U.K or Hans Geiger lived in Germany.,James Starley lived in the U.K.,Hans Geiger lived in Germany.,1,1,TT,OR,AB,1,1.4921753580381367,19.962091166832106
6794,animal_class,"animal_class::[""llama"",""otter""]",The llama is a mammal or the otter is a mammal.,The llama is a mammal.,The otter is a mammal.,1,1,TT,OR,AB,1,4.371583731822609,14.201735061432554
6797,cities,"cities::[""Tlaquepaque"",""Vladivostok""]",The city of Tlaquepaque is in Mozambique or the city of Vladivostok is in Russia.,The city of Vladivostok is in Russia.,The city of Tlaquepaque is in Mozambique.,1,0,TF,OR,BA,1,6.371689490823765,14.520174792883155
6809,animal_class,"animal_class::[""raccoon"",""seagull""]",The raccoon is a mammal or the seagull is a reptile.,The raccoon is a mammal.,The seagull is a reptile.,1,0,TF,OR,AB,1,4.594366885824511,7.543601254121795
6815,inventors,"inventors::[""Daisuke Inoue"",""Hans von Ohain""]",Hans von Ohain lived in England and Daisuke Inoue lived in Sweden.,Daisuke Inoue lived in Sweden.,Hans von Ohain lived in England.,0,0,FF,AND,BA,0,3.9541873302476853,-16.56591923794924
6817,inventors,"inventors::[""Joseph Glidden"",""Narinder Singh Kapany""]",Narinder Singh Kapany lived in India or Joseph Glidden lived in the U.S.,Narinder Singh Kapany lived in India.,Joseph Glidden lived in the U.S.,1,1,TT,OR,AB,1,3.1145705972865563,17.09187163786339
6818,sp_en_trans,"sp_en_trans::[""familia"",""vender""]",The Spanish word 'vender' means 'son' or the Spanish word 'familia' means 'dog'.,The Spanish word 'vender' means 'son'.,The Spanish word 'familia' means 'dog'.,0,0,FF,OR,AB,0,-16.964673225645974,-11.877758271939738
